M1.H_b.DIC Time [a],M1.H_b.DIC DIC [mol],M1.H_b.DIC C^{12}$S [mol],M1.H_b.DIC C^{13}$S [mol],M1.H_b.DIC $\delta^{13}$C [VPDB],M1.H_b.DIC DIC [mol/l],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [mol/a],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{12}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{13}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC $\delta^{13}$C [VPDB],C_H_b_2_CO2_At.CO2_F DIC [mol/a],C_H_b_2_CO2_At.CO2_F DIC [C^{12}$S],C_H_b_2_CO2_At.CO2_F DIC [C^{13}$S],C_H_b_2_CO2_At.CO2_F DIC $\delta^{13}$C [VPDB]
26400.0,3.714430812001929e+16,2.2306990909306136e+16,1.4837317210713152e+16,58191.08227456712,0.0021431512369288804,1508054162183875.8,873098454290991.4,634955707892884.4,63717.55504001483,1690817725436332.8,1015419719394328.2,675398006042004.5,58191.05360357178,2028981270523599.2,1218503663273193.8,810477607250405.5,58191.05360357178,2165286452855363.8,1357050553599305.8,808235899256058.0,52000.99215181798,46460891087164.445,3732721338541.8438,42728169748622.6,1017663.1838865792
26600.0,3.714479629497615e+16,2.229865470875029e+16,1.4846141586225864e+16,58248.42704092187,0.0021431794036337027,1508066978894980.2,872735127296110.1,635331851598870.1,63782.85173086838,1690839947878028.2,1015040253796102.4,675799694081925.9,58248.398367203896,2029007937453634.0,1218048304555323.0,810959632898311.0,58248.398367203896,2165313692063781.8,1356595437386426.2,808718254677355.5,52050.41476183015,46469592379915.43,3716289033532.836,42753303346382.59,1022769.2524265969
26800.0,3.714525833770809e+16,2.229030845042653e+16,1.485494988728156e+16,58305.77728456541,0.0021432060625621516,1508078848329235.5,872371523081234.9,635707325248000.6,63848.15506665571,1690860980772193.5,1014660330364472.2,676200650407721.2,58305.748608075846,2029033176926632.2,1217592396437366.8,811440780489265.5,58305.748608075846,2165339496975573.2,1356139770134115.5,809199726841457.8,52099.83416051025,46478058777209.18,3699678065913.375,42778380711295.805,1027969.0119113105
27000.0,3.714569474239577e+16,2.2281952435835724e+16,1.4863742306560044e+16,58363.13305559018,0.00214323124222745,1508089789816651.0,872007652539098.4,636082137277552.6,63913.46516814167,1690880846596386.8,1014279962812930.9,676600883783455.9,58363.10437632474,2029057015915664.2,1217135955375517.2,811921060540147.0,58363.10437632474,2165363892333555.5,1355683566927800.8,809680325405754.8,52149.25044739463,46486299537316.43,3682895021226.9688,42803404516089.46,1033262.7019797745
27200.0,3.7146107624060024e+16,2.227358795248136e+16,1.4872519671578664e+16,58420.4943070386,0.00214325506466201,1508099977795025.0,871643613572187.6,636456364222837.4,63978.78261913236,1690899641590185.5,1013899209726570.9,677000431863614.6,58420.46562505282,2029079569908222.8,1216679051671885.2,812400518236337.5,58420.46562505282,2165386924320796.0,1355226856084262.8,810160068236533.2,52198.663739588475,46494313822885.5,3665947482403.3906,42828366340482.11,1038650.0032531979
27400.0,3.714649618320318e+16,2.226521452891546e+16,1.4881281654287724e+16,58477.861058779716,0.0021432774837364366,1508109279152127.5,871279325194801.8,636829953957325.8,64044.10818852609,1690917329442642.2,1013518049694962.4,677399279747679.9,58477.83237404376,2029100795331170.8,1216221659633954.8,812879135697216.0,58477.83237404376,2165408630053141.5,1354769660285419.2,810638969767722.2,52248.07414623061,46502099649610.05,3648835667273.3203,42853263982336.73,1044132.8326024931
27600.0,3.714686069978463e+16,2.225683233599938e+16,1.4890028363785252e+16,58535.2333653208,0.0021432985156038197,1508117694321193.8,870914788951450.2,637202905369743.5,64109.44171361627,1690933922878725.2,1013136490484690.5,677797432394034.8,58535.204677768794,2029120707454470.2,1215763788581628.8,813356918872841.5,58535.204677768794,2165429021181078.0,1354311986619461.8,811117034561616.2,52297.481738312075,46509677069520.5,3631570460244.75,42878106609275.75,1049710.3599547984
27800.0,3.714720182987139e+16,2.224844177438302e+16,1.4898760055488372e+16,58592.61124926434,0.0021433181981178953,1508125247702948.0,870550019087108.2,637575228615839.8,64174.78323188566,1690949451722222.0,1012754550308491.5,678194901413730.5,58592.58255892728,2029139342066666.5,1215305460370190.0,813833881696476.5,58592.58255892728,2165448130292133.5,1353853855170379.2,811594275121754.2,52346.88659578238,46517063612458.98,3614163079872.75,42902900532586.23,1055381.528949513
28000.0,3.714752014992121e+16,2.224004319723531e+16,1.4907476952685896e+16,58649.99472791716,0.0021433365645391056,1508131960319772.2,870185027357274.1,637946932962498.1,64240.13287235678,1690963942232617.2,1012372245254319.9,678591696978297.4,58649.96603479329,2029156730679140.8,1214846694305184.0,814310036373956.8,58649.96603479329,2165465982253908.0,1353395281147610.0,812070701106298.0,52396.28880098638,46524266987334.19,3596619401917.7656,42927647585416.42,1061146.6819216944
28200.0,3.714781176384413e+16,2.2231634250967132e+16,1.4916177512876996e+16,58707.384016293836,0.0021433533900709636,1508137366050388.2,869819552264315.8,638317813786072.5,64305.48939354724,1690977217171025.5,1011989468254398.9,678987748916626.6,58707.35532021834,2029172660605230.5,1214387361905278.8,814785298699951.8,58707.35532021834,2165482575787892.2,1352936263938705.5,812546311849186.8,52445.688380092055,46531340051889.8,3578951013738.789,42952389038151.01,1067005.4280008406
28400.0,3.714808154346105e+16,2.222321785800046e+16,1.4924863685460588e+16,58764.779148195405,0.0021433689558076527,1508141977718136.8,869453899762791.6,638688077955345.1,64370.85108298965,1690989498067970.0,1011606352195308.1,679383145872661.9,58764.75044923632,2029187397681564.0,1213927622634369.8,815259775047194.2,58764.75044923632,2165497906964012.5,1352476801102336.2,813021105861676.2,52495.08537759462,46538313107788.805,3561178115277.961,42977134992510.84,1072953.936410697
28600.0,3.714833021099443e+16,2.2214794463623812e+16,1.493353574737062e+16,58822.18009823421,0.0021433833034199446,1508145850638346.2,869088094054852.2,639057756583494.0,64436.21935081182,1691000817958487.8,1011222917442801.5,679777900515686.2,58822.151396348825,2029200981550185.5,1213467500931361.8,815733480618823.8,58822.151396348825,2165512019701928.8,1352016919012790.5,813495100689138.2,52544.47995003593,46545124602132.76,3543273820117.586,43001850782015.17,1079001.4085846022
28800.0,3.71485577273214e+16,2.220636405035661e+16,1.4942193676964792e+16,58879.58688773146,0.0021433964306505284,1508148970961981.0,868722123624635.2,639426847337345.8,64501.594869198445,1691011175039926.0,1010839163187944.1,680172011851981.9,58879.558182904504,2029213410047911.2,1213006995825532.8,816206414222378.5,58879.558182904504,2165524948272218.0,1351556638392842.2,813968309879375.8,52593.87221120175,46551754929995.75,3525230044649.8516,43026524885345.9,1085152.2284045366
29000.0,3.714876462464277e+16,2.2197926945075656e+16,1.4950837679567112e+16,58936.999518321536,0.0021434083682063112,1508151352940217.2,868355995210907.4,639795357729309.9,64566.97794557721,1691020593574712.2,1010455104332670.5,680565489242041.8,58936.97081044947,2029224712289654.8,1212546125199204.5,816678587090450.2,58936.97081044947,2165536723528905.2,1351095977986901.5,814440745542003.8,52643.2622558199,46558204340606.414,3507049163626.711,43051155176979.7,1091407.9312795543
29200.0,3.7148944758769384e+16,2.2189479440903824e+16,1.495946531786556e+16,58994.41829626052,0.0021434187615800423,1508152268967476.8,867989301385265.0,640162967582211.8,64632.3666066168,1691028793935326.2,1010070572173312.4,680958221762013.9,58994.389585237615,2029234552722391.8,1212084686607975.0,817149866114416.8,58994.389585237615,2165547355918938.2,1350634944673508.8,814912411245429.5,52692.65008495348,46564562195693.125,3488753052583.422,43075809143109.7,1097765.7262784434
29400.0,3.714910509410586e+16,2.2181025698649776e+16,1.496807939545608e+16,59051.84329256539,0.0021434280126037407,1508152490509416.5,867622501829144.6,640529988680271.9,64697.758158448014,1691036092840582.8,1009685755928708.4,681350336911874.4,59051.81457850618,2029243311408699.2,1211622907114450.0,817620404294249.2,59051.81457850618,2165556806108951.8,1350173514021321.5,815383292087630.2,52742.03572752018,46570859606726.92,3470362760494.625,43100496846232.3,1104221.4158832761
29600.0,3.7149246513981576e+16,2.21725662613647e+16,1.4976680252616876e+16,59109.27445633376,0.002143436172243721,1508152094117449.0,867255628919691.1,640896465197757.9,64763.15470630235,1691042530723395.8,1009300680453076.8,681741850270319.0,59109.245739231366,2029251036868075.0,1211160816543692.2,818090220324382.8,59109.245739231366,2165565133300912.8,1349711721398235.8,815853411902677.0,52791.41938678542,46577000662851.625,3451835696437.336,43125164966414.29,1110789.4363307257
29800.0,3.7149368767033736e+16,2.216410098423993e+16,1.4985267782793808e+16,59166.711804174905,0.002143443225996859,1508151051468350.2,866888661120001.4,641262390348348.9,64828.5572119151,1691048096128966.8,1008915339147270.2,682132756981696.5,59166.683083997676,2029257715354760.2,1210698406976724.5,818559308378035.8,59166.683083997676,2165572376933967.5,1349249590421086.0,816322786512881.5,52840.80120161091,46582951838203.34,3433156892858.422,43149794945344.92,1117476.7863381424
30000.0,3.714947257392101e+16,2.2155630308563868e+16,1.499384226535714e+16,59224.155311187795,0.002143449215443698,1508149384958710.8,866521609368347.9,641627775590362.9,64893.966049296774,1691052821914920.8,1008529752131213.8,682523069783707.0,59224.12658779784,2029263386297905.0,1210235702557456.5,819027683740448.5,59224.12658779784,2165578576454778.0,1348787144941936.8,816791431512841.2,52890.181283164624,46588711917672.734,3414328711842.9062,43174383205829.83,1124285.444231701
30200.0,3.7149540777984184e+16,2.214714389263364e+16,1.5002396885350544e+16,59281.60579180622,0.0021434531506798016,1508145140896627.0,866153382993688.2,641991757902938.8,64959.3756340853,1691055927405238.5,1008143448828641.8,682912478576596.8,59281.57706472875,2029267112886286.2,1209772138594370.2,819494974291916.0,59281.57706472875,2165583686839933.8,1348324358466004.0,817259328373929.8,52939.55950123873,46594496403148.12,3395393396747.0625,43199103006401.055,1131208.7813014975
30400.0,3.714959121264851e+16,2.2138652362080572e+16,1.501093885056794e+16,59339.06338932472,0.0021434560606576345,1508140340458731.0,865785185545275.2,642355154913455.8,65024.77849100086,1691058223485558.5,1007756912381263.4,683301311104295.1,59339.034658880904,2029269868182670.2,1209308294857516.0,819961573325154.2,59339.034658880904,2165587583703860.8,1347861154372776.5,817726429331084.2,52988.93580684189,46600389313518.46,3376405461697.4766,43223983851820.984,1138231.7697978392
30600.0,3.7149625780321784e+16,2.2130156887682236e+16,1.5019468892639548e+16,59396.52789858867,0.0021434580551422666,1508135177769856.2,865417098570496.1,642718079199360.1,65090.17995353463,1691059797418311.2,1007370196482539.4,683689600935771.9,59396.499164621,2029271756901973.8,1208844235779047.5,820427521122926.2,59396.499164621,2165590384008377.8,1347397601862618.0,818192782145759.8,53038.3106230352,46606125587992.086,3357244545865.0312,43248881042127.055,1145393.6932664844
30800.0,3.714964469744701e+16,2.2121657621191504e+16,1.5027987076255504e+16,59453.999203818574,0.0021434591466220217,1508129605332160.0,865049083183451.2,643080522148708.8,65155.58208275585,1691060658915245.2,1006983307954867.0,684077350960378.2,59453.97046639358,2029272790698294.2,1208379969545840.5,820892821152453.8,59453.97046639358,2165592231504994.0,1346933788344538.8,818658443160455.2,53087.68419906161,46611661267374.125,3337895902997.203,43273765364376.92,1152702.375797052
31000.0,3.714964646977032e+16,2.2113153647843468e+16,1.5036492821926852e+16,59511.47751358099,0.0021434592488814817,1508123550014857.5,864681091256016.0,643442458758841.5,65220.985975938005,1691060739937265.0,1006596205146032.5,684464534791232.5,59511.448772738026,2029272887924718.0,1207915446175239.0,821357441749479.0,59511.448772738026,2165593114766585.8,1346469705314753.8,819123409451832.0,53137.056711053294,46616935684134.39,3318327143733.539,43298608540400.85,1160172.2004074564
31200.0,3.714963259772743e+16,2.2104645881726936e+16,1.5044986716000496e+16,59568.96272853064,0.0021434584484927447,1508117065636320.5,864313151468997.4,643803914167323.1,65286.39201858094,1691060108858741.8,1006208929710846.9,684851179147894.9,59568.933984146206,2029272130630490.2,1207450715653016.2,821821414977474.0,59568.933984146206,2165593103943917.8,1346005395125442.8,819587708818475.0,53186.428320469146,46621958996550.17,3298548930476.961,43323410066073.21,1167803.73875264
31400.0,3.71496033206253e+16,2.2096134453669584e+16,1.5053468866955712e+16,59626.454964176206,0.0021434567592633355,1508110150453722.0,863945261094847.2,644164889358874.8,65351.800512497626,1691058776469256.0,1005821487541296.5,685237288927959.5,59626.4262163646,2029270531763107.2,1206985785049555.8,822284746713551.5,59626.4262163646,2165592236958541.0,1345540880290554.8,820051356667986.2,53235.79916290613,46626741550245.305,3278568349472.9375,43348173200772.37,1175598.9255161297
31600.0,3.714955923575908e+16,2.208761972597103e+16,1.5061939509788048e+16,59683.95420862779,0.0021434542156559743,1508102830305212.5,863577432711525.0,644525397593687.5,65417.21184866935,1691056770090924.2,1005433895210768.5,685622874880155.8,59683.925457170684,2029268124109109.2,1206520674252922.2,822747449856187.0,59683.925457170684,2165590533353436.5,1345076171776360.8,820514361577075.8,53285.169384956986,46631268833534.52,3258380431076.6797,43372888402457.84,1183563.7696765552
31800.0,3.714950193565605e+16,2.207910265190398e+16,1.5070399283752068e+16,59741.460449765,0.002143450909556254,1508095153414576.5,863209693854376.0,644885459560200.5,65482.62602873737,1691054162026496.0,1005046195996486.0,686007966030010.0,59741.431694940096,2029264994431795.5,1206055435195783.5,823209559236012.0,59741.431694940096,2165588090744023.8,1344611329234558.2,820976761509465.5,53334.5391093862,46635595696376.414,3238018676060.172,43397577020316.24,1191691.2215134227
32000.0,3.714943061141928e+16,2.207058273740787e+16,1.5078847874011408e+16,59798.97380560052,0.0021434467942924628,1508087095407858.2,862842027207201.4,645245068200656.9,65548.04364360575,1691050915672800.8,1004658367542206.0,686392548130594.8,59798.9450471033,2029261098807361.0,1205590041050647.5,823671057756713.5,59798.9450471033,2165584861997372.2,1344146322247391.2,821438539749981.0,53383.9084745028,46639665225987.21,3217452304656.3906,43422212921330.82,1199996.4519812271
32200.0,3.7149344759053784e+16,2.206205968004598e+16,1.5087285079007804e+16,59856.494327828455,0.0021434418407851124,1508078430869472.2,862474309524930.2,645604121344542.0,65613.46365814807,1691047007955247.8,1004270395999089.5,686776611956158.2,59856.4655658047,2029256409546297.5,1205124475198907.5,824131934347390.0,59856.4655658047,2165580949516352.0,1343681213784346.5,821899735732005.5,53433.27755874887,46643578804932.445,3196729105520.875,43446849699411.57,1208467.8982844471
32400.0,3.7149246642312024e+16,2.2053534818500736e+16,1.5095711823811288e+16,59914.02208460829,0.002143436179648128,1508069453575167.2,862106712331291.5,645962741243875.8,65678.88544004875,1691042541940729.8,1003882342318465.2,687160199622264.5,59913.99331889483,2029251050328875.8,1204658810782158.2,824592239546717.5,59913.99331889483,2165576312086976.8,1343215977342360.0,822360334744616.8,53482.64647340018,46647306149612.9,3175835034329.75,43471471115283.15,1217115.0009569873
32600.0,3.714913694852611e+16,2.20450085520827e+16,1.5104128396443412e+16,59971.557156724004,0.002143429850539178,1508060197465862.5,861739250211604.1,646320947254258.4,65744.30983326587,1691037548872711.5,1003494224648999.8,687543324223711.8,59971.528387443934,2029245058647254.0,1204193069578800.0,825051989068454.0,59971.528387443934,2165571006068016.8,1342750646578643.0,822820359489373.8,53532.01537003908,46650835374536.91,3154767936685.414,43496067437851.49,1225943.218566759
32800.0,3.714901777806778e+16,2.203648216233171e+16,1.5112535615736064e+16,60029.09932119753,0.002143422974645451,1508050738861579.8,861371964394028.8,646678774467551.0,65809.73723803808,1691032124455273.0,1003106101384120.4,687926023071152.6,60029.070548291376,2029238549346327.8,1203727321660944.5,825511227685383.2,60029.070548291376,2165565128376900.8,1342285280250469.8,823279848126431.0,53581.384399727765,46654182996183.96,3133543676488.8438,43520639319695.12,1234951.4278767991
33000.0,3.714888774428813e+16,2.202795479429687e+16,1.5120932949991256e+16,60086.64881013912,0.002143415471960119,1508041015834048.8,861004816007958.8,647036199826090.0,65875.16825399852,1691026205525762.5,1002717933581225.5,688308271944537.0,60086.620033556464,2029231446630915.0,1203261520297470.8,825969926333444.2,60086.620033556464,2165558649773201.0,1341819859169997.2,823738790603203.8,53630.75368105037,46657310466230.73,3112140137884.4062,43545170328346.32,1244153.0546424922
33200.0,3.714876240800618e+16,2.2019435760631136e+16,1.512932664737504e+16,60144.20503164797,0.002143408240310876,1508032736334568.8,860638750357210.2,647393985977358.5,65940.60818639222,1691020499994737.0,1002330144900209.0,688690355094528.0,60144.176252006415,2029224599993684.5,1202796173880250.8,826428426113433.8,60144.176252006415,2165551675630455.8,1341354445795039.2,824197229835416.5,53680.12352140954,46660054486550.74,3090537472575.1016,43569517013975.64,1253557.645240824
33400.0,3.714862975824693e+16,2.2010917994843612e+16,1.5137711763403316e+16,60201.76758612171,0.0021434005866888275,1508024279482796.2,860272803969655.0,647751475513141.2,66006.06383869945,1691014462013497.5,1001942414208389.9,689072047805107.6,60201.73880315851,2029217354416197.2,1202330897050068.0,826886457366129.2,60201.73880315851,2165544452204875.2,1340889190231159.5,824655261973715.8,53729.49417503759,46662392475292.99,3068724878915.086,43593667596377.91,1263175.4249407758
33600.0,3.714848647792023e+16,2.2002399464401976e+16,1.5146087013518256e+16,60259.33693448651,0.002143392319704599,1508015409061444.2,859906863330297.0,648108545731147.2,66071.53135953742,1691007940070894.0,1001554648677131.8,689453291393762.2,60259.30814810097,2029209528085072.8,1201865578412558.2,827343949672514.5,60259.30814810097,2165536829824457.2,1340424001380698.8,825112828443758.5,53778.865459491375,46664490445351.1,3046770251168.633,43617720194182.47,1272987.4364939048
33800.0,3.714833352184181e+16,2.199388070619053e+16,1.515445281565128e+16,60316.91328486258,0.0021433834944491227,1508006200992322.8,859540981435886.8,648465219556436.0,66137.00899676337,1691000977681943.0,1001166872776087.0,689834104905856.0,60316.88449495795,2029201173218331.8,1201400247331304.5,827800925887027.2,60316.88449495795,2165528742047066.0,1339958838590495.0,825569903456571.0,53828.23731878103,46666423319150.836,3024708367267.1406,43641714951883.695,1282985.7094142558
34000.0,3.7148174669361016e+16,2.198536400453077e+16,1.5162810664830248e+16,60374.49632167382,0.002143374328983189,1507996807678151.8,859175250062005.1,648821557616146.6,66202.49585094972,1690993746770496.2,1000779190418544.5,690214556351951.8,60374.46752855845,2029192496124595.8,1200935028502253.2,828257467622342.5,60374.46752855845,2165520328185981.5,1339493787793953.0,826026540392028.5,53877.6097763521,46668302443815.35,3002605410571.328,43665697033244.02,1293148.233334636
34200.0,3.714801734841329e+16,2.197685381389819e+16,1.5171163534515096e+16,60432.08562522708,0.002143365251883607,1507988054443843.2,858810123577181.8,649177930866661.5,66267.99474873212,1690986585468793.5,1000391804381420.8,690594781087372.8,60432.056828970395,2029183902562552.5,1200470165257705.0,828713737304847.5,60432.056828970395,2165511619209624.8,1339028866606830.5,826482752602794.2,53926.98298524185,46670013032910.89,2980433719359.4297,43689579313551.46,1303488.588255884
34400.0,3.7147851620337416e+16,2.196834419534606e+16,1.5179507424991356e+16,60489.68157260533,0.002143355689709783,1507979000808023.8,858445046544227.1,649533954263796.6,66333.50921826994,1690979041704647.0,1000004444524452.2,690974597180194.8,60489.65277296401,2029174850045576.5,1200005333429342.8,829169516616233.8,60489.65277296401,2165502569154935.2,1338564045801500.2,826938523353435.0,53976.357019701594,46671472711898.29,2958139273065.164,43713333438833.125,1314034.6548282893
34600.0,3.714767841692362e+16,2.195983570080926e+16,1.5187842716114356e+16,60547.284159439085,0.002143345696224124,1507969634825023.5,858080025920743.1,649889608904280.4,66399.03676118878,1690971157595353.8,999617135793352.1,691354021802001.6,60547.25535649598,2029165389114424.5,1199540562952022.8,829624826162401.8,60547.25535649598,2165493194416973.0,1338099336414231.0,827393858002742.0,54025.73177202883,46672835158301.02,2935798170511.2344,43737036987789.79,1324760.4283298133
34800.0,3.714750049338265e+16,2.1951329993058516e+16,1.5196170500324132e+16,60604.893146873306,0.002143335430396701,1507960077968943.0,857715136042599.6,650244941926343.4,66464.57642498899,1690963058540098.5,999229953865935.0,691733104674163.5,60604.864340852364,2029155670248118.5,1199075944639122.2,830079725608996.2,60604.864340852364,2165483571077921.2,1337634785510571.0,827848785567350.2,54075.10722319839,46674182793957.25,2913458116552.3984,43760724677404.85,1335649.7320536966
35000.0,3.714731715947415e+16,2.194282666018187e+16,1.520449049929228e+16,60662.508549160244,0.002143324852402046,1507950314210771.0,857350366554582.0,650599947656189.0,66530.12842188064,1690954713311386.5,998842880108986.5,692111833202400.0,60662.47973977227,2029145655973664.0,1198611456130783.8,830534199842880.2,60662.47973977227,2165473646798519.0,1337170360512412.5,828303286286106.5,54124.48338427988,46675473017655.18,2891095323156.625,43784377694498.555,1346716.8548995617
35200.0,3.714705771277627e+16,2.1934283449933708e+16,1.5212774262842564e+16,60720.133821261144,0.0021433098828538264,1507932588272245.2,856981440383436.6,650951147888808.6,66595.66891890897,1690942905103418.2,998453992140670.8,692488912962747.5,60720.105005977966,2029131486124102.2,1198144790568805.2,830986695555297.0,60720.105005977966,2165462979086419.0,1336705796868108.8,828757182218310.2,54173.859315430534,46677478374785.625,2868813382219.5234,43808664992566.1,1357937.8975832604
35400.0,3.714679424770796e+16,2.19257429599228e+16,1.522105128778516e+16,60777.76898537931,0.0021432946814537836,1507914911615321.0,856613088114634.1,651301823500686.9,66661.16603837149,1690930911924702.0,998065226776556.5,692865685148145.5,60777.74016552337,2029117094309642.5,1197678272131868.0,831438822177774.5,60777.74016552337,2165451161686913.8,1336240849377518.0,829210312309395.8,54223.23443942921,46680628335563.35,2846879488512.5156,43833748847050.836,1369191.979552285
35600.0,3.714653219521381e+16,2.1917208512297196e+16,1.5229323682916612e+16,60835.41322110018,0.0021432795615564048,1507897959097566.8,856245577716149.2,651652381381417.5,66726.6406853634,1690918983304868.2,997676736615428.8,693242246689439.5,60835.38439672398,2029102779965842.0,1197212083938514.5,831890696027327.5,60835.38439672398,2165438589319292.5,1335775749594782.0,829662839724510.5,54272.61008675324,46683894439191.26,2824828033996.039,43859066405195.22,1380685.6842189773
35800.0,3.714626524564537e+16,2.1908676384836068e+16,1.52375888608093e+16,60893.06649699571,0.0021432641591077727,1507881308211035.0,855878621688229.6,652002686522805.4,66792.1013723904,1690906831830120.8,997288352104820.4,693618479725300.4,60893.03766809658,2029088198196145.0,1196746022525784.2,832342175670360.8,60893.03766809658,2165425463352275.2,1335310615726308.8,830114847625966.5,54321.98691979631,46686908813730.31,2802480799445.6016,43884428014284.71,1392508.704454317
36000.0,3.714599452766906e+16,2.190014727878298e+16,1.5245847248886076e+16,60950.72855845434,0.0021432485392296496,1507864937316959.2,855512191915732.5,652352745401226.8,66857.55085794235,1690894508742084.2,996900105084100.8,693994403657983.5,60950.699725250735,2029073410490501.2,1196280126100921.0,832793284389580.2,60950.699725250735,2165411998873029.0,1334845576726713.5,830566422146315.5,54371.365336550865,46689620517893.95,2779824875148.492,43909795642745.46,1404678.0669286838
36200.0,3.714567081619821e+16,2.1891591845714028e+16,1.525407897048418e+16,61008.40172252685,0.0021432298617343813,1507843401755530.2,855143282257884.2,652700119497646.0,66922.97401738891,1690879774688241.0,996510660437684.4,694369114250556.6,61008.372882883334,2029055729625889.2,1195812792525221.2,833242937100668.0,61008.372882883334,2165397943953721.5,1334380480403322.5,831017463550399.0,54420.74499778957,46692495274753.945,2756898641601.6484,43935596633152.3,1417200.4487380113
36400.0,3.7145340465738376e+16,2.1883037316071164e+16,1.5262303149667212e+16,61066.08674807464,0.002143210801182915,1507822148308783.5,854775100428165.2,653047047880618.2,66988.34935431562,1690864736958092.2,996121256044737.6,694743480913354.6,61066.05790279921,2029037684349711.0,1195345507253685.2,833692177096025.8,61066.05790279921,2165382887030829.0,1333915075028587.2,831467812002241.8,54470.12571591531,46695744315096.79,2733833466664.078,43961910848432.71,1430022.2784409085
36600.0,3.714501216768694e+16,2.1874488937010256e+16,1.5270523230676688e+16,61123.78275180506,0.0021431918590512503,1507801830023149.5,854407936733266.9,653393893289882.6,67053.6912977249,1690849792762349.0,995732131690456.4,695117661071892.6,61123.753901079384,2029019751314818.8,1194878558028547.5,834141193286271.2,61123.753901079384,2165367308425124.2,1333449645859584.8,831917662565539.5,54519.50866732969,46698761864173.65,2710376259469.25,43988385604704.4,1443276.4449886465
36800.0,3.714468269215969e+16,2.186594481169591e+16,1.5278737880463776e+16,61181.48966680095,0.0021431728489816186,1507782193288449.0,854041610043418.2,653740583245030.8,67119.00646553059,1690834794988887.5,995343200980416.4,695491594008471.1,61181.46081061073,2029001753986665.0,1194411841176499.8,834589912810165.2,61181.46081061073,2165351418459261.2,1332984315777185.5,832367102682075.8,54568.89457203062,46701286680747.34,2686406190909.5938,44014880489837.75,1457041.0011697083
37000.0,3.714435268848389e+16,2.1857405319210796e+16,1.5286947369273092e+16,61239.20749299696,0.0021431538084388875,1507763210664101.5,853676089830777.2,654087120833324.2,67184.29739127209,1690819773119761.8,994954481125669.6,695865291994092.1,61239.178631397066,2028983727743714.2,1193945377350803.8,835038350392910.5,61239.178631397066,2165335380586366.8,1332519180626307.8,832816199960059.0,54618.28393670978,46703264193974.21,2661905667823.1094,44041358526151.1,1471346.1855442335
37200.0,3.714413952583261e+16,2.184894091543851e+16,1.5295198610394096e+16,61296.92639521805,0.0021431415093862765,1507753721188151.2,853316280394214.0,654437440793937.2,67249.5819489547,1690810066555837.2,994569177318490.9,696240889237346.4,61296.897536237426,2028972079867004.8,1193483012782189.2,835489067084815.5,61296.897536237426,2165322214960722.0,1332056084377974.2,833266130582747.8,54667.6782591084,46705300650295.81,2637612001630.8047,44067688648665.01,1485795.5465622526
37400.0,3.714394543772132e+16,2.184049374284838e+16,1.530345169487294e+16,61354.64835179355,0.0021431303108959336,1507745399491600.0,852957242964943.0,654788156526657.0,67314.90104557827,1690801232054749.8,994184660150348.0,696616571904401.8,61354.61948872915,2028961478465700.0,1193021592180417.8,835939886285282.2,61354.61948872915,2165310761024154.5,1331594300767562.2,833716460256592.2,54717.07868240925,46705544624902.62,2612465281187.3906,44093079343715.23,1500971.8452698016
37600.0,3.7143743053115256e+16,2.183204691249746e+16,1.5311696140617796e+16,61412.37878455788,0.00214311863371467,1507736677492943.2,852598198441846.1,655138479051097.1,67380.23468295347,1690792019104337.5,993800158090193.9,696991861014143.6,61412.34991829543,2028950422925205.0,1192560189708232.8,836390233216972.2,61412.34991829543,2165299969231438.0,1331133195861632.0,834166773369806.0,54766.48383996174,46704867918544.98,2586783618913.4766,44118084299631.5,1516743.681731824
