M1.H_b.DIC Time [a],M1.H_b.DIC DIC [mol],M1.H_b.DIC C^{12}$S [mol],M1.H_b.DIC C^{13}$S [mol],M1.H_b.DIC $\delta^{13}$C [VPDB],M1.H_b.DIC DIC [mol/l],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [mol/a],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{12}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{13}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC $\delta^{13}$C [VPDB],C_H_b_2_CO2_At.CO2_F DIC [mol/a],C_H_b_2_CO2_At.CO2_F DIC [C^{12}$S],C_H_b_2_CO2_At.CO2_F DIC [C^{13}$S],C_H_b_2_CO2_At.CO2_F DIC $\delta^{13}$C [VPDB]
0.0,3.703777553445252e+16,2.342820668613889e+16,1.3609568848313632e+16,50694.84168861235,0.0021370045228268,1503168458682351.5,920665504820135.2,582502953862216.4,55303.85746028375,1685968349036032.8,1066457752379362.0,619510596656670.8,50694.81354358626,2023162018843239.2,1279749302855234.5,743412715988004.8,50694.81354358626,2159505321424311.2,1418303041791196.0,741202279633115.0,45506.06577695078,46456412685552.18,7191528077431.508,39264884608120.67,484875.5380661036
200.0,3.704050814418369e+16,2.3420590648107144e+16,1.3619917496076544e+16,50750.973385383695,0.0021371621888656763,1503467207399280.0,920438528531232.9,583028678868047.1,55368.57007344014,1686092758368780.5,1066111080859844.6,619981677508935.9,50750.94528405914,2023311310042536.8,1279333297031813.8,743978013010723.0,50750.94528405914,2159535102493286.8,1417810241087812.8,741724861405474.0,45555.030613670235,46397126492325.22,7145916309128.906,39251210183196.31,487806.54825054243
400.0,3.703995432228357e+16,2.3410889701452252e+16,1.3629064620831316e+16,50807.18813674404,0.002137130234465383,1503416107716365.8,919999885352489.1,583416222363876.6,55432.93229740267,1686067533120165.8,1065669481786547.9,620398051333617.9,50807.16002550531,2023281039744199.0,1278803378143857.5,744477661600341.5,50807.16002550531,2159554287093061.0,1417311219298114.0,742243067794947.0,45603.959340716516,46376872910864.96,7114188770713.172,39262684140151.79,490130.03137768654
600.0,3.703982227756929e+16,2.3401460926124148e+16,1.363836135144514e+16,50863.41521159816,0.002137122615753202,1503391704761021.5,919580360919091.0,583811343841930.5,55496.91464419266,1686061517629304.0,1065240278529253.8,620821239100050.2,50863.38709612679,2023273821155164.8,1278288334235104.5,744985486920060.2,50863.38709612679,2159563392116254.8,1416806210895993.0,742757181220261.8,45652.862582490634,46379987740405.08,7095169212864.164,39284818527540.914,491724.18902693025
800.0,3.7039794863479096e+16,2.3392104559330684e+16,1.3647690304148412e+16,50919.64948238213,0.0021371210340158033,1503374824146467.8,919166534318816.1,584208289827651.6,55560.78142210558,1686060268987789.2,1064814373871507.1,621245895116282.1,50919.62136370501,2023272322785347.2,1277777248645808.8,745495074139538.5,50919.62136370501,2159567687828054.5,1416298532981536.0,743269154846518.5,45701.75427515904,46389989429569.61,7079818977762.93,39310170451806.68,493111.16000167205
1000.0,3.703976938212161e+16,2.338275588472101e+16,1.36570134974006e+16,50975.889738539256,0.0021371195637931613,1503359186192475.8,918754039359038.9,584605146833436.9,55624.61504373595,1686059109530717.8,1064388820123467.9,621670289407249.9,50975.86161694626,2023270931436861.2,1277266584148161.5,746004347288699.8,50975.86161694626,2159568852472825.2,1415789242376072.8,743779610096752.5,45750.638845522044,46401810795882.75,7065354907785.1875,39336455888097.56,494453.7681468419
1200.0,3.703971493446834e+16,2.3373395443942044e+16,1.3666319490526292e+16,51032.135690098956,0.0021371164222740062,1503342888350751.0,918341551015941.2,585001337334809.8,55688.4410153631,1686056631839051.5,1063962730976117.6,622093900862933.9,51032.107565717095,2023267958206861.8,1276755277171341.2,746512681035520.5,51032.107565717095,2159567432522631.0,1415278683333586.0,744288749189045.0,45799.51778453742,46413906653047.36,7050930950281.25,39362975702766.11,495802.0165102462
1400.0,3.7039622844931224e+16,2.336401778634091e+16,1.3675605058590312e+16,51088.38729741129,0.0021371111088945042,1503325376475169.8,917928680159671.8,585396696315498.0,55752.267386025815,1686052440780859.5,1063535858178367.2,622516582602492.2,51088.3591702142,2023262928937031.5,1276243029814040.8,747019899122990.8,51088.3591702142,2159563627642929.8,1414766981822679.5,744796645820250.2,45848.39168187202,46425809884411.31,7036294007221.148,39389515877190.164,497171.1288089486
1600.0,3.703949149205779e+16,2.3354621909053524e+16,1.3684869583004268e+16,51144.644573760976,0.002137103530100137,1503306515245164.8,917515327881178.1,585791187363986.6,55816.09682935545,1686046462495844.8,1063108156047590.5,622938306448254.2,51144.61644365893,2023255754995013.8,1275729787257108.8,747525967737905.0,51144.61644365893,2159557549006519.2,1414254208600645.5,745303340405873.8,45897.26084725042,46437393435771.35,7021378761486.359,39416014674284.99,498565.2248685866
1800.0,3.703932070521566e+16,2.3345207714151068e+16,1.3694112991064596e+16,51200.907599543025,0.002137093676045761,1503286271315653.2,917101467648342.6,586184803667310.6,55879.93043449563,1686038689101561.5,1062679620052238.5,623359069049323.0,51200.879466598664,2023246426921874.0,1275215544062686.2,748030882859187.8,51200.879466598664,2159549269781908.0,1413740410385421.0,745808859396487.0,45946.12550027143,46448625453851.99,7006171271934.617,39442454181917.375,499985.39974503516
2000.0,3.70391111393939e+16,2.3335775626319468e+16,1.3703335513074436e+16,51257.17644143678,0.0021370815845229182,1503264663503857.0,916687108120514.6,586577555383342.4,55943.76876139257,1686029150525095.2,1062250269596221.5,623778880928873.8,51257.14830550041,2023234980630114.2,1274700323515465.8,748534657114648.5,51257.14830550041,2159538826801027.5,1413225610363621.8,746313216437405.8,45994.98583053412,46459491562614.06,6990666540664.703,39468825021949.36,501432.2415701874
2200.0,3.703885732417575e+16,2.332632217340299e+16,1.371253515077276e+16,51313.451399529746,0.0021370669398996563,1503240985224409.8,916271828192096.8,586969157032313.0,56007.610394343945,1686017597779873.0,1061819946643560.4,624197651136312.6,51313.42326048515,2023221117335847.5,1274183935972272.5,749037181363575.0,51313.42326048515,2159526270487586.8,1412709841468460.0,746816429019126.8,46043.84194233925,46470093980609.086,6974901243902.664,39495192736706.42,502904.2996907268
2400.0,3.703856652509451e+16,2.331685193367891e+16,1.37217145914156e+16,51369.73260919825,0.002137050161382511,1503216020027231.8,915856118944823.1,587359901082408.6,56071.45334661184,1686004361369671.0,1061388859456408.6,624615501913262.4,51369.70446698769,2023205233643605.2,1273666631347690.5,749538602295914.8,51369.70446698769,2159511569824449.8,1412193083061258.8,747318486763191.0,46092.69396585969,46480456717659.445,6958894335758.367,39521562381901.08,504400.59892319946
2600.0,3.703824051894157e+16,2.3307366052856444e+16,1.3730874466085124e+16,51426.02003213135,0.0021370313514887398,1503189868816243.2,915440030785202.1,587749838031041.1,56135.29947266317,1685989522245586.2,1060957060231149.4,625032462014436.9,51425.991886891396,2023187426694703.8,1273148472277379.5,750038954417324.2,51425.991886891396,2159494852447805.8,1411675416791270.5,747819435656535.2,46141.542171691195,46490513700063.76,6942619052474.422,39547894647589.336,505922.91346282104
2800.0,3.70378792496376e+16,2.329786450271052e+16,1.374001474692708e+16,51482.31374647228,0.002137010506982681,1503162515506923.8,915023548363805.6,588138967143118.1,56199.14974416279,1685973078007232.0,1060524547781300.8,625448530225931.2,51482.28559801515,2023167693608678.5,1272629457337561.0,750538236271117.5,51482.28559801515,2159476144654236.0,1411156858574372.8,748319286079863.2,46190.386772295904,46500215964615.29,6926050615751.0,39574165348864.29,507473.1120092301
3000.0,3.703748345825199e+16,2.3288347759106336e+16,1.3749135699145656e+16,51538.61381340385,0.002136987670622534,1503133972730706.8,914606676731164.6,588527295999542.1,56263.004670747985,1685955062242016.5,1060091343674451.5,625863718567565.0,51538.58566179528,2023146074690419.8,1272109612409341.8,751036462281078.0,51538.58566179528,2159455526980627.2,1410637460042148.8,748818066938478.5,46239.22795081277,46509576362999.36,6909200422302.242,39600375940697.12,509050.7698955944
3200.0,3.703704445885733e+16,2.3278810313243012e+16,1.3758234145614316e+16,51594.92065174276,0.002136962341247906,1503103176969742.0,914188784333419.6,588914392636322.4,56326.861894970556,1685935079884062.8,1059657197352945.0,626277882531117.8,51594.89249659643,2023122095860875.2,1271588636823534.0,751533459037341.2,51594.89249659643,2159432999247266.0,1410117221253527.5,749315777993738.5,46288.06577373995,46518719236532.85,6892103865801.984,39626615370730.87,510654.8029412624
3400.0,3.703657278936874e+16,2.326925878600244e+16,1.3767314003366296e+16,51651.23441922992,0.002136935126875124,1503071285953919.0,913770596317903.9,589300689636015.1,56390.71821830753,1685913610088600.2,1059222409862353.1,626691200226247.1,51651.20626061875,2023096332106320.2,1271066891834823.8,752029440271496.5,51651.20626061875,2159408524737335.2,1409596117996350.2,749812406740985.0,46336.90034834862,46527694842295.25,6874796683942.266,39652898158352.984,512283.1000656424
3600.0,3.703607026519273e+16,2.3259694345351964e+16,1.3776375919840764e+16,51707.55505707166,0.0021369061322494623,1503038427566900.0,913352174084565.2,589686253482334.8,56454.576316822226,1685890735799433.0,1058787034562025.5,627103701237407.5,51707.526894968,2023068882959319.8,1270544441474430.8,752524441484889.0,51707.526894968,2159382221486268.0,1409074224840239.8,750307996646028.2,46385.73199829964,46536372499718.11,6857217855402.047,39679154644316.06,513939.67335923214
3800.0,3.7035536905478504e+16,2.3250117013473304e+16,1.37854198920052e+16,51763.882605644096,0.002136875358475791,1503004570619170.0,912933491248660.0,590071079370510.0,56518.43743609313,1685866457782020.5,1058351072393912.2,627515385388108.2,51763.85444016389,2023039749338424.8,1270021286872694.8,753018462465730.0,51763.85444016389,2159354180798341.2,1408551599715987.8,750802581082353.5,46434.56096009592,46544717112138.15,6839352793707.57,39705364318430.58,515625.7731916744
4000.0,3.70349735458227e+16,2.324052732415679e+16,1.3794446221665912e+16,51820.21710968879,0.002136842853766341,1502969737474200.8,912514558035524.9,590455179438675.9,56582.30217347753,1685840814200158.8,1057914547738032.2,627926266462126.5,51820.18894070168,2023008977040190.5,1269497457285638.8,753511519754551.8,51820.18894070168,2159324449052527.8,1408028271567863.0,751296177484664.8,46483.3874327064,46552715945318.67,6821198004958.344,39731517940360.33,517341.98876559775
4200.0,3.70343773284297e+16,2.3230923464494852e+16,1.3803453863934844e+16,51876.55879150136,0.002136808453232101,1502933571100193.0,912095160942745.9,590838410157447.1,56646.17007662642,1685813674989602.8,1057477378085053.8,628336296904549.0,51876.53061886475,2022976409987523.5,1268972853702064.8,754003556285458.8,51876.53061886475,2159293054884840.0,1407504258273402.5,751788796611437.5,46532.211562993776,46560406136880.86,6802764374484.8125,39757641762396.05,519088.2916806103
4400.0,3.703375281199981e+16,2.322130830185113e+16,1.381244451014868e+16,51932.90770862975,0.002136772419900833,1502896489226217.5,911675559503510.2,591220929722707.2,56710.04026042997,1685785247470379.0,1057039693835582.0,628745553634797.0,51932.879532384926,2022942296964454.8,1268447632602698.5,754494664361756.2,51932.879532384926,2159260042875433.2,1406979587999907.0,752280454875526.2,46581.03350520749,46567823901633.34,6784077987788.023,39783745913845.32,520863.2687734058
4600.0,3.703310112187033e+16,2.321168255275731e+16,1.3821418569113016e+16,51989.26388393397,0.002136734818702217,1502858554029856.2,911255784743477.0,591602769286379.2,56773.91384616074,1685755583009086.2,1056601527695526.0,629154055313560.2,51989.23570402143,2022906699610903.8,1267921833234631.5,754984866376272.2,51989.23570402143,2159225476656324.0,1406454300576847.2,752771176079476.8,46629.853482533494,46574925466230.43,6765120343393.727,39809805122836.7,522668.45630970853
4800.0,3.703242269421786e+16,2.320204649411704e+16,1.3830376200100816e+16,52045.62738140096,0.0021366956748027567,1502819768765270.0,910835834938820.9,591983933826449.1,56837.79147080502,1685724701418982.5,1056162892243119.2,629561809175863.2,52045.59919781674,2022869641702779.0,1267395470691743.0,755474171011036.0,52045.59919781674,2159189414470851.5,1405928432618947.8,753260981851903.8,46678.67168437217,46581702061869.984,6745890041022.227,39835812020847.76,524504.3386282928
5000.0,3.703171848623924e+16,2.3192400732335864e+16,1.3839317753903376e+16,52101.99824287791,0.0021366550434307697,1502780161760873.8,910415725131410.6,592364436629463.1,56901.67351886299,1685692646274270.2,1055723815083654.4,629968831190615.9,52101.97005561097,2022831175529124.5,1266868578100385.5,755962597428739.0,52101.97005561097,2159151914933953.5,1405402021100277.8,753749893833675.8,46727.488283887826,46588162087049.414,6726395452025.633,39861766635023.78,526370.7462656975
5200.0,3.703096284271442e+16,2.318272903823169e+16,1.3848233804482728e+16,52158.37757895672,0.002136611444332096,1502736813587421.2,909993730849651.9,592743082737769.4,56965.55301968424,1685658250409116.2,1055283557884269.1,630374692524847.1,52158.34938710362,2022789900490939.5,1266340269461123.0,756449631029816.5,52158.34938710362,2159112873108285.2,1404874999559201.2,754237873549084.0,46776.30315893898,46594615860398.766,6706710171312.633,39887905689086.13,528265.4992717372
5400.0,3.703018385633083e+16,2.317304899311932e+16,1.3857134863211512e+16,52214.76558188713,0.002136566498397819,1502692806001901.0,909571778060131.9,593121027941769.1,57029.42057227284,1685622791169022.8,1054842920039403.5,630779871129619.2,52214.737385829,2022747349402827.5,1265811504047284.2,756935845355543.2,52214.737385829,2159072171840751.8,1404347292413272.2,754724879427479.5,46825.11631092797,46601225349006.91,6686942655061.156,39914282693945.75,530181.106802917
5600.0,3.7029384219444664e+16,2.3163362328527176e+16,1.3866021890917488e+16,52271.16203270445,0.0021365203609714292,1502648417114208.2,909149992937072.5,593498424177135.8,57093.28296079881,1685586392002717.0,1054401980930252.5,631184411072464.5,52271.13383241957,2022703670403260.5,1265282377116303.0,757421293286957.5,52271.13383241957,2159030002234102.8,1403819018497894.8,755210983736208.0,46873.9283379629,46607596963181.836,6666899156440.172,39940697806741.664,532130.6506702673
5800.0,3.702856267815207e+16,2.3153668269713292e+16,1.387489440843878e+16,52327.56693313036,0.0021364729597052184,1502603526285214.8,908728284722285.4,593875241562929.4,57157.143024912395,1685548995801045.2,1053960705271506.1,631588290529539.1,52327.5387285049,2022658794961254.5,1264752846325807.5,757905948635447.0,52327.5387285049,2158986492628392.5,1403290258020636.2,755696234607756.2,46922.739611145174,46613604205506.94,6646516744113.93,39967087461393.01,534118.8962902848
6000.0,3.702771949725847e+16,2.3143966980447884e+16,1.3883752516810588e+16,52383.98035857863,0.0021364243098779224,1502558112241086.0,908306633298098.0,594251478942988.0,57221.00192139177,1685510614474592.2,1053519100426751.8,631991514047840.5,52383.95214971276,2022612737369510.8,1264222920512102.2,758389816857408.5,52383.95214971276,2158941743203131.8,1402761073774322.0,756180669428809.8,46971.55040481267,46619225880746.2,6625788993731.008,39993436887015.195,536146.8283588139
6200.0,3.7026831886440136e+16,2.3134244061695464e+16,1.3892587824744672e+16,52440.403355987735,0.0021363730965340885,1502509601752557.5,907883519167170.8,594626082585386.8,57284.85390013921,1685470211237551.5,1053076511352028.2,632393699885523.2,52440.375142063946,2022564253485062.0,1263691813622434.0,758872439862628.0,52440.375142063946,2158895660155108.5,1402231405388970.2,756664254766138.2,47020.360708305714,46624708561525.1,6604766021195.281,40019942540329.82,538213.6941301136
6400.0,3.702592526069147e+16,2.312451539357614e+16,1.3901409867115332e+16,52496.83605137206,0.0021363207860673433,1502460723843742.2,907460642535008.9,595000081308733.4,57348.69083004918,1685428941802070.0,1052633660166797.1,632795281635272.9,52496.80783256893,2022514730162484.0,1263160392200156.8,759354337962327.2,52496.80783256893,2158848173683168.0,1401701207113485.2,757146966569682.8,47069.17061373615,46630195792686.41,6583546221567.953,40046649571118.45,540312.6645765388
6600.0,3.70250031013668e+16,2.3114783191392596e+16,1.3910219909974204e+16,52553.278240783875,0.00213626757934477,1502411750933903.5,907038130557408.4,595373620376495.1,57412.51870309888,1685386965225980.5,1052190648077974.6,633196317148005.9,52553.25001733052,2022464358271176.8,1262628777693569.5,759835580577607.2,52553.25001733052,2158799532702952.2,1401170634902485.8,757628897800466.5,47117.98072442207,46635387486072.445,6561988777362.453,40073398708709.99,542453.7421579396
6800.0,3.7024062371249544e+16,2.3105045533035236e+16,1.3919016838214308e+16,52609.73012702975,0.0021362133011251327,1502362510981489.0,906615860724871.8,595746650256617.2,57476.34046953111,1685344143404532.8,1051747387688150.8,633596755716382.0,52609.70189863984,2022412972085439.5,1262096865225781.0,760316106859658.5,52609.70189863984,2158749755833801.5,1400639697064404.2,758110058769397.2,47166.7914490773,46640100265579.06,6539994201527.891,40100106064051.17,544644.8336774231
7000.0,3.702310672814901e+16,2.3095304736663096e+16,1.3927801991485912e+16,52666.191537615945,0.002136158162456609,1502313111453618.8,906193892961918.2,596119218491700.5,57540.156867304606,1685300642635594.2,1051303984388188.2,633996658247406.0,52666.163304467766,2022360771162713.2,1261564781265826.0,760795989896887.2,52666.163304467766,2158699079568082.5,1400108544123197.5,758590535444885.0,47215.60310714505,46644401387488.86,6517612966799.125,40126788420689.734,546882.8726382061
7200.0,3.702219744812972e+16,2.3085599378123136e+16,1.3936598070006584e+16,52722.66024206907,0.0021361056988438328,1502270477560674.8,905776287595468.9,596494189965205.9,57603.986588103544,1685259250777080.8,1050862193247459.5,634397057529621.2,52722.63200609515,2022311100932497.0,1261034631896951.5,761276469035545.5,52722.63200609515,2158647829777728.8,1399577377614192.5,759070452163536.2,47264.41667801596,46647490082989.29,6494644791586.203,40152845291403.086,549177.4822532171
7400.0,3.702127255963209e+16,2.3075890841212024e+16,1.3945381718420064e+16,52779.135917915046,0.0021360523346535152,1502227452412946.5,905358581002816.5,596868871410130.0,57667.85324487997,1685217150182638.8,1050420258534248.1,634796891648390.6,52779.107678236534,2022260580219166.5,1260504310241097.8,761756269978068.8,52779.107678236534,2158596537389676.5,1399046535089340.0,759550002300336.5,47313.23280875663,46649065514855.234,6470894650462.469,40178170864392.766,551545.0867279291
7600.0,3.7020329334661864e+16,2.306617733254146e+16,1.3954152002120404e+16,52835.619177262335,0.002135997912485922,1502183508579617.2,904940548610420.2,597242959969197.0,57731.741702901956,1685174214701518.8,1049978097378205.0,635196117323313.8,52835.59093367793,2022209057641822.5,1259973716853846.0,762235340787976.5,52835.59093367793,2158544933913229.2,1398515850324378.2,760029083588851.0,47362.050709152,46650079243510.74,6446842309744.406,40203236933766.336,553952.5654535559
7800.0,3.701937365453253e+16,2.3056462481611148e+16,1.396291117292138e+16,52892.11027389123,0.0021359427716809115,1502139020934930.2,904522452168573.0,597616568766357.2,57795.64617671047,1685130712159482.8,1049535875060508.6,635594837098974.1,52892.082026379016,2022156854591379.5,1259443050072610.5,762713804518769.0,52892.082026379016,2158492876797382.8,1397985233785547.0,760507643011835.8,47410.87009029203,46650864662089.27,6422664784518.25,40228199877571.02,556387.5104548236
8000.0,3.701840821024546e+16,2.3046747964226388e+16,1.3971660246019068e+16,52948.60922476583,0.002135887067503805,1502094141324998.5,904104394847254.5,597989746477744.0,57859.56477661579,1685086765074033.5,1049093667877484.9,635993097196548.6,52948.58097341475,2022104118088840.5,1258912401452982.0,763191716635858.5,52948.58097341475,2158440355003016.5,1397454679036545.8,760985675966470.8,47459.69087679722,46651545563483.64,6398430277955.492,40253115285528.15,558845.1815142205
8200.0,3.701727492579839e+16,2.3036934389416224e+16,1.3980340536382168e+16,53005.1223416695,0.002135821679289905,1502031125672566.5,903675981687546.6,598355143985019.9,57923.45159952994,1685035181898270.5,1048646954126571.8,636388227771698.8,53005.094080984716,2022042218277924.8,1258376344951886.2,763665873326038.5,53005.094080984716,2158386491271169.2,1396923636248085.5,761462855023083.8,47508.511298045174,46654018918666.58,6374565082783.0625,40279453835883.516,561308.8297160856
8400.0,3.7016137626731256e+16,2.3027123633654308e+16,1.3989013993076948e+16,53061.650599845176,0.00213575605944057,1501968423832327.0,903248688407262.9,598719735425064.1,57987.246475639135,1684983411230875.8,1048200365727120.4,636783045503755.4,53061.622332331506,2021980093477051.0,1257840438872544.5,764139654604506.5,53061.622332331506,2158330243186756.5,1396391441515493.8,761938801671262.8,47557.33036909844,46659192763764.86,6351660684468.57,40307532079296.29,563729.9338941496
8600.0,3.7015007382870024e+16,2.301732283200823e+16,1.3997684550861792e+16,53118.19243461486,0.0021356908466623054,1501907542878595.2,902823172926044.9,599084369952550.4,58050.98970455286,1684931962349733.8,1047754230834126.2,637177731515607.5,53118.16416032822,2021918354819680.8,1257305077000951.8,764613277818729.0,53118.16416032822,2158272477140155.8,1395858628614224.2,762413848525931.5,47606.150827508325,46664632862257.8,6328508092362.258,40336124769895.54,566198.0399814053
8800.0,3.701387036546235e+16,2.300752340021527e+16,1.400634696524708e+16,53174.74771789506,0.00213562524306415,1501847535048747.8,902398765408954.2,599448769639793.5,58114.69730840885,1684880205242719.8,1047308158363601.8,637572046879118.0,53174.71943689588,2021856246291263.8,1256769790036322.0,765086456254941.8,53174.71943689588,2158213691705823.5,1395325506599433.5,762888185106390.0,47654.97405003904,46669517495966.07,6304679385674.117,40364838110291.95,568747.067287057
9000.0,3.701272522105267e+16,2.299772450552712e+16,1.4015000715525552e+16,53231.31640560189,0.002135559170554463,1501788209138517.2,901975315450194.0,599812893688323.2,58178.37484500041,1684828078157458.0,1046862110320095.9,637965967837362.1,53231.28811791818,2021793693788949.8,1256234532384115.0,765559161404834.8,53231.28811791818,2158154191648973.0,1394792264320011.2,763361927328961.8,47703.800873695465,46673628609740.3,6280071983982.367,40393556625757.93,571386.4732840789
9200.0,3.701158883997946e+16,2.2987936729883656e+16,1.40236521100958e+16,53287.897941656345,0.002135493603671515,1501731295206859.5,901553818212405.0,600177476994454.5,58242.029215698894,1684776349579452.5,1046416568165669.4,638359781413783.1,53287.86964768737,2021731619495343.2,1255699881798803.2,766031737696540.0,53287.86964768737,2158094260648832.8,1394259076831521.2,763835183817311.5,47752.632127156474,46676723695293.79,6254625491470.477,40422098203823.31,574121.2728583217
9400.0,3.701044694525237e+16,2.297815117618985e+16,1.403229576906252e+16,53344.492467077114,0.0021354277186619226,1501675037771479.8,901133173559499.2,600541864211980.5,58305.667658897044,1684724370436015.0,1045971127416910.0,638753243019105.0,53344.464166458216,2021669244523218.2,1255165352900292.2,766503891622926.0,53344.464166458216,2158034139881752.2,1393726093107336.8,764308046774415.5,47801.46848063671,46678709111314.81,6228288187518.492,40450420923796.32,576957.9409849606
9600.0,3.70092991204528e+16,2.2968367500671716e+16,1.4040931619781084e+16,53401.100514819,0.002135361491499176,1501619302658440.2,900713317492865.2,600905985165575.0,58369.28725665099,1684672121226570.5,1045525772084545.1,639146349142025.4,53401.07220745785,2021606545471884.8,1254630926501454.0,766975618970430.8,53401.07220745785,2157973817490219.8,1393193302616837.8,764780514873382.0,47850.31020304724,46679807737242.08,6201174248684.266,40478633488557.81,579889.8625237453
9800.0,3.700815261200579e+16,2.295859022631033e+16,1.4049562385695464e+16,53457.72191615858,0.002135295340287302,1501564388394605.2,900294434542106.0,601269953852499.2,58432.88690183325,1684619931353251.0,1045080707763192.2,639539223590058.8,53457.69360323519,2021543917623901.2,1254096849315830.8,767447068308070.5,53457.69360323519,2157913604079770.2,1392660901614086.0,765252702465684.2,47899.15769632609,46680235489258.83,6173419468877.0625,40506816020381.766,582907.709888572
10000.0,3.7007084492219656e+16,2.294886849142895e+16,1.4058216000790704e+16,53514.34823536466,0.0021352337119421613,1501513151355236.5,899878258597268.2,601634892757968.2,58496.46272618959,1684571308947319.8,1044638171095104.0,639933137852215.8,53514.31991961032,2021485570736784.0,1253565805314125.0,767919765422659.0,53514.31991961032,2157856840842434.8,1392131037420541.5,765725803421893.2,47948.01174181889,46681560697058.9,6146095302386.047,40535465394672.85,585918.451244827
10200.0,3.7005337280405784e+16,2.2938727326630676e+16,1.4066609953775108e+16,53571.013019820675,0.002135132901364455,1501385329836686.5,899417862053138.5,601967467783548.0,58559.823557992626,1684491791128124.0,1044176552594132.2,640315238533991.8,53570.984677710876,2021390149353749.0,1253011863112959.0,768378286240790.0,53570.984677710876,2157797516174685.2,1391599906464452.0,766197609710233.2,47996.864800489595,46690323503255.24,6119924203641.1875,40570399299614.055,588936.3111424103
10400.0,3.700368668669494e+16,2.2928648285359656e+16,1.4075038401335288e+16,53627.71379885068,0.0021350376654553187,1501263858618046.0,898964603109486.8,602299255508559.2,58622.697956581644,1684416650761277.2,1043717749096157.6,640698901665119.6,53627.68544228061,2021299980913532.8,1252461298915389.2,768838681998143.5,53627.68544228061,2157733453494295.0,1391066147052444.5,766667306441850.5,48045.71288420133,46711635736377.21,6098265320862.859,40613370415514.35,591658.6208733795
10600.0,3.70022053023374e+16,2.291867795628303e+16,1.4083527346054368e+16,53684.43996184528,0.0021349521925826515,1501156125018473.2,898521794945951.8,602634330072521.5,58685.26711185958,1684349215466091.5,1043263895818684.0,641085319647407.5,53684.411592410725,2021219058559310.0,1251916674982421.0,769302383576889.0,53684.411592410725,2157669789192357.8,1390532946830881.2,767136842361476.5,48094.56843437258,46735187194963.016,6076132041129.766,40659055153833.25,594486.5663787863
10800.0,3.700085910091618e+16,2.2908795959004572e+16,1.4092063141911604e+16,53741.18642537102,0.0021348745194912123,1501058853390224.5,898087013230607.6,602971840159616.9,58747.60531724129,1684287933926932.2,1042814063537353.0,641473870389579.2,53741.15804471724,2021145520712318.8,1251376876244823.5,769768644467495.2,53741.15804471724,2157610212457716.0,1390002617766817.8,767607594690898.2,48143.43783311333,46757684183233.9,6051922811210.641,40705761372023.26,597555.4528582022
11000.0,3.6999591492020104e+16,2.2898966492563464e+16,1.410062499945664e+16,53797.95743973139,0.0021348013810290616,1500969216429560.5,897658366316230.8,603310850113329.8,58809.74384561642,1684230228027745.5,1042366621268715.4,641863606759030.1,53797.929050977946,2021076273633294.8,1250839945522458.5,770236328110836.2,53797.929050977946,2157554404536622.0,1389474917046485.2,768079487490136.8,48192.32452615781,46777063792400.91,6024472854976.797,40752590937424.11,600974.4558243451
11200.0,3.699819297510053e+16,2.288905946118883e+16,1.4109133513911696e+16,53854.75570955365,0.0021347206894394817,1500856677998145.8,897218103733333.4,603638574264812.4,58871.59749097147,1684166571951001.8,1041915653745769.8,642250918205232.0,53854.727301290586,2020999886341202.0,1250298784494923.8,770701101846278.2,53854.727301290586,2157504722858892.0,1388951363911875.5,768553358947016.5,48241.22809809568,46798197932860.49,5995522795009.016,40802675137851.48,604624.5456239936
