M1.H_b.cs Time [a],H,CA,HCO3,CO3,CO2aq,Omega
165600.0,7.124064099809308e-09,0.002272772869536672,0.0020052232231498332,0.00013377482319341938,1.650272484410558e-05,3.053363547797199
165800.0,7.124448221811627e-09,0.0022727507369572986,0.0020052164230503033,0.00013376715695349764,1.6503558686629905e-05,3.053188568552474
166000.0,7.124863068826059e-09,0.002272728152229862,0.0020052102404125925,0.00013375895590863468,1.650446877859502e-05,3.053001382572028
166200.0,7.125244329700961e-09,0.0022727082270484777,0.0020052052900968167,0.0001337514684758305,1.6505311207414214e-05,3.052830484537217
166400.0,7.12557204246396e-09,0.002272689931328363,0.0020052000024837146,0.0001337449644223242,1.6506026813861577e-05,3.0526820317909165
166600.0,7.125877689695765e-09,0.0022726721027765528,0.0020051943952285717,0.00013373885377399052,1.6506688671472395e-05,3.052542558380075
166800.0,7.126170033652187e-09,0.002272654863046,0.002005188866025349,0.00013373299851032554,1.6507320351479308e-05,3.0524089140349684
167000.0,7.126438585726447e-09,0.002272639995842293,0.0020051846414661234,0.00013372767718808484,1.650790765614753e-05,3.0522874567161105
167200.0,7.126787359696509e-09,0.002272622232787667,0.002005180517322793,0.00013372085773243688,1.6508681613064532e-05,3.052131805026246
167400.0,7.12732310702885e-09,0.002272596805985476,0.0020051758200584093,0.00013371049296353327,1.650988395701528e-05,3.0518952328013973
167600.0,7.127990275187273e-09,0.0022725685465792883,0.0020051729707763304,0.00013369778790147898,1.6511405937490306e-05,3.0516052442039694
167800.0,7.128727211909012e-09,0.0022725411859708263,0.0020051732192277573,0.00013368398337153448,1.6513115037137703e-05,3.0512901606365177
168000.0,7.129480510980083e-09,0.0022725169227875933,0.0020051767370599283,0.00013367009286383252,1.651488896629318e-05,3.0509731146568253
168200.0,7.130689054554301e-09,0.002272469952132413,0.0020051752718278364,0.00013364734015228826,1.6517676393921306e-05,3.0504537919742423
168400.0,7.132432071685253e-09,0.002272412823410391,0.0020051825009128454,0.00013361516124877292,1.652177351935233e-05,3.0497193197570023
168600.0,7.134525499232374e-09,0.0022723507072188397,0.0020051968802391558,0.00013357691348984198,1.6526741309685943e-05,3.048846328037657
168800.0,7.136857696012583e-09,0.0022722884432490324,0.00200521897464509,0.00013353473430197126,1.6532325877631612e-05,3.047883602827892
169000.0,7.139394607292244e-09,0.002272225760962656,0.0020052474072639725,0.00013348917684934168,1.6538437060029196e-05,3.0468437699066517
169200.0,7.141842432198236e-09,0.0022721762707574463,0.002005284487208407,0.00013344589177451973,1.6544413381158795e-05,3.045855803214041
169400.0,7.144086535112037e-09,0.0022721366077715277,0.0020053234731829783,0.00013340656729427468,1.654993370217377e-05,3.0449582357073157
169600.0,7.146297424587503e-09,0.0022720980530424617,0.0020053622995607496,0.00013336787674085603,1.655537596428479e-05,3.044075137358669
169800.0,7.148496980028623e-09,0.0022720649306137665,0.0020054055052634253,0.00013332971267517057,1.65608283322551e-05,3.043204055908378
170000.0,7.150725924061137e-09,0.0022720326608226425,0.002005450389186135,0.0001332911358182538,1.6566362868643313e-05,3.042323552642618
170200.0,7.152859701700298e-09,0.0022720106401978185,0.0020055011477526636,0.0001332547462225774,1.6571725698555882e-05,3.0414929728496127
170400.0,7.1548959925718785e-09,0.0022719942996322256,0.002005553677426072,0.00013322031110307676,1.6576877554975653e-05,3.0407070032916836
170600.0,7.156893308414266e-09,0.002271980575926503,0.002005607202021314,0.0001331866869525944,1.6581947582372048e-05,3.0399395438179377
170800.0,7.158861086129557e-09,0.0022719708473050424,0.0020056632502852916,0.0001331537985098754,1.658697028838075e-05,3.039188876616556
