M1.L_b.DIC Time [a],M1.L_b.DIC DIC [mol],M1.L_b.DIC C^{12}$S [mol],M1.L_b.DIC C^{13}$S [mol],M1.L_b.DIC $\delta^{13}$C [VPDB],M1.L_b.DIC DIC [mol/l],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC $\delta^{13}$C [VPDB],C_L_b_2_CO2_At.CO2_F DIC [mol/a],C_L_b_2_CO2_At.CO2_F DIC [C^{12}$S],C_L_b_2_CO2_At.CO2_F DIC [C^{13}$S],C_L_b_2_CO2_At.CO2_F DIC $\delta^{13}$C [VPDB],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [mol/a],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [C^{12}$S],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [C^{13}$S],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC $\delta^{13}$C [VPDB],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [mol/a],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [C^{12}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [C^{13}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC $\delta^{13}$C [VPDB]
26600.0,5.408060030600187e+16,3.1297038017194196e+16,2.2783562288807676e+16,63782.88438083474,0.00191151036210106,1508066978894980.2,872735127296110.1,635331851598870.1,63782.85173086838,1804428076719818.0,1130496197822021.8,673931878897796.2,52050.41476183015,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46432681781511.1,-715444864194.8281,-45717236917316.27,5685508.510126987,7119922525730.593,0.0,0.0,0.0,2953878002240.584,0.0,0.0,0.0
26800.0,5.40810259373363e+16,3.1283998847258708e+16,2.2797027090077596e+16,63848.187719994225,0.001911525406288839,1508078848329235.5,872371523081234.9,635707325248000.6,63848.15506665571,1804449580812977.8,1130116475111763.0,674333105701214.8,52099.83416051025,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46441840641717.63,-699375957120.7422,-45742464684596.89,5819372.132991769,7119388064501.363,0.0,0.0,0.0,2953767132853.268,0.0,0.0,0.0
27000.0,5.408141829200628e+16,3.127095012677471e+16,2.281046816523157e+16,63913.49782491364,0.0019115392742935031,1508089789816651.0,872007652539098.4,636082137277552.6,63913.46516814167,1804469910277963.0,1129736305773167.5,674733604504795.5,52149.25044739463,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46450759980663.89,-683124950326.3281,-45767635030337.56,5961113.141897415,7118862189630.321,0.0,0.0,0.0,2953658040570.2676,0.0,0.0,0.0
27200.0,5.408178362876153e+16,3.125789536838951e+16,2.2823888260372016e+16,63978.815279908595,0.001911552187334212,1508099977795025.0,871643613572187.6,636456364222837.4,63978.78261913236,1804489103600663.2,1129355713403552.2,675133390197111.0,52198.663739588475,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46459269826532.5,-666599752913.3984,-45792670073619.1,6112257.765386355,7118343707033.3125,0.0,0.0,0.0,2953550477863.1978,0.0,0.0,0.0
27400.0,5.40821171675957e+16,3.12448316642564e+16,2.2837285503339296e+16,64044.14085328666,0.001911563976458853,1508109279152127.5,871279325194801.8,636829953957325.8,64044.10818852609,1804507191710951.2,1128974716904516.0,675532474806435.2,52248.07414623061,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46467598385927.91,-649936539264.7422,-45817661846663.164,6272412.6964063095,7117832045113.1,0.0,0.0,0.0,2953444326311.0605,0.0,0.0,0.0
27600.0,5.408241892689085e+16,3.1231759071398252e+16,2.2850659855492596e+16,64109.47438239119,0.0019115746423171512,1508117694321193.8,870914788951450.2,637202905369743.5,64109.44171361627,1804524184317565.0,1128593322182884.8,675930862134680.2,52297.481738312075,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46475726764377.47,-633123317410.7188,-45842603446966.75,6442515.159836544,7117327442921.583,0.0,0.0,0.0,2953339635663.391,0.0,0.0,0.0
27800.0,5.408268978258569e+16,3.121867810118238e+16,2.2864011681403308e+16,64174.815904673786,0.001911584215869671,1508125247702948.0,870550019087108.2,637575228615839.8,64174.78323188566,1804540108576778.0,1128211545975316.0,676328562601462.0,52346.88659578238,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46483648537606.69,-616157278502.75,-45867491259103.94,6623533.387943187,7116829812731.875,0.0,0.0,0.0,2953236387873.753,0.0,0.0,0.0
28000.0,5.408293048818662e+16,3.120558917494108e+16,2.2877341313245544e+16,64240.16554922274,0.0019115927237495353,1508131960319772.2,870185027357274.1,637946932962498.1,64240.13287235678,1804554985211590.0,1127829400956341.8,676725584255248.2,52396.28880098638,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46491366914069.37,-599041643128.5469,-45892325270940.82,6816496.7344912365,7116338957272.51,0.0,0.0,0.0,2953134542161.6787,0.0,0.0,0.0
28200.0,5.408312431880979e+16,3.119248291007127e+16,2.289064140873852e+16,64305.52207291529,0.0019115995748059693,1508137366050388.2,869819552264315.8,638317813786072.5,64305.48939354724,1804568813156576.8,1127446886615587.8,677121926540989.0,52445.688380092055,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46499444069263.38,-582088092754.0312,-45917355976509.35,7018885.791702592,7115857730049.982,0.0,0.0,0.0,2953034690765.6157,0.0,0.0,0.0
28400.0,5.408328968465977e+16,3.1179370289440588e+16,2.290391939521918e+16,64370.883765326565,0.0019116054197583917,1508141977718136.8,869453899762791.6,638688077955345.1,64370.85108298965,1804581589136677.0,1127064000918613.5,677517588218063.5,52495.08537759462,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46507165700038.336,-564877941001.1797,-45942287759037.16,7236688.565802334,7115386883199.737,0.0,0.0,0.0,2952936989958.6997,0.0,0.0,0.0
28600.0,5.408342855746522e+16,3.1166252174063956e+16,2.291717638340126e+16,64436.25203665428,0.0019116103282987025,1508145850638346.2,869088094054852.2,639057756583494.0,64436.21935081182,1804593349751607.2,1126680765843992.0,677912583907615.2,52544.47995003593,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46514630141962.484,-547477917806.3281,-45967152224156.16,7470759.451555751,7114924575988.866,0.0,0.0,0.0,2952841057983.285,0.0,0.0,0.0
28800.0,5.408354044113681e+16,3.1153128151351084e+16,2.2930412289785724e+16,64501.62755877961,0.0019116142828923346,1508148970961981.0,868722123624635.2,639426847337345.8,64501.594869198445,1804604123560181.5,1126297198660701.8,678306924899479.8,52593.87221120175,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46521873406136.4,-529913022006.3672,-45991960384130.03,7722590.133750041,7114470059057.144,0.0,0.0,0.0,2952746739506.805,0.0,0.0,0.0
29000.0,5.408362584636803e+16,3.1139998462746664e+16,2.294362738362137e+16,64567.01063914462,0.0019116173015900476,1508151352940217.2,868355995210907.4,639795357729309.9,64566.97794557721,1804613936274087.5,1125913314989084.8,678700621285002.8,52643.2622558199,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46528910119431.87,-512194268850.6172,-46016715850581.25,7994079.660157172,7114022922217.914,0.0,0.0,0.0,2952653949560.511,0.0,0.0,0.0
29200.0,5.408365866909756e+16,3.1126848491481588e+16,2.2956810177615972e+16,64632.399301544945,0.0019116184617285678,1508152268967476.8,867989301385265.0,640162967582211.8,64632.3666066168,1804622796599115.0,1125529120561257.2,679093676037857.8,52692.65008495348,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46536596866288.64,-494795123160.5781,-46041801743128.06,8279733.148402533,7113587620866.509,0.0,0.0,0.0,2952563612916.2056,0.0,0.0,0.0
29400.0,5.408366660386706e+16,3.11136947382211e+16,2.2969971865645956e+16,64697.790855406805,0.0019116187421876238,1508152490509416.5,867622501829144.6,640529988680271.9,64697.758158448014,1804630671757459.8,1125144595017767.9,679486076739691.9,52742.03572752018,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46543839846212.67,-477074672798.90625,-46066765173413.766,8591969.006562682,7113165423152.699,0.0,0.0,0.0,2952475992985.8394,0.0,0.0,0.0
29600.0,5.408365237803387e+16,3.1100538353756416e+16,2.2983114024277456e+16,64763.187406004945,0.0019116182393672523,1508152094117449.0,867255628919691.1,640896465197757.9,64763.15470630235,1804637611084093.8,1124759767831862.9,679877843252230.9,52791.41938678542,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46550786982036.07,-459132828780.03125,-46091654153256.04,8932586.304150099,7112753601937.45,0.0,0.0,0.0,2952390524015.394,0.0,0.0,0.0
29800.0,5.4083614976481704e+16,3.1087378566171812e+16,2.2996236410309892e+16,64828.58991466522,0.0019116169173875753,1508151051468350.2,866888661120001.4,641262390348348.9,64828.5572119151,1804643647444972.8,1124374658684238.2,680268988760734.5,52840.80120161091,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46557492390554.234,-441006644288.0,-46116485746266.234,9304783.872114735,7112351097415.26,0.0,0.0,0.0,2952306986231.288,0.0,0.0,0.0
30000.0,5.408355520128212e+16,3.1074215767088184e+16,2.3009339434193936e+16,64893.998755444845,0.00191161480459828,1508149384958710.8,866521609368347.9,641627775590362.9,64893.966049296774,1804648813712315.0,1123989287451614.0,680659526260701.0,52890.181283164624,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46563976779103.09,-422711409185.2031,-46141265369917.89,9712761.140255705,7111957357888.518,0.0,0.0,0.0,2952225265290.6147,0.0,0.0,0.0
30200.0,5.408340295778798e+16,3.1061010826292172e+16,2.3022392131495812e+16,64959.40833669154,0.001911609423463179,1508145140896627.0,866153382993688.2,641991757902938.8,64959.3756340853,1804653072366611.2,1123603632055003.1,681049440311608.1,52939.55950123873,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46572506593303.76,-405493679253.02344,-46167012914050.734,10130869.244444191,7111584636282.906,0.0,0.0,0.0,2952147904551.3115,0.0,0.0,0.0
30400.0,5.408323080636396e+16,3.10478069478768e+16,2.303542385848716e+16,65024.81119169631,0.0019116033386706837,1508140340458731.0,865785185545275.2,642355154913455.8,65024.77849100086,1804656319753217.2,1123217628643980.4,681438691109236.9,52988.93580684189,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46580169448019.95,-387648407125.8203,-46192521040894.13,10603142.39773259,7111236646356.688,0.0,0.0,0.0,2952075675199.3643,0.0,0.0,0.0
30600.0,5.408304565907428e+16,3.1034607027739044e+16,2.3048438631335236e+16,65090.21265431017,0.0019115967945317368,1508135177769856.2,865417098570496.1,642718079199360.1,65090.17995353463,1804658653340314.8,1122831334885515.1,681827318454799.6,53038.3106230352,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46587354509687.43,-369436348541.91406,-46217918161145.516,11132011.191057239,7110906434456.076,0.0,0.0,0.0,2952007134248.993,0.0,0.0,0.0
30800.0,5.40828458184938e+16,3.102140967504695e+16,2.306143614344685e+16,65155.614784265366,0.001911589731049856,1508129605332160.0,865049083183451.2,643080522148708.8,65155.58208275585,1804660192920828.2,1122444823620449.0,682215369300379.2,53087.68419906161,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46594167236024.12,-350932726211.83594,-46243234509812.28,11725440.997770589,7110591563318.294,0.0,0.0,0.0,2951941776045.824,0.0,0.0,0.0
31000.0,5.408262866217101e+16,3.1008213164030572e+16,2.3074415498140436e+16,65221.018678338995,0.0019115820555329634,1508123550014857.5,864681091256016.0,643442458758841.5,65220.985975938005,1804660928972154.5,1122058087762294.5,682602841209860.0,53137.056711053294,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46600669343692.695,-332177115286.66406,-46268492228406.03,12394313.844746972,7110291148281.256,0.0,0.0,0.0,2951879417164.924,0.0,0.0,0.0
31200.0,5.408239611815284e+16,3.099501852206267e+16,2.308737759609017e+16,65286.42472223647,0.0019115738361290024,1508117065636320.5,864313151468997.4,643803914167323.1,65286.39201858094,1804660919953264.8,1121671162604535.5,682989757348729.2,53186.428320469146,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46606883817809.86,-313187588639.7656,-46293696229170.09,13153041.389275104,7110004423537.918,0.0,0.0,0.0,2951819898828.517,0.0,0.0,0.0
31400.0,5.408214812716856e+16,3.0981825653260864e+16,2.3100322473907696e+16,65351.8332173734,0.0019115650707430141,1508110150453722.0,863945261094847.2,644164889358874.8,65351.800512497626,1804660197465450.8,1121284066908795.5,683376130556655.2,53235.79916290613,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46612811446429.69,-293966336739.6094,-46318845109690.08,14020743.277433451,7109731165099.016,0.0,0.0,0.0,2951763174711.366,0.0,0.0,0.0
31600.0,5.408188561166959e+16,3.0968635006238696e+16,2.3113250605430896e+16,65417.24455512317,0.0019115557919795823,1508102830305212.5,863577432711525.0,644525397593687.5,65417.21184866935,1804658777794530.2,1120896809813633.8,683761967980896.5,53285.169384956986,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46618483217949.41,-274534351062.9297,-46343948866886.48,15021362.326854093,7109470766737.429,0.0,0.0,0.0,2951709119127.921,0.0,0.0,0.0
31800.0,5.4081610306922e+16,3.095544757192986e+16,2.312616273499214e+16,65482.65873661108,0.001911546061172698,1508095153414576.5,863209693854376.0,644885459560200.5,65482.62602873737,1804656742286686.2,1120509441028798.4,684147301257887.9,53334.5391093862,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46623872895297.87,-254878884263.32812,-46368994011034.54,16188584.616406595,7109223088218.091,0.0,0.0,0.0,2951657703112.8965,0.0,0.0,0.0
32000.0,5.4081321332048696e+16,3.0942262725357236e+16,2.313905860669146e+16,65548.0763532769,0.0019115358471872472,1508087095407858.2,862842027207201.4,645245068200656.9,65548.04364360575,1804654051664476.8,1120121935206159.2,684532116458317.5,53383.9084745028,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46629032952335.49,-235031935769.21094,-46394001016566.28,17565160.220418278,7108987566261.512,0.0,0.0,0.0,2951608809869.111,0.0,0.0,0.0
32200.0,5.408101060418075e+16,3.092907604757202e+16,2.3151934556608732e+16,65613.49636845523,0.0019115248643295124,1508078430869472.2,862474309524930.2,645604121344542.0,65613.46365814807,1804650791263626.8,1119734344820288.8,684916446443338.0,53433.27755874887,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46634269002337.4,-215161953287.71094,-46419107049049.69,19197760.593403645,7108765999282.567,0.0,0.0,0.0,2951562812873.2886,0.0,0.0,0.0
32400.0,5.408068866497253e+16,3.0915893692995404e+16,2.3164794971977124e+16,65678.91815155199,0.0019115134852004162,1508069453575167.2,862106712331291.5,645962741243875.8,65678.88544004875,1804646926739147.2,1119346647785299.9,685300278953847.4,53482.64647340018,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46639186902312.71,-195041023825.07812,-46444145878487.63,21189778.010994334,7108558362520.273,0.0,0.0,0.0,2951519707120.3745,0.0,0.0,0.0
32600.0,5.4080356728939624e+16,3.0902716183242492e+16,2.3177640545697132e+16,65744.34254611362,0.0019115017527277206,1508060197465862.5,861739250211604.1,646320947254258.4,65744.30983326587,1804642505056680.5,1118958872148869.1,685683632907811.4,53532.01537003908,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46643824885605.97,-174696881675.90625,-46469128003930.06,23670253.67139596,7108363706791.599,0.0,0.0,0.0,2951479295680.869,0.0,0.0,0.0
32800.0,5.4080017530519704e+16,3.088954499533049e+16,2.3190472535189216e+16,65809.7699526372,0.0019114897635617199,1508050738861579.8,861371964394028.8,646678774467551.0,65809.73723803808,1804637606980750.5,1118571066875391.4,686066540105359.1,53581.384399727765,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46648210853209.055,-154151869666.47656,-46494058983542.58,26839497.115393613,7108181043835.723,0.0,0.0,0.0,2951441373493.8433,0.0,0.0,0.0
33000.0,5.407966884972892e+16,3.0876378735859452e+16,2.3203290113869468e+16,65875.20097042328,0.00191147743923579,1508041015834048.8,861004816007958.8,647036199826090.0,65875.16825399852,1804632208144334.2,1118183215974997.8,686448992169336.5,53630.75368105037,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46652373843113.5,-133423528740.78906,-46518950314372.71,31025970.544084553,7108010089411.653,0.0,0.0,0.0,2951405881643.62,0.0,0.0,0.0
33200.0,5.407937196886741e+16,3.0863251322283076e+16,2.3216120646584332e+16,65940.64091066945,0.0019114669458085744,1508032736334568.8,860638750357210.2,647393985977358.5,65940.60818639222,1804626396358713.0,1117795371495866.1,686831024862846.9,53680.12352140954,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46654343762893.05,-111438277759.14844,-46542905485133.9,37166297.92861003,7107839899514.256,0.0,0.0,0.0,2951370548092.839,0.0,0.0,0.0
33400.0,5.407906869025482e+16,3.085012816425758e+16,2.3228940525997236e+16,66006.09656973857,0.001911456226249115,1508024279482796.2,860272803969655.0,647751475513141.2,66006.06383869945,1804620376837396.0,1117407658525966.2,687212718311429.8,53729.49417503759,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46656656620290.66,-89678587487.04688,-46566978032803.61,46208491.090710156,7107666308722.312,0.0,0.0,0.0,2951334508038.044,0.0,0.0,0.0
33600.0,5.4078750583120664e+16,3.0837005214051132e+16,2.3241745369069532e+16,66071.56409588466,0.0019114449825669122,1508015409061444.2,859906863330297.0,648108545731147.2,66071.53135953742,1804614024853714.2,1117020001150582.2,687594023703132.0,53778.865459491375,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46659028624669.61,-67951906986.109375,-46591076717683.5,61014895.1932931,7107494780444.83,0.0,0.0,0.0,2951298895759.927,0.0,0.0,0.0
33800.0,5.407842036817238e+16,3.082388437088621e+16,2.3254535997286176e+16,66137.04173794156,0.0019114333109269564,1508006200992322.8,859540981435886.8,648465219556436.0,66137.00899676337,1804607285039221.8,1116632365492079.2,687974919547142.5,53828.23731878103,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46661350114868.836,-46184234787.078125,-46615165880081.76,89819479.90846464,7107327367424.88,0.0,0.0,0.0,2951264137467.0474,0.0,0.0,0.0
34000.0,5.407808351383714e+16,3.0810768927656508e+16,2.3267314586180628e+16,66202.52859669564,0.001911421404613996,1507996807678151.8,859175250062005.1,648821557616146.6,66202.49585094972,1804600273488317.8,1116244823161627.5,688355450326690.2,53877.6097763521,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46663553767080.12,-24337995294.179688,-46639215771785.94,170531958.27533808,7107164325093.791,0.0,0.0,0.0,2951230286223.1577,0.0,0.0,0.0
34200.0,5.407776962639865e+16,3.079767518307423e+16,2.3280094443324416e+16,66268.02750230356,0.0019114103100793974,1507988054443843.2,858810123577181.8,649177930866661.5,66267.99474873212,1804593016008020.5,1115857388839025.5,688735627168995.0,53926.98298524185,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46664738978005.8,-1926904009.296875,-46662812073996.5,2155026004.047615,7106999876874.31,0.0,0.0,0.0,2951196142691.9907,0.0,0.0,0.0
34400.0,5.4077444947752856e+16,3.0784583201466668e+16,2.3292861746286188e+16,66333.54197889261,0.0019113988341232823,1507979000808023.8,858445046544227.1,649533954263796.6,66333.50921826994,1804585474295779.2,1115470038167916.9,689115436127862.4,53976.357019701594,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46666122764703.76,20345862285.78125,-46686468626989.54,-204201506.0216142,7106832895737.4,0.0,0.0,0.0,2951161472860.1133,0.0,0.0,0.0
34600.0,5.407710907065182e+16,3.077149324438378e+16,2.3305615826268044e+16,66399.06952806008,0.0019113869623512349,1507969634825023.5,858080025920743.1,649889608904280.4,66399.03676118878,1804577662014144.0,1115082780345192.5,689494881668951.5,54025.73177202883,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46667522817671.734,42598507375.58594,-46710121325047.32,-97580480.76588984,7106666217589.196,0.0,0.0,0.0,2951126865530.7495,0.0,0.0,0.0
34800.0,5.4076766351386744e+16,3.075840797754016e+16,2.3318358373846584e+16,66464.60919782646,0.0019113748487389086,1507960077968943.0,857715136042599.6,650244941926343.4,66464.57642498899,1804569642564934.2,1114695654592142.5,689873987972791.8,54075.10722319839,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46668880400891.43,64865798692.14844,-46733746199583.58,-64115567.24273601,7106500317454.368,0.0,0.0,0.0,2951092419337.048,0.0,0.0,0.0
35000.0,5.407641620906481e+16,3.0745327026017424e+16,2.3331089183047384e+16,66530.16120097917,0.0019113624727543077,1507950314210771.0,857350366554582.0,650599947656189.0,66530.12842188064,1804561372332099.0,1114308633760343.6,690252738571755.4,54124.48338427988,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46670228439760.805,87128816230.59375,-46757357255991.4,-47757229.720853575,7106334970214.115,0.0,0.0,0.0,2951058087541.943,0.0,0.0,0.0
35200.0,5.407578039015164e+16,3.0732096934876428e+16,2.3343683455275212e+16,66595.70167610921,0.0019113399993639594,1507932588272245.2,856981440383436.6,650951147888808.6,66595.66891890897,1804552482572015.8,1113921497390090.6,690630985181925.1,54173.859315430534,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46680438405558.39,104577410324.61719,-46785015815883.01,-39812705.887578264,7106219998350.34,0.0,0.0,0.0,2951034215178.609,0.0,0.0,0.0
35400.0,5.407514651043655e+16,3.071888752081457e+16,2.3356258989621984e+16,66661.19878018305,0.0019113175945156984,1507914911615321.0,856613088114634.1,651301823500686.9,66661.16603837149,1804542634739094.8,1113534041147931.6,691008593591163.1,54223.23443942921,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46688001358456.75,123884173229.90625,-46811885531686.66,-33627541.094684765,7106170865272.402,0.0,0.0,0.0,2951024013295.9795,0.0,0.0,0.0
35600.0,5.4074538585977096e+16,3.070570828816688e+16,2.3368830297810216e+16,66726.67341881964,0.001911296107071087,1507897959097566.8,856245577716149.2,651652381381417.5,66726.6406853634,1804532157766077.0,1113146457995651.5,691385699770425.5,54272.61008675324,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46694389193854.74,144071803514.89844,-46838460997369.64,-28932137.771689635,7106161547122.737,0.0,0.0,0.0,2951022078492.2046,0.0,0.0,0.0
35800.0,5.407394147465669e+16,3.0692548933202416e+16,2.338139254145427e+16,66792.13409983709,0.0019112750018231825,1507881308211035.0,855878621688229.6,652002686522805.4,66792.1013723904,1804521219460229.2,1112758846438590.4,691762373021638.9,54321.98691979631,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46700087960802.22,164816910949.3047,-46864904871751.52,-25304923.102093928,7106183441087.432,0.0,0.0,0.0,2951026624513.4995,0.0,0.0,0.0
36000.0,5.407335440572279e+16,3.0679408450959564e+16,2.3393945954763228e+16,66857.58358019606,0.0019112542515292868,1507864937316959.2,855512191915732.5,652352745401226.8,66857.55085794235,1804509999060857.2,1112371313938927.8,692138685121929.5,54371.365336550865,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46705242066290.83,186016637886.01562,-46891258704176.84,-22433722.788899567,7106233114612.3955,0.0,0.0,0.0,2951036938604.0195,0.0,0.0,0.0
