M1.L_b.DIC Time [a],M1.L_b.DIC DIC [mol],M1.L_b.DIC C^{12}$S [mol],M1.L_b.DIC C^{13}$S [mol],M1.L_b.DIC $\delta^{13}$C [VPDB],M1.L_b.DIC DIC [mol/l],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC $\delta^{13}$C [VPDB],C_L_b_2_CO2_At.CO2_F DIC [mol/a],C_L_b_2_CO2_At.CO2_F DIC [C^{12}$S],C_L_b_2_CO2_At.CO2_F DIC [C^{13}$S],C_L_b_2_CO2_At.CO2_F DIC $\delta^{13}$C [VPDB],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [mol/a],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [C^{12}$S],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [C^{13}$S],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC $\delta^{13}$C [VPDB],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [mol/a],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [C^{12}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [C^{13}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC $\delta^{13}$C [VPDB]
0.0,5.390493484001532e+16,3.301586257817141e+16,2.0889072261843908e+16,55303.88902924085,0.0019053013637431,1503168458682351.5,920665504820135.2,582502953862216.4,55303.85746028375,1799587767853592.2,1181919201492663.2,617668566360929.0,45506.06577695078,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46463463650179.09,-4214807084684.554,-42248656565494.54,891025.1348383906,7095144426963.751,0.0,0.0,0.0,2948733615470.308,0.0,0.0,0.0
200.0,5.3915646938078296e+16,3.300772204248137e+16,2.090792489559693e+16,55368.602441769144,0.0019056799890973346,1503467207399280.0,920438528531232.9,583028678868047.1,55368.57007344014,1799612585411072.2,1181508534239843.8,618104051171228.5,45555.030613670235,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46198534862111.54,-4040791791264.4688,-42157743070847.07,927437.7040997624,7091900333563.027,0.0,0.0,0.0,2948059417709.6987,0.0,0.0,0.0
400.0,5.391381518984072e+16,3.2991992441221252e+16,2.0921822748619468e+16,55432.96434802453,0.0019056152448874502,1503416107716365.8,919999885352489.1,583416222363876.6,55432.93229740267,1799628572577550.8,1181092682748428.2,618535889829122.5,45603.959340716516,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46256212549834.8,-4058317944580.6797,-42197894605254.12,924308.6119349214,7090162900409.452,0.0,0.0,0.0,2947698275443.197,0.0,0.0,0.0
600.0,5.391294032816877e+16,3.2976948110262864e+16,2.0935992217905904e+16,55496.94659524651,0.0019055843223913633,1503391704761021.5,919580360919091.0,583811343841930.5,55496.91464419266,1799636160096878.8,1180671842413327.5,618964317683551.2,45652.862582490634,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46284223290465.97,-4055182692014.1484,-42229040598451.82,925707.503901818,7088934834771.816,0.0,0.0,0.0,2947442983443.74,0.0,0.0,0.0
800.0,5.3912335031180904e+16,3.296210797443891e+16,2.095022705674199e+16,55560.81334376013,0.0019055629278162678,1503374824146467.8,919166534318816.1,584208289827651.6,55560.78142210558,1799639739856712.0,1180248777484613.2,619390962372098.8,45701.75427515904,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46302837548062.01,-4045466431778.9766,-42257371116283.03,928556.4381864499,7087875092466.443,0.0,0.0,0.0,2947222664958.678,0.0,0.0,0.0
1000.0,5.391177423899273e+16,3.29473155519551e+16,2.0964458687037628e+16,55624.64695759734,0.0019055431062892762,1503359186192475.8,918754039359038.9,584605146833436.9,55624.61504373595,1799640710394021.0,1179824368646727.2,619816341747293.8,45750.638845522044,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46318257704841.77,-4033479142995.8047,-42284778561845.97,931923.7182436988,7086878976781.816,0.0,0.0,0.0,2947015559314.2803,0.0,0.0,0.0
1200.0,5.391118976586421e+16,3.293252335498082e+16,2.0978666410883388e+16,55688.47292809244,0.0019055224477456355,1503342888350751.0,918341551015941.2,585001337334809.8,55688.4410153631,1799639527102192.5,1179398902777988.5,620240624324204.0,45799.51778453742,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46332389582138.73,-4020545910513.8438,-42311843671624.88,935523.788374365,7085914139381.749,0.0,0.0,0.0,2946814942962.294,0.0,0.0,0.0
1400.0,5.391056175107338e+16,3.2917717436992896e+16,2.099284431408048e+16,55752.29929983121,0.0019055002501965435,1503325376475169.8,917928680159671.8,585396696315498.0,55752.267386025815,1799636356369108.0,1178972484852232.8,620663871516875.2,45848.39168187202,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46345826896419.94,-4007080703651.664,-42338746192768.27,939268.2963519933,7084970319318.938,0.0,0.0,0.0,2946618683479.7666,0.0,0.0,0.0
1600.0,5.390988534562972e+16,3.290289425360868e+16,2.100699109202104e+16,55816.128745100315,0.0019054763422516018,1503306515245164.8,917515327881178.1,585791187363986.6,55816.09682935545,1799631290838766.0,1178545173833871.2,621086117004894.8,45897.26084725042,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46358756141072.31,-3993215571454.9766,-42365540569617.336,943130.1914331511,7084044007549.501,0.0,0.0,0.0,2946426051989.1,0.0,0.0,0.0
1800.0,5.3909159356660744e+16,3.2888052855281636e+16,2.1021106501379108e+16,55879.962352421455,0.0019054506817480362,1503286271315653.2,917101467648342.6,586184803667310.6,55879.93043449563,1799624391484923.2,1178117008654517.2,621507382830406.0,45946.12550027143,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46371240839369.766,-3978996793906.5234,-42392244045463.24,947101.2233385065,7083133810702.007,0.0,0.0,0.0,2946236759414.7905,0.0,0.0,0.0
2000.0,5.390838445637249e+16,3.2873193550931876e+16,2.1035190905440612e+16,55943.80068186401,0.0019054232924453618,1503264663503857.0,916687108120514.6,586577555383342.4,55943.76876139257,1799615689000856.2,1177688008636351.5,621927680364504.8,45994.98583053412,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46383317862898.19,-3964451150969.953,-42418866711928.234,951177.423563974,7082238929945.697,0.0,0.0,0.0,2946050640252.7183,0.0,0.0,0.0
2200.0,5.390753529570829e+16,3.285830123362642e+16,2.1049234062081868e+16,56007.64231529039,0.0019053932783663849,1503240985224409.8,916271828192096.8,586969157032313.0,56007.610394343945,1799605225406322.2,1177258201223716.8,622347024182605.5,46043.84194233925,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46395843736931.766,-3950084374161.4688,-42445759362770.3,955246.425581266,7081363538821.676,0.0,0.0,0.0,2945868563207.3315,0.0,0.0,0.0
2400.0,5.3906640000193336e+16,3.2843393529635292e+16,2.1063246470558044e+16,56071.48526883605,0.0019053616336241984,1503216020027231.8,915856118944823.1,587359901082408.6,56071.45334661184,1799592974853708.0,1176827569217715.5,622765405635992.5,46092.69396585969,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46407742837316.0,-3935231685242.8594,-42472511152073.14,959460.5297274879,7080508609270.692,0.0,0.0,0.0,2945690731205.5283,0.0,0.0,0.0
2600.0,5.390570217466706e+16,3.2828472238315576e+16,2.107722993635148e+16,56135.33139666281,0.0019053284856339545,1503189868816243.2,915440030785202.1,587749838031041.1,56135.29947266317,1799579043706504.8,1176396180659392.0,623182863047112.8,46141.542171691195,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46419153677992.33,-3919993362317.492,-42499160315674.836,963799.1392438915,7079671177698.949,0.0,0.0,0.0,2945516528510.594,0.0,0.0,0.0
2800.0,5.390472123874453e+16,3.2813536807039692e+16,2.1091184431704836e+16,56199.1816704521,0.0019052938138816096,1503162515506923.8,915023548363805.6,588138967143118.1,56199.14974416279,1799563453878530.0,1175964048811977.2,623599405066552.8,46190.386772295904,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46430148503359.86,-3904419854723.5312,-42525728648636.33,968252.9702957898,7078849957696.815,0.0,0.0,0.0,2945345688143.866,0.0,0.0,0.0
3000.0,5.390369764919193e+16,3.2798587419329296e+16,2.110511022986263e+16,56263.0365994132,0.001905257634511831,1503133972730706.8,914606676731164.6,588527295999542.1,56263.004670747985,1799546272483856.0,1175531216701790.5,624015055782065.5,46239.22795081277,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46440743037505.34,-3888525086292.9375,-42552217951212.41,972821.1131934741,7078044253973.368,0.0,0.0,0.0,2945178066034.9956,0.0,0.0,0.0
3200.0,5.390259324506968e+16,3.2783601414257944e+16,2.1118991830811736e+16,56326.89382305435,0.00190521859870395,1503103176969742.0,914188784333419.6,588914392636322.4,56326.861894970556,1799527499372721.5,1175097684377939.5,624429814994782.0,46288.06577373995,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46452231121458.64,-3873069190019.5156,-42579161931439.125,977326.332653273,7077260584467.327,0.0,0.0,0.0,2945015018867.819,0.0,0.0,0.0
3400.0,5.390144958818962e+16,3.276860482248971e+16,2.1132844765699904e+16,56390.75014678128,0.0019051781754844488,1503071285953919.0,913770596317903.9,589300689636015.1,56390.71821830753,1799507103947779.2,1174663431663625.2,624843672284154.0,46336.90034834862,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46462980461114.48,-3857044373189.0625,-42605936087925.414,982008.709744378,7076500681337.538,0.0,0.0,0.0,2944856907817.6777,0.0,0.0,0.0
3600.0,5.390027123927604e+16,3.275359983049603e+16,2.114667140878001e+16,56454.60824663076,0.0019051365260547878,1503038427566900.0,913352174084565.2,589686253482334.8,56454.576316822226,1799485184571890.0,1174228520700199.8,625256663871690.2,46385.73199829964,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46473209409374.77,-3840605220908.6953,-42632604188466.08,986834.2585327044,7075760336876.327,0.0,0.0,0.0,2944702858123.8135,0.0,0.0,0.0
3800.0,5.389905708288475e+16,3.273858549410151e+16,2.116047158878324e+16,56518.469367479614,0.0019050936109889411,1503004570619170.0,912933491248660.0,590071079370510.0,56518.43743609313,1799461817331951.0,1173792999763323.0,625668817568628.0,46434.56096009592,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46482992837993.46,-3823806347745.5938,-42659186490247.87,991792.6856718459,7075037883592.717,0.0,0.0,0.0,2944552523428.028,0.0,0.0,0.0
4000.0,5.3897807918575784e+16,3.2723562178502348e+16,2.1174245740073436e+16,56582.334106804265,0.0019050494585478245,1502969737474200.8,912514558035524.9,590455179438675.9,56582.30217347753,1799437040877106.2,1173356892973219.0,626080147903887.2,46483.3874327064,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46492370092734.69,-3806676581976.086,-42685693510758.6,996879.8448275025,7074332430189.058,0.0,0.0,0.0,2944405718816.005,0.0,0.0,0.0
4200.0,5.389651093655466e+16,3.270852222375656e+16,2.1187988712798096e+16,56646.20201102013,0.0019050036159617804,1502933571100193.0,912095160942745.9,590838410157447.1,56646.17007662642,1799410879070700.0,1172920215227835.2,626490663842864.8,46532.211562993776,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46501787439969.46,-3789479911583.539,-42712307528385.92,1002033.215841537,7073645756350.339,0.0,0.0,0.0,2944262815194.8564,0.0,0.0,0.0
4400.0,5.389518113305827e+16,3.2693474946443356e+16,2.1201706186614916e+16,56710.07219628076,0.0019049566132815492,1502896489226217.5,911675559503510.2,591220929722707.2,56710.04026042997,1799383369062861.0,1172482989999922.5,626900379062938.5,46581.03350520749,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46510703482175.43,-3771885353658.6094,-42738818128516.82,1007337.488414835,7072978072100.977,0.0,0.0,0.0,2944123856843.912,0.0,0.0,0.0
4600.0,5.3893820728151784e+16,3.267842145327842e+16,2.1215399274873364e+16,56773.94578393305,0.0019049085289766284,1502858554029856.2,911255784743477.0,591602769286379.2,56773.91384616074,1799354563880269.8,1172045250480705.8,627309313399564.0,46629.853482533494,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46519203735567.47,-3753953989585.9297,-42765249745981.54,1012780.5545806303,7072327633960.739,0.0,0.0,0.0,2943988481443.7466,0.0,0.0,0.0
4800.0,5.38924298395521e+16,3.2663361683120252e+16,2.1229068156431844e+16,56837.82341070464,0.0019048593672077912,1502819768765270.0,910835834938820.9,591983933826449.1,56837.79147080502,1799324512059042.8,1171607027182456.2,627717484876586.5,46678.67168437217,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46527322247667.88,-3735711291609.1094,-42791610956058.77,1018359.1388495235,7071693584036.179,0.0,0.0,0.0,2943856510923.5674,0.0,0.0,0.0
5000.0,5.389100948346153e+16,3.2648296175589416e+16,2.124271330787211e+16,56901.705461040976,0.0019048091638933008,1502780161760873.8,910415725131410.6,592364436629463.1,56901.67351886299,1799293262444961.2,1171168350916898.0,628124911528063.2,46727.488283887826,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46535075609726.42,-3717170969330.875,-42817904640395.55,1024072.9265052942,7071075325967.254,0.0,0.0,0.0,2943727821607.319,0.0,0.0,0.0
5200.0,5.388945491009271e+16,3.2633163057332304e+16,2.125629185276041e+16,56965.584955698425,0.0019047542165908239,1502736813587421.2,909993730849651.9,592743082737769.4,56965.55301968424,1799260727590237.5,1170729166299334.0,628531561290903.5,46776.30315893898,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46545883105735.44,-3700325058484.867,-42845558047250.57,1029404.6655723413,7070491296999.387,0.0,0.0,0.0,2943606251850.036,0.0,0.0,0.0
5400.0,5.388787675586578e+16,3.2618031466656336e+16,2.126984528920944e+16,57029.452504314766,0.0019046984358091627,1502692806001901.0,909571778060131.9,593121027941769.1,57029.42057227284,1799226809867293.0,1170289410344393.5,628937399522899.5,46825.11631092797,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46555352656544.33,-3682469986057.5312,-42872882670486.8,1035061.0788103107,7069946886846.176,0.0,0.0,0.0,2943492924507.415,0.0,0.0,0.0
5600.0,5.388628492285002e+16,3.26029058851227e+16,2.1283379037727316e+16,57093.31489119582,0.0019046421715427316,1502648417114208.2,909149992937072.5,593498424177135.8,57093.28296079881,1799191668528419.0,1169849182081579.0,629342486446840.0,46873.9283379629,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46564064705980.05,-3664010174349.547,-42900054531630.5,1040940.8441854032,7069431628539.404,0.0,0.0,0.0,2943385661550.6265,0.0,0.0,0.0
5800.0,5.388467508772334e+16,3.2587783060124292e+16,2.1296892027599052e+16,57157.17495464012,0.0019045852709811903,1502603526285214.8,908728284722285.4,593875241562929.4,57157.143024912395,1799155410523660.2,1169408548350530.2,629746862173130.0,46922.739611145174,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46572213327291.04,-3645082612650.672,-42927130714640.37,1047012.287628658,7068941804463.732,0.0,0.0,0.0,2943283689694.0938,0.0,0.0,0.0
6000.0,5.38830464916879e+16,3.257266227286642e+16,2.1310384218821484e+16,57221.03385069607,0.0019045277073043857,1502558112241086.0,908306633298098.0,594251478942988.0,57221.00192139177,1799118119335943.0,1168967561478601.5,630150557857341.5,46971.55040481267,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46579860441868.01,-3625733319486.297,-42954127122381.71,1053267.7700638375,7068475898756.841,0.0,0.0,0.0,2943186693898.841,0.0,0.0,0.0
6200.0,5.388130680584532e+16,3.2557489003934024e+16,2.1323817801911296e+16,57284.885821660646,0.0019044662170935507,1502509601752557.5,907883519167170.8,594626082585386.8,57284.85390013921,1799079716795923.5,1168526171157475.0,630553545638448.5,47020.360708305714,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46590026531477.086,-3607720606419.172,-42982305925057.914,1059226.6179834865,7068049591585.244,0.0,0.0,0.0,2943097939227.2827,0.0,0.0,0.0
6400.0,5.3879553999840536e+16,3.254232428517667e+16,2.1337229714663864e+16,57348.722746004525,0.00190440426314293,1502460723843742.2,907460642535008.9,595000081308733.4,57348.69083004918,1799040144735973.2,1168084339261237.8,630955805474735.5,47069.17061373615,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46598885035231.9,-3588696202454.3203,-43010188832777.58,1065538.515691043,7067667168452.581,0.0,0.0,0.0,2943018318679.658,0.0,0.0,0.0
6600.0,5.3877797786670136e+16,3.2527172642621948e+16,2.1350625144048188e+16,57412.550615343614,0.001904342188764053,1502411750933903.5,907038130557408.4,595373620376495.1,57412.51870309888,1798999610585793.5,1167642195752071.5,631357414833722.0,47117.98072442207,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46606921734596.875,-3569001817769.4375,-43037919916827.44,1072115.3161682426,7067319365552.483,0.0,0.0,0.0,2942945904198.6836,0.0,0.0,0.0
6800.0,5.38760319933021e+16,3.2512029681071116e+16,2.136400231223098e+16,57476.37237905265,0.0019042797757675028,1502362510981489.0,906615860724871.8,595746650256617.2,57476.34046953111,1798958129861501.0,1167199747553670.0,631758382307831.0,47166.7914490773,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46614354693440.79,-3548785896519.2734,-43065568796921.516,1078921.7263422504,7067002698051.092,0.0,0.0,0.0,2942879970729.597,0.0,0.0,0.0
7000.0,5.387426048040249e+16,3.2496897553724616e+16,2.137736292667787e+16,57540.18877441319,0.001904217160610773,1502313111453618.8,906193892961918.2,596119218491700.5,57540.156867304606,1798915899640068.8,1166757120102664.5,632158779537404.2,47215.60310714505,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46621203546604.88,-3528071402766.7266,-43093132143838.16,1085957.5527521435,7066715541033.409,0.0,0.0,0.0,2942820180373.1616,0.0,0.0,0.0
7200.0,5.387273172182352e+16,3.248192194109241e+16,2.139080978073111e+16,57604.01851384715,0.0019041631257471008,1502270477560674.8,905776287595468.9,596494189965205.9,57603.986588103544,1798873191481440.5,1166314481345160.2,632558710136280.2,47264.41667801596,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46619461569398.16,-3502229581574.8438,-43117231987823.31,1094590.2281678477,7066411934755.543,0.0,0.0,0.0,2942756963715.2397,0.0,0.0,0.0
7400.0,5.3871188779296856e+16,3.246694260707067e+16,2.1404246172226184e+16,57667.88518439346,0.001904108589543524,1502227452412946.5,905358581002816.5,596868871410130.0,57667.85324487997,1798830447824730.2,1165872112574450.0,632958335250280.2,47313.23280875663,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46619570081862.945,-3477672267472.336,-43141897814390.61,1102957.8276652824,7066077409535.361,0.0,0.0,0.0,2942687307567.16,0.0,0.0,0.0
7600.0,5.386961290249095e+16,3.245195159703285e+16,2.1417661305458104e+16,57731.77365139313,0.0019040528892586375,1502183508579617.2,904940548610420.2,597242959969197.0,57731.741702901956,1798787444927691.0,1165429875270315.2,633357569657375.8,47362.050709152,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46620222177718.5,-3453497744541.9688,-43166724433176.53,1111325.2800962385,7065734636028.262,0.0,0.0,0.0,2942615932218.2085,0.0,0.0,0.0
7800.0,5.386801752872712e+16,3.2436958293251716e+16,2.1431059235475404e+16,57795.678132563335,0.0019039964998424006,1502139020934930.2,904522452168573.0,597616568766357.2,57795.64617671047,1798744063997818.8,1164987694821289.0,633756369176529.8,47410.87009029203,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46620993003494.74,-3429412866309.2188,-43191580137185.52,1119782.1596362127,7065390935889.329,0.0,0.0,0.0,2942544362179.402,0.0,0.0,0.0
8000.0,5.386640810152336e+16,3.2421966394165544e+16,2.1444441707357816e+16,57859.596739257184,0.0019039396136991324,1502094141324998.5,904104394847254.5,597989746477744.0,57859.56477661579,1798700295835847.0,1164545565863788.0,634154729972059.0,47459.69087679722,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46621742354484.38,-3405322373095.211,-43216419981389.17,1128360.1129167818,7065048524759.275,0.0,0.0,0.0,2942473058824.9873,0.0,0.0,0.0
8200.0,5.3864147957896504e+16,3.240660293160219e+16,2.145754502629431e+16,57923.48351568302,0.0019038597276043383,1502031125672566.5,903675981687546.6,598355143985019.9,57923.45159952994,1798655409392641.0,1164103030206738.0,634552379185903.0,47508.511298045174,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46643070765363.96,-3393121622230.453,-43249949143133.51,1133300.3443716683,7064822347858.369,0.0,0.0,0.0,2942425959023.6484,0.0,0.0,0.0
8400.0,5.386189946628833e+16,3.2391279865871496e+16,2.147061960041683e+16,57987.27835799079,0.0019037802533569408,1501968423832327.0,903248688407262.9,598719735425064.1,57987.246475639135,1798608535988963.8,1163659534596244.8,634949001392719.0,47557.33036909844,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46658297548121.22,-3376471262519.1562,-43281826285602.06,1139734.0612414752,7064748074366.31,0.0,0.0,0.0,2942410491909.6333,0.0,0.0,0.0
8600.0,5.385971624211786e+16,3.2376020531844812e+16,2.1483695710273044e+16,58051.02156655201,0.0019037030860251983,1501907542878595.2,902823172926044.9,599084369952550.4,58050.98970455286,1798560397616796.2,1163215523845186.5,635344873771609.8,47606.150827508325,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46670860369670.81,-3357745208039.3594,-43313115161631.45,1146925.1517312748,7064765216411.303,0.0,0.0,0.0,2942414061669.086,0.0,0.0,0.0
8800.0,5.3857564321660184e+16,3.2360800925020196e+16,2.1496763396639988e+16,58114.729154429006,0.0019036270251414436,1501847535048747.8,902398765408954.2,599448769639793.5,58114.69730840885,1798511409754852.8,1162771255499527.8,635740154255325.0,47654.97405003904,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46681859957141.7,-3337707194996.0234,-43344152762145.68,1154644.2768880527,7064854074690.861,0.0,0.0,0.0,2942432565966.195,0.0,0.0,0.0
9000.0,5.385543685504687e+16,3.234561565645e+16,2.150982119859687e+16,58178.406676705046,0.0019035518285930814,1501788209138517.2,901975315450194.0,599812893688323.2,58178.37484500041,1798461826374144.0,1162326886933342.8,636134939440801.2,47703.800873695465,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46691663753178.12,-3316617646326.3516,-43375046106851.766,1162821.649796697,7065007286882.587,0.0,0.0,0.0,2942464471373.8325,0.0,0.0,0.0
9200.0,5.385339591690403e+16,3.2330500432483524e+16,2.1522895484420508e+16,58242.06103923603,0.0019034796904439785,1501731295206859.5,901553818212405.0,600177476994454.5,58242.029215698894,1798411883874027.2,1161882564026267.8,636529319847759.5,47752.632127156474,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46698428427026.836,-3293437807856.3594,-43404990619170.48,1171821.9606936304,7065210225344.263,0.0,0.0,0.0,2942506731409.884,0.0,0.0,0.0
9400.0,5.385137848387089e+16,3.2315415760612936e+16,2.153596272325795e+16,58305.69947357033,0.001903408383096688,1501675037771479.8,901133173559499.2,600541864211980.5,58305.667658897044,1798361783234793.2,1161438410922780.2,636923372312013.0,47801.46848063671,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-46704806368153.125,-3269798620974.633,-43435007747178.49,1181117.8805504239,7065457605884.074,0.0,0.0,0.0,2942558245272.083,0.0,0.0,0.0
