M1.D_b.DIC Time [a],M1.D_b.DIC DIC [mol],M1.D_b.DIC C^{12}$S [mol],M1.D_b.DIC C^{13}$S [mol],M1.D_b.DIC $\delta^{13}$C [VPDB],M1.D_b.DIC DIC [mol/l],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [mol/a],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{12}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{13}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC $\delta^{13}$C [VPDB]
46600.0,2.961074493547834e+18,1.7926936156092022e+18,1.1683808779386317e+18,56998.9669568537,0.0022896216397002445,1692798085985721.2,978151878512743.0,714646207472978.2,64016.96451614626,1806374040013290.5,1093615093324659.9,712758946688630.6,56998.94200675795,2031357703182865.8,1173782254215291.8,857575448967574.0,64016.96451614626,2167648848015948.8,1312338111989592.0,855310736026356.8,56998.94200675795,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
46800.0,2.9612593717036124e+18,1.7921971143287928e+18,1.1690622573748196e+18,57048.868059800305,0.002289764594910288,1692924876443552.8,977857353571367.2,715067522872185.5,64074.88915491901,1806486824198417.2,1093312208214958.5,713174615983458.8,57048.84310929583,2031509851732263.5,1173428824285640.8,858081027446622.8,64074.88915491901,2167784189038100.8,1311974649857950.2,855809539180150.5,57048.84310929583,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
47000.0,2.9614395444177413e+18,1.7916981245716564e+18,1.1697414198460849e+18,57098.7673998045,0.0022899039116839968,1693046393873742.2,977559980074577.5,715486413799164.8,64132.81778404364,1806596737042740.5,1093007804513199.0,713588932529541.5,57098.74245118141,2031655672648490.8,1173071976089493.0,858583696558997.8,64132.81778404364,2167916084451288.8,1311609365415838.8,856306719035450.0,57098.74245118141,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
47200.0,2.961610931302161e+18,1.7911943062679227e+18,1.1704166250342382e+18,57148.65468801078,0.0022900364349015593,1693142337467466.0,977247925232065.5,715894412235400.5,64190.769146896644,1806701294500538.2,1092700457751891.4,714000836748646.9,57148.629750140775,2031770804960959.5,1172697510278478.8,859073294682480.8,64190.769146896644,2168041553400646.0,1311240549302269.8,856801004098376.2,57148.629750140775,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
47400.0,2.961767040008151e+18,1.7906818327904463e+18,1.1710852072177047e+18,57198.52220980037,0.0022901571444183784,1693233560109033.8,976933208909609.5,716300351199424.2,64248.74769016218,1806796531118239.2,1092387830682368.1,714408700435871.1,57198.497279573705,2031880272130840.8,1172319850691531.2,859560421439309.5,64248.74769016218,2168155837341887.2,1310865396818842.0,857290440523045.2,57198.497279573705,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
47600.0,2.9619110217395446e+18,1.7901625299961756e+18,1.171748491743369e+18,57248.37714556061,0.0022902684768717286,1693322037838997.2,976617021626257.8,716705016212739.5,64306.745881023584,1806884370638206.2,1092071037979657.0,714813332658549.2,57248.35222074019,2031986445406796.8,1171940425951509.2,860046019455287.5,64306.745881023584,2168261244765847.8,1310485245575588.5,857775999190259.2,57248.35222074019,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
47800.0,2.962044968491885e+18,1.7896376386593395e+18,1.1724073298325455e+18,57298.22196349686,0.0022903720498765262,1693405712920085.8,976298187722942.4,717107525197143.4,64364.76231109017,1806966085401971.0,1091750834221959.9,715215251180011.1,57298.19704339131,2032086855504103.2,1171557825267531.0,860529030236572.2,64364.76231109017,2168359302482365.2,1310101001066352.0,858258301416013.2,57298.19704339131,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
48000.0,2.962166922647653e+18,1.78910597482081e+18,1.173060947826843e+18,57348.05725244683,0.002290466349724337,1693482259817116.8,975975349704118.4,717506910112998.4,64422.800200997415,1807040485638122.8,1091426499832040.4,715613985806082.4,57348.032337232806,2032178711780540.2,1171170419644942.0,861008292135598.2,64422.800200997415,2168448582765747.5,1309711799798448.5,858736782967299.0,57348.032337232806,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
48200.0,2.9622789823890217e+18,1.7885688527577969e+18,1.1737101296312248e+18,57397.87966120366,0.0022905529988138267,1693543731325637.0,975643912540881.2,717899818784755.8,64480.86292679946,1807108851090858.5,1091098836407886.9,716010014682971.6,57397.854754240485,2032252477590764.5,1170772695049057.5,861479782541707.0,64480.86292679946,2168530621309030.2,1309318603689464.2,859212017619566.0,57397.854754240485,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
48400.0,2.9623789276280397e+18,1.7880249647718674e+18,1.1743539628561723e+18,57447.686971314884,0.0022906302804838892,1693600416429196.5,975309816037132.2,718290600392064.2,64538.949738125,1807169824436056.2,1090767044440433.1,716402779995623.1,57447.66207058603,2032320499715036.0,1170371779244559.0,861948720470477.0,64538.949738125,2168603789323267.8,1308920453328520.0,859683335994747.8,57447.66207058603,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
48600.0,2.9624683322481705e+18,1.7874752140096105e+18,1.17499311823856e+18,57497.483570819444,0.0022906994117243853,1693653221508727.8,974973608249681.4,718679613259046.4,64597.05696713784,1807224368662605.0,1090431676605971.1,716792692056633.9,57497.45867488327,2032383865810473.5,1169968329899617.8,862415535910855.8,64597.05696713784,2168669242395126.2,1308518011927165.5,860151230467960.8,57497.45867488327,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
48800.0,2.9625497880284037e+18,1.7869211481228818e+18,1.175628639905522e+18,57547.271230586746,0.00229076239660285,1693701728575279.5,974635060127170.1,719066668448109.4,64655.183191215925,1807274060680976.0,1090093674508513.1,717180386172462.9,57547.24633864129,2032442074290335.5,1169562072152604.2,862880002137731.2,64655.183191215925,2168728872817171.5,1308112409410215.8,860616463406955.8,57547.24633864129,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
49000.0,2.9626289901402936e+18,1.7863661826861445e+18,1.176262807454149e+18,57597.05182522503,0.0022908236388545014,1693750231541610.2,974296749612100.9,719453481929509.4,64713.31170769412,1807322377790003.0,1089755123605708.8,717567254184294.2,57597.02693652274,2032500277849932.5,1169156099534521.0,863344178315411.5,64713.31170769412,2168786853348003.8,1307706148326850.8,861080705021153.0,57597.02693652274,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
49200.0,2.962705462103569e+18,1.7858100388612155e+18,1.1768954232423534e+18,57646.82473168649,0.002290882770045671,1693793602709684.5,973955705514728.0,719837897194956.5,64771.44608177819,1807369029879457.2,1089415854118313.4,717953175761143.9,57646.79984757232,2032552323251621.5,1168746846617673.5,863805476633948.0,64771.44608177819,2168842835855349.0,1307299024941976.5,861543810913372.5,57646.79984757232,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
49400.0,2.962778451397081e+18,1.7852522747941307e+18,1.1775261766029504e+18,57696.58908294121,0.002290939208296805,1693836015880628.8,973614330657764.2,720221685222864.5,64829.586216437885,1807413557162145.8,1089075596080374.4,718337961081771.4,57696.56420254804,2032603219056754.5,1168337196789317.0,864266022267437.5,64829.586216437885,2168896268594575.0,1306890715296449.5,862005553298125.5,57696.56420254804,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
49600.0,2.962848642190248e+18,1.7846932823167117e+18,1.1781553598735363e+18,57746.3466854911,0.0022909934826351548,1693877713965760.2,973272772904447.5,720604941061312.8,64887.73085771771,1807456377176329.2,1088734588624077.1,718721788552252.1,57746.3218082224,2032653256758912.2,1167927327485337.0,864725929273575.2,64887.73085771771,2168947652611595.2,1306481506348892.8,862466146262702.5,57746.3218082224,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
49800.0,2.9629163328487245e+18,1.7841332329683034e+18,1.178783099880421e+18,57796.09830861607,0.0022910458237690207,1693918203568285.5,972930749085566.0,720987454482719.5,64945.88000786056,1807497671949648.2,1088392936400328.8,719104735549319.5,57796.07343423197,2032701844281942.8,1167516898902679.5,865184945379263.2,64945.88000786056,2168997206339578.2,1306071523680394.8,862925682659183.5,57796.07343423197,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
50000.0,2.962981664537141e+18,1.7835722084925143e+18,1.179409456044627e+18,57845.84430291043,0.00229109634085256,1693957360720222.8,972588188472451.1,721369172247771.6,65004.03368386622,1807537527549900.0,1088050689246163.8,719486838303736.2,57845.81943128225,2032748832864267.5,1167105826166941.2,865643006697326.2,65004.03368386622,2169045033059880.0,1305660827095396.5,863384205964483.5,57845.81943128225,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
50200.0,2.9630447028898263e+18,1.7830102474936497e+18,1.1800344553961766e+18,57895.58481858907,0.0022911450846368696,1693994983134656.2,972244974371361.8,721750008763294.5,65062.192081566536,1807575984201800.5,1087707870822474.1,719868113379326.4,57895.55994969143,2032793979761587.5,1166693969245634.2,866100010515953.2,65062.192081566536,2169091181042160.8,1305249444986969.0,863841736055191.8,57895.55994969143,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
50400.0,2.963105442460647e+18,1.7824473460468805e+18,1.1806580964137664e+18,57945.31998271458,0.0022911920509107817,1694031281531157.0,971901227897577.0,722130053633580.0,65120.35528799948,1807613038456378.2,1087364478659461.1,720248559796917.1,57945.29511642472,2032837537837388.5,1166281473477092.5,866556064360296.0,65120.35528799948,2169135646147654.0,1304837374391353.5,864298271756300.5,57945.29511642472,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
50600.0,2.963163990407175e+18,1.781883566475689e+18,1.1812804239314862e+18,57995.05004462861,0.0022912373225328305,1694066311337665.8,971556981776841.8,722509329560824.0,65178.52325415365,1807648755726999.5,1087020550802706.6,720628204924292.9,57995.02518083785,2032879573605199.0,1165868378132210.0,867011195472989.0,65178.52325415365,2169178506872399.8,1304424660963248.2,864753845909151.5,57995.02518083785,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
50800.0,2.963220407436098e+18,1.7813189437740966e+18,1.1819014636620014e+18,58044.77519763599,0.002291280946443864,1694100073276736.5,971212236676349.8,722887836600386.8,65236.696034434906,1807683173010834.2,1086676108577963.4,721007064432870.9,58044.750336257675,2032920087932084.0,1165454684011619.8,867465403920464.2,65236.696034434906,2169219807613001.2,1304011330293556.2,865208477319445.0,58044.750336257675,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
51000.0,2.9632747729648e+18,1.780753524443419e+18,1.182521248521381e+18,58094.49560947085,0.0022913229840525904,1694132605861779.0,970867015234157.8,723265590627621.2,65294.87363298685,1807716338778388.2,1086331180366539.1,721385158411849.1,58094.47075042368,2032959127034135.0,1165040418280989.5,867918708753145.5,65294.87363298685,2169259606534066.0,1303597416439847.0,865662190094219.0,58094.47075042368,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
51200.0,2.963327132390926e+18,1.7801873346729388e+18,1.183139797717987e+18,58144.211432473494,0.002291363470462291,1694163923887220.0,970521326192920.1,723642597694299.9,65353.056097797635,1807748280746836.2,1085985782158578.8,721762498588257.5,58144.186575686064,2032996708664664.2,1164625591431504.2,868371117233160.0,65353.056097797635,2169297936896203.8,1303182938590294.8,866114998305909.0,58144.186575686064,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
51400.0,2.9633775472195963e+18,1.7796204103655706e+18,1.1837571368540257e+18,58193.9228128685,0.0022914024532311936,1694194072079910.8,970175195499395.0,724018876580515.8,65411.243464687126,1807779036338897.0,1085639935797558.8,722139100541338.2,58193.89795826471,2033032886495893.2,1164210234599274.2,868822651896619.0,65411.243464687126,2169334843606676.5,1302767922957070.5,866566920649606.0,58193.89795826471,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
51600.0,2.9634260726467507e+18,1.7790527835261778e+18,1.184373289120573e+18,58243.62990224297,0.002291439975039014,1694223090553412.0,969828646603384.8,724394443950027.2,65469.435740255474,1807808639358215.2,1085293660886966.6,722514978471248.6,58243.605049748345,2033067708664094.5,1163794375924061.8,869273332740032.8,65469.435740255474,2169370367229858.5,1302352393064360.2,867017974165498.2,58243.605049748345,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
51800.0,2.963472759124906e+18,1.7784844833686863e+18,1.1849882757562196e+18,58293.332844140205,0.002291476074897663,1694251008556880.0,969481696584428.2,724769311972451.8,65527.63295011068,1807837120527636.0,1084946975215284.6,722890145312351.4,58293.30799368401,2033101210268256.2,1163378035901314.0,869723174366942.2,65527.63295011068,2169404544633163.2,1301936370258341.5,867468174374821.8,58293.30799368401,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
52000.0,2.96351765472847e+18,1.7779155377172247e+18,1.1856021170112453e+18,58343.03177593104,0.002291510789980202,1694277852900365.0,969134361061846.5,725143491838518.5,65585.83512624784,1807864509251973.0,1084599895802827.1,723264613449145.9,58343.006927445975,2033133423480438.0,1162961233274215.8,870172190206222.2,65585.83512624784,2169437411102367.8,1301519874963392.8,867917536138975.0,58343.006927445975,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
52200.0,2.9635608201007457e+18,1.7773459819009006e+18,1.186214838199845e+18,58392.72683479654,0.0022915441671784668,1694303667743998.8,968786665697095.2,725517002046903.5,65644.04227744389,1807890842372078.8,1084252444109398.8,723638398262680.0,58392.70198821242,2033164401292798.5,1162543998836514.2,870620402456284.2,65644.04227744389,2169469010846494.8,1301102932931278.8,868366077915216.0,58392.70198821242,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
52400.0,2.9636023039764695e+18,1.7767758441320525e+18,1.186826459844417e+18,58442.41815222788,0.0022915762441761117,1694328468275586.8,968438619490656.2,725889848784930.5,65702.25442257864,1807916149697243.5,1083904637393094.1,724011512304149.4,58442.393307484475,2033194161930704.2,1162126343388787.8,871067818541916.5,65702.25442257864,2169499379636692.2,1300685564871713.0,868813814764979.2,58442.393307484475,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
52600.0,2.96364214854147e+18,1.7762051488327744e+18,1.1874369997086958e+18,58492.105845458194,0.0022916070535929124,1694352280104238.8,968090237324879.0,726262042779359.8,65760.47159006617,1807940456962903.8,1083556490552603.6,724383966410300.1,58492.08100249674,2033222736125086.8,1161708284789855.0,871514451335231.8,65760.47159006617,2169528548355484.8,1300267788663124.5,869260759692360.2,58492.08100249674,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
52800.0,2.9636803957486623e+18,1.7756339202600579e+18,1.1880464754886044e+18,58541.79003126842,0.0022916366278685463,1694375130037694.5,967741534770371.0,726633595267323.5,65818.69380420135,1807963789762197.2,1083208018385772.2,724755771376425.0,58541.765190031285,2033250156045233.5,1161289841724445.2,871960314320788.2,65818.69380420135,2169556547714636.8,1299849622062926.8,869706925651710.0,58541.765190031285,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
53000.0,2.9637170862058117e+18,1.7750621818609656e+18,1.188654904344846e+18,58591.470824225624,0.002291664998402568,1694397042457475.5,967392525998012.0,727004516459463.5,65876.92108791409,1807986172867858.8,1082859235196462.8,725126937671396.0,58591.445984657556,2033276450948970.8,1160871031197614.5,872405419751356.2,65876.92108791409,2169583407441430.5,1299431082235755.5,870152325205675.0,58591.445984657556,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
53200.0,2.9637522403292324e+18,1.7744899454100058e+18,1.1892622949192266e+18,58641.148301510526,0.0022916921809816907,1694417935388770.0,967043163783819.8,727374771604950.2,65935.15357280344,1808007618747461.0,1082510148174984.6,725497470572476.4,58641.12346359566,2033301522466524.2,1160451796540584.0,872849725925940.2,65935.15357280344,2169609142496953.5,1299012177809981.8,870596964686971.8,58641.12346359566,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
53400.0,2.963785895179627e+18,1.7739172325415606e+18,1.1898686626380664e+18,58690.82254765374,0.002291718204262737,1694437963812710.8,966693537200694.9,727744426612015.9,65993.39122275024,1808028150047799.5,1082160770542547.4,725867379505252.1,58690.79771131384,2033325556575253.0,1160032244640833.8,873293311934419.2,65993.39122275024,2169633780057359.8,1298592924651057.0,871040855406302.8,58690.79771131384,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
53600.0,2.963818123634835e+18,1.7733440855119916e+18,1.1904740381228434e+18,58740.49371267645,0.002291743124597777,1694457151555304.0,966343660074113.5,728113491481190.5,66051.6340527947,1808047811118455.0,1081811128012034.4,726236683106420.6,58740.46887784146,2033348581866365.0,1159612392088936.2,873736189777428.8,66051.6340527947,2169657373342146.0,1298173353614441.0,871484019727705.0,58740.46887784146,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
53800.0,2.9638489382141655e+18,1.7727705107251702e+18,1.1910784274889953e+18,58790.16192108616,0.0022917669516672435,1694475493498427.0,965993529415795.5,728481964082631.5,66109.88212527921,1808066609654214.8,1081461224524401.8,726605385129813.0,58790.137087699964,2033370592198112.5,1159192235298954.8,874178356899157.8,66109.88212527921,2169679931585058.0,1297753469429282.5,871926462155775.5,58790.137087699964,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
54000.0,2.9638783766218573e+18,1.7721965297702766e+18,1.1916818468515807e+18,58839.827286210435,0.0022917897146255673,1694493008573385.0,965643156291674.1,728849852281710.9,66168.13544690638,1808084568656960.0,1081111073250346.9,726973495406613.1,58839.80245422334,2033391610288062.2,1158771787550009.0,874619822738053.2,66168.13544690638,2169701482388352.0,1297333287900416.2,872368194487935.8,58839.80245422334,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
54200.0,2.963906403893784e+18,1.7716221235303114e+18,1.1922842803634726e+18,58889.489689678,0.002291811386437082,1694509077209753.0,965292184008553.0,729216893201200.0,66226.39467406478,1808101666933338.2,1080760662607446.2,727341004325892.0,58889.46485927232,2033410892651703.8,1158350620810263.8,875060271841440.0,66226.39467406478,2169722000320006.0,1296912795128935.5,872809205191070.5,58889.46485927232,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
54400.0,2.9639329142640963e+18,1.7710472298769684e+18,1.1928856843871278e+18,58939.14907438433,0.0022918318853193884,1694524387362565.2,964941004309783.6,729583383052781.6,66284.65992338193,1808117839745865.0,1080409954568485.9,727707885177379.1,58939.12424536557,2033429264835078.5,1157929205171740.5,875500059663338.0,66284.65992338193,2169741407695038.0,1296491945482183.2,873249462212854.8,58939.12424536557,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
54600.0,2.9639580064471066e+18,1.7704719033499901e+18,1.1934861030971164e+18,58988.80585080454,0.0022918512876023544,1694538985258682.8,964589644514632.1,729949340744050.6,66342.93107608182,1808133147349345.0,1080058982425590.1,728074164923754.9,58988.781023025054,2033446782310419.5,1157507573417558.8,875939208892860.8,66342.93107608182,2169759776819214.2,1296070778910708.5,873688997908505.8,58988.781023025054,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
54800.0,2.963981857681944e+18,1.7698962472252634e+18,1.1940856104566807e+18,59038.46026836439,0.0022918697303343886,1694552911058073.8,964238128994944.2,730314782063129.5,66401.20792474828,1808147697975713.0,1079707809246013.5,728439888729699.5,59038.43544171568,2033463493269688.5,1157085754793933.2,876377738475755.2,66401.20792474828,2169777237570855.8,1295649371095216.2,874127866475639.5,59038.43544171568,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
55000.0,2.9640044810012493e+18,1.769320267560239e+18,1.1946842134410102e+18,59088.11249761886,0.002291887223592851,1694566104904936.0,963886422509318.9,730679682395617.1,66459.49069778991,1808161499450782.2,1079356438650410.4,728805060800371.9,59088.08767202174,2033479325885923.2,1156663707011182.8,876815618874740.5,66459.49069778991,2169793799340938.8,1295227726380492.8,874566072960446.0,59088.08767202174,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
55200.0,2.9640259131648727e+18,1.7687439855307648e+18,1.195281927634108e+18,59137.76262776505,0.0022919037958019344,1694578399235021.5,963534429218234.9,731043970016786.6,66517.77952775949,1808174574316081.5,1079004883625866.5,729169690690215.0,59137.73780322634,2033494079082026.0,1156241315061882.0,877252764020144.0,66517.77952775949,2169809489179297.8,1294805860351039.8,875003628828258.0,59137.73780322634,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
55400.0,2.964046156882919e+18,1.7681674020579602e+18,1.1958787548249587e+18,59187.41074090518,0.0022919194490571993,1694590034072511.2,963182285149805.6,731407748922705.6,66576.0745381304,1808186924122713.8,1078653144674245.8,729533779448468.0,59187.385917304906,2033508040887013.8,1155818742179767.0,877689298707246.8,66576.0745381304,2169824308947256.5,1294383773609094.8,875440535338161.8,59187.385917304906,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
55600.0,2.964065298150548e+18,1.7675905656975421e+18,1.1964747324530058e+18,59237.05709065975,0.0022919342498535556,1694601072665792.5,962830027401259.9,731771045264532.6,66634.37557419746,1808198601420572.5,1078301251469682.6,729897349950889.9,59237.03226789853,2033521287198951.2,1155396032881512.0,878125254317439.2,66634.37557419746,2169838321704687.0,1293961501763619.2,875876819941067.8,59237.03226789853,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
55800.0,2.964083426694028e+18,1.7670135282009344e+18,1.1970698984930934e+18,59286.70184345491,0.002291948267570955,1694611514370450.8,962477655007301.5,732133859363149.2,66692.68276079434,1808209660820776.8,1077949235507715.9,730260425313060.9,59286.677021443684,2033533817244541.2,1154973186008761.8,878560631235779.5,66692.68276079434,2169851592984932.2,1293539082609259.2,876312510375673.0,59286.677021443684,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
56000.0,2.964100583276185e+18,1.7664363119348593e+18,1.1976642713413258e+18,59336.34517746708,0.0022919615337288497,1694621399992386.0,962125192114953.2,732496207877432.8,66750.99596597013,1808220127343242.2,1077597110524015.5,730623016819226.8,59336.32035613586,2033545679990863.2,1154550230537944.0,878995449452919.2,66750.99596597013,2169864152811890.8,1293116532628818.5,876747620183072.2,59336.32035613586,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
56200.0,2.964116856894163e+18,1.765858967196785e+18,1.198257889697378e+18,59385.98733665369,0.002291974117143404,1694631072812138.0,961772834513347.2,732858238298790.8,66809.3150557533,1808230055086743.0,1077244907087954.8,730985147998788.2,59385.96251580209,2033557287374565.8,1154127401416016.8,879429885958549.0,66809.3150557533,2169876066104091.8,1292693888505545.8,877182177598546.0,59385.96251580209,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
56400.0,2.9641324697435233e+18,1.7652816235128668e+18,1.1988508462306565e+18,59435.62856786882,0.0022919861896251435,1694640302665833.5,961420453943566.5,733219848722267.0,66867.63963894425,1808239579806870.2,1076892704337832.2,731346875469038.0,59435.60374749763,2033568363199000.2,1153704544732280.0,879863818466720.2,66867.63963894425,2169887495768244.5,1292271245205399.0,877616250562845.5,59435.60374749763,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
