M1.D_b.DIC Time [a],M1.D_b.DIC DIC [mol],M1.D_b.DIC C^{12}$S [mol],M1.D_b.DIC C^{13}$S [mol],M1.D_b.DIC $\delta^{13}$C [VPDB],M1.D_b.DIC DIC [mol/l],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [mol/a],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{12}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{13}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC $\delta^{13}$C [VPDB]
99200.0,2.978379402968012e+18,1.6557870621308698e+18,1.322592340837142e+18,70082.6169159568,0.002303002490188075,1703351066312653.0,894624096905990.5,808726969406662.5,79445.77201892549,1816930796928347.5,1010096621001774.1,806834175926573.4,70082.59219256365,2044021279575183.8,1073548916287188.6,970472363287995.1,79445.77201892549,2180316956314017.0,1212115945202129.0,968201011111888.0,70082.59219256365,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
99400.0,2.9783385702228204e+18,1.6552530773723459e+18,1.3230854928504745e+18,70132.0611379931,0.002302970916670691,1703325936423970.8,894298285727752.4,809027650696218.4,79505.00035764836,1816905887625637.2,1009770868955951.9,807135018669685.4,70132.0364171489,2043991123708765.0,1073157942873303.0,970833180835462.0,79505.00035764836,2180287065150764.8,1211725042747142.2,968562022403622.5,70132.0364171489,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
99600.0,2.9782966475266284e+18,1.654718868902926e+18,1.3235777786237023e+18,70181.50030912437,0.002302938500359448,1703300202300535.5,893972370131982.5,809327832168553.0,79564.23152422502,1816880313398930.8,1009444980432050.6,807435332966880.1,70181.4755907904,2043960242760642.8,1072766844158379.1,971193398602263.6,79564.23152422502,2180256376078717.0,1211333976518460.8,968922399560256.2,70181.4755907904,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
99800.0,2.978253739022534e+18,1.654184494058745e+18,1.324069244963789e+18,70230.93449363446,0.0023029053217819705,1703273910632105.8,893646376266365.2,809627534365740.5,79623.46522910509,1816854137816846.0,1009118990427978.1,807735147388867.9,70230.90977778463,2043928692758527.0,1072375651519638.2,971553041238888.8,79623.46522910509,2180224965380215.2,1210942788513573.8,969282176866641.5,70230.90977778463,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
100000.0,2.9782097946846904e+18,1.6536499250445647e+18,1.3245598696401257e+18,70280.36370339367,0.0023028713422562647,1703246978763778.2,893320259448163.5,809926719315614.8,79682.70174359834,1816827330299748.0,1008792881952993.4,808034448346754.6,70280.338990028,2043896374516534.0,1071984311337796.4,971912063178737.6,79682.70174359834,2180192796359697.8,1210551458343592.2,969641338016105.5,70280.338990028,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
100200.0,2.978164780077991e+18,1.6531151446364419e+18,1.325049635441549e+18,70329.78776767664,0.0023028365351557252,1703219005133390.2,892993807353060.9,810225197780329.4,79741.94143475527,1816799869982712.2,1008466644577305.5,808333225405406.8,70329.76305699583,2043862806160068.5,1071592568823673.1,972270237336395.4,79741.94143475527,2180159843979254.8,1210159973492766.5,969999870486488.2,70329.76305699583,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
100400.0,2.9781186194058337e+18,1.6525801125041093e+18,1.3255385069017244e+18,70379.20653258896,0.002302800841871377,1703190430339305.5,892667250829098.8,810523179510206.8,79801.18438727867,1816771710422493.2,1008140253586422.9,808631456836070.4,70379.1818244753,2043828516407166.5,1071200700994918.4,972627815412248.1,79801.18438727867,2180126052506992.0,1209768304303707.5,970357748203284.5,70379.1818244753,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
100600.0,2.978071327764623e+18,1.6520448345068004e+18,1.3260264932578225e+18,70428.62025981475,0.002302764274076366,1703161271692895.8,892340599918164.8,810820671774731.0,79860.430440553,1816742860985740.0,1007813712641715.8,808929148344024.2,70428.59555419374,2043793526031475.0,1070808719901797.8,972984806129677.2,79860.430440553,2180091433182888.0,1209376455170059.0,970714978012829.0,70428.59555419374,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
100800.0,2.978023070630084e+18,1.6515094014424896e+18,1.3265136691875945e+18,70478.02906069506,0.002302726959723164,1703131564340877.5,892013874247029.1,811117690093848.4,79919.67938465434,1816713422492660.0,1007487077063234.9,809226345429425.1,70478.00435751012,2043757877209053.2,1070416649096435.1,973341228112618.1,79919.67938465434,2180056106991192.0,1208984492475881.8,971071614515310.2,70478.00435751012,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
101000.0,2.977973739776815e+18,1.6509737527148303e+18,1.3269999870619848e+18,70527.43300237617,0.0023026888151275464,1703101201811731.0,891687016478720.8,811414185333010.2,79978.93154112849,1816683328959178.5,1007160309905467.9,809523019053710.6,70527.4083016141,2043721442174077.2,1070024419774464.9,973697022399612.4,79978.93154112849,2180019994751014.2,1208592371886561.5,971427622864452.8,70527.4083016141,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
101200.0,2.977923531707868e+18,1.6504379955189263e+18,1.3274855361889418e+18,70576.83226601985,0.00230264999223356,1703070602602711.2,891360249970304.8,811710352632406.5,80038.18611538348,1816652700325195.2,1006833476598865.9,809819223726329.4,70576.80756750764,2043684723123253.5,1069632299964365.6,974052423158887.9,80038.18611538348,2179983240390234.5,1208200171918639.2,971783068471595.2,70576.80756750764,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
101400.0,2.9778724064382505e+18,1.6499021063999677e+18,1.3279703000382828e+18,70626.2269834594,0.002302610460123204,1703039358267834.0,891033358745477.8,812005999522356.2,80097.44352644919,1816621512112855.0,1006506562786203.1,810114949326651.9,70626.20228726485,2043647229921401.0,1069240030494573.4,974407199426827.6,80097.44352644919,2179945814535426.0,1207807875343444.0,972137939191982.0,70626.20228726485,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
101600.0,2.977820450372843e+18,1.649366134507238e+18,1.328454315865605e+18,70675.61703635592,0.0023025702856081993,1703007565320197.8,890706394991525.1,812301170328672.6,80156.70347587184,1816589817119840.5,1006179598499141.6,810410218620698.9,70675.59234250264,2043609078384237.5,1068847673989830.2,974761404394407.2,80156.70347587184,2179907780543808.8,1207415518198970.0,972492262344838.8,70675.59234250264,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
101800.0,2.977767520679054e+18,1.648830001303136e+18,1.3289375193759178e+18,70725.00237391805,0.0023025293582446538,1702975137704877.0,890379311510871.1,812595826194005.9,80215.96640240806,1816557528142986.0,1005852535788049.0,810704992354937.0,70724.97768243052,2043570165245852.5,1068455173813045.4,975114991432807.1,80215.96640240806,2179869033771583.2,1207023042945658.8,972845990825924.5,70724.97768243052,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
102000.0,2.97771375418045e+18,1.648293782573422e+18,1.3294199716070277e+18,70774.38300136453,0.002302487783830041,1702942223582136.2,890052188558058.1,812890035024078.1,80275.23179422326,1816524728734325.5,1005525420932128.5,810999307802197.0,70774.35831222965,2043530668298563.5,1068062626269669.8,975468042028893.8,80275.23179422326,2179829674481190.5,1206630505118554.0,973199169362636.5,70774.35831222965,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
102200.0,2.977659039708274e+18,1.647757417005731e+18,1.329901622702543e+18,70823.75890173302,0.0023024454764042157,1702908699760651.5,889724959162996.8,813183740597654.8,80334.50016077877,1816491350945243.8,1005198216455595.5,811293134489648.2,70823.73421496002,2043490439712782.0,1067669950995596.4,975820488717185.6,80334.50016077877,2179789621134292.5,1206237859746714.8,973551761387577.8,70823.73421496002,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
102400.0,2.9776034731763226e+18,1.6472209574902717e+18,1.3303825156860508e+18,70873.13010017775,0.0023024025101315753,1702874684740032.2,889397687879743.4,813476996860288.9,80393.77101654436,1816457453440504.2,1004870954708678.8,811586498731825.5,70873.10541575712,2043449621688039.0,1067277225455692.2,976172396232346.8,80393.77101654436,2179748944128605.2,1205845145650414.5,973903798478190.8,70873.10541575712,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
102600.0,2.977546996444187e+18,1.646684372073886e+18,1.3308626243703012e+18,70922.49658096507,0.002302358840055622,1702840094796061.5,889070329062505.0,813769765733556.5,80453.04474312838,1816423000620638.8,1004543616125840.9,811879384494797.9,70922.4718988986,2043408113755274.0,1066884394875006.1,976523718880267.9,80453.04474312838,2179707600744766.5,1205452339351009.2,974255261393757.2,70922.4718988986,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
102800.0,2.977489665304094e+18,1.6461476914475638e+18,1.3313419738565304e+18,70971.85836591962,0.002302314509317144,1702805000999486.2,888742921579972.2,814062079419514.0,80512.321020723,1816388026607736.8,1004216219477765.9,812171807129970.9,70971.83368620227,2043366001199383.8,1066491505895966.8,976874495303417.0,80512.321020723,2179665631929284.2,1205059463373319.2,974606168555965.0,70971.83368620227,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
103000.0,2.977431426964996e+18,1.6456108865902574e+18,1.3318205403747387e+18,71021.21544372295,0.002302269477095986,1702769337394332.8,888415429537423.2,814353907856909.5,80571.60014648046,1816352499133239.8,1003888747025053.6,812463752108186.1,71021.1907663594,2043323204873199.5,1066098515444908.0,977224689428291.5,80571.60014648046,2179622998959887.8,1204666496430064.2,974956502529823.5,71021.1907663594,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
103200.0,2.9773722980588457e+18,1.645073968557156e+18,1.3322983295016896e+18,71070.56763829646,0.0023022237562526407,1702732744738523.8,888087664444075.1,814645080294448.6,80630.88235610216,1816316428461103.0,1003561205575728.1,812755222885374.9,71070.54296348218,2043279293686228.5,1065705197332890.1,977574096353338.4,80630.88235610216,2179579714153323.8,1204273446690873.8,975306267462450.0,71070.54296348218,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
103400.0,2.9773120730507904e+18,1.644536825473329e+18,1.3327752475774615e+18,71119.91479305614,0.002302177187859311,1702695571130818.5,887759806097359.5,814935765033459.0,80690.16803377972,1816279689071829.2,1003233526808823.8,813046162263005.5,71119.89012069041,2043234685356982.2,1065311767316831.4,977922918040150.9,80690.16803377972,2179535626886195.2,1203880232170588.5,975655394715606.8,71119.89012069041,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
103600.0,2.97725098549456e+18,1.6439995837338719e+18,1.3332514017606879e+18,71169.25717528739,0.0023021299525091137,1702658003442891.0,887431955825447.0,815226047617444.0,80749.45644593821,1816242423528866.2,1002905787878133.6,813336635650732.6,71169.2325052659,2043189604131469.2,1064918346990536.4,978271257140932.9,80749.45644593821,2179490908234639.5,1203486945453760.2,976003962780879.2,71169.2325052659,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
103800.0,2.9771889059218217e+18,1.6434621708600804e+18,1.3337267350617413e+18,71218.59488825212,0.0023020819500919392,1702619832047637.8,887104001081849.9,815515830965787.9,80808.74823435473,1816204552729055.5,1002577944500703.5,813626608228352.0,71218.57022055253,2043143798457165.5,1064524801298219.9,978618997158945.6,80808.74823435473,2179445463274866.8,1203093533400844.2,976351929874022.5,71218.57022055253,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
104000.0,2.9771260525501353e+18,1.642924706528172e+18,1.3342013460219633e+18,71267.9280161037,0.0023020333493423617,1702581233907839.8,886776037750884.9,815805196156954.9,80868.04270801727,1816166209951315.8,1002250069770938.1,813916140180377.6,71267.90335067696,2043097480689408.0,1064131245301062.0,978966235388346.0,80868.04270801727,2179399451941579.0,1202700083725126.0,976699368216453.0,71267.90335067696,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
104200.0,2.977062264158673e+18,1.642387101408551e+18,1.334675162750122e+18,71317.25659700808,0.002301984025597967,1702542052033797.5,886447981053394.2,816094070980403.2,80927.34045790714,1816127296746484.5,1001922109139825.2,814205187606659.2,71317.23193384885,2043050462440557.0,1063737577264073.1,979312885176483.9,80927.34045790714,2179352756095781.5,1202306530967790.2,977046225127991.2,71317.23193384885,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
104400.0,2.9769977055406996e+18,1.6418494459879708e+18,1.3351482595527288e+18,71366.58067836975,0.002301934106283521,1702502417375534.0,886119901528856.8,816382515846677.2,80986.64104670369,1816087913632356.5,1001594117801113.5,814493795831243.0,71366.55601744288,2043002900850641.0,1063343881834628.4,979659019016012.6,80986.64104670369,2179305496358828.0,1201912941361336.2,977392554997491.8,71366.55601744288,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
104600.0,2.976932297977911e+18,1.6413116964023288e+18,1.335620601575582e+18,71415.90030586178,0.002301883530530872,1702462266321087.2,885791765033758.2,816670501287329.0,81045.94468415245,1816048012656351.8,1001266069033699.5,814781943622652.2,71415.87564715769,2042954719585304.8,1062950118040509.8,980004601544795.0,81045.94468415245,2179257615187622.2,1201519282840439.5,977738332347182.8,71415.87564715769,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
104800.0,2.976866081451362e+18,1.64077387448708e+18,1.3360922069642819e+18,71465.21550338513,0.002301832329254976,1702421619865460.5,885463582443122.8,816958037422337.8,81105.25139376463,1816007618141764.2,1000937976121355.2,815069642020409.0,71465.19084688224,2042905943838552.8,1062556298931747.4,980349644906805.4,81105.25139376463,2179209141770117.2,1201125571345626.2,978083570424491.0,71465.19084688224,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
105000.0,2.976799124753343e+18,1.6402360175803418e+18,1.3365631071730012e+18,71514.52632892436,0.0023017805556487933,1702380543769415.0,885135389591862.2,817245154177552.8,81164.5608704704,1815966772119831.5,1000609861877772.1,815356910242059.4,71514.50167460041,2042856652523298.2,1062162467510234.9,980694185013063.4,81164.5608704704,2179160126543798.0,1200731834253326.8,978428292290471.2,71514.50167460041,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
105200.0,2.976731306725312e+18,1.6396980587788324e+18,1.3370332479464796e+18,71563.8327975416,0.002301728116027676,1702338928962681.5,884807127298428.0,817531801664253.5,81223.8736014742,1815925400671790.8,1000281685485153.8,815643715186637.0,71563.80814539515,2042806714755217.8,1061768552758113.5,981038161997104.2,81223.8736014742,2179110480806149.0,1200338022582184.5,978772458223964.5,71563.80814539515,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
105400.0,2.976662862252114e+18,1.639160127040217e+18,1.3375027352118968e+18,71613.13495224356,0.0023016751920140136,1702296951522148.0,884478890336418.6,817818061185729.4,81283.18896774294,1815883646981190.0,999953525554935.0,815930121426255.0,71613.11030223264,2042756341826577.8,1061374668403702.5,981381673422875.2,81283.18896774294,2179060376377428.0,1199944230665922.0,979116145711506.0,71613.11030223264,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
105600.0,2.976593597849097e+18,1.638622115385537e+18,1.3379714824635602e+18,71662.43283222971,0.002301621633997708,1702254470698208.2,884150603223244.9,818103867474963.4,81342.5074277868,1815841393176457.5,999625316914480.9,816216076261976.6,71662.40818436047,2042705364837850.0,1060980723867893.8,981724640969956.2,81342.5074277868,2179009671811749.0,1199550380297377.0,979459291514372.0,71662.40818436047,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
105800.0,2.976523620071382e+18,1.6380840824268572e+18,1.3384395376445248e+18,71711.72644335704,0.0023015675243714543,1702211548955223.2,883822298813858.4,818389250141364.9,81401.82891327635,1815798704100946.0,999297095231862.8,816501608869083.2,71711.7017976039,2042653858746268.0,1060586758576630.2,982067100169637.8,81401.82891327635,2178958444921135.2,1199156514278235.2,979801930642900.0,71711.7017976039,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
106000.0,2.9764529746690836e+18,1.637546052634005e+18,1.3389069220350787e+18,71761.01585252228,0.0023015128985110784,1702168249678891.2,883494012008146.9,818674237670744.4,81461.15304291781,1815755607820925.0,998968875520939.6,816786732299985.4,71760.99120886972,2042601899614669.5,1060192814409776.2,982409085204893.2,81461.15304291781,2178906729385110.0,1198762650625127.8,980144078759982.2,71760.99120886972,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
106200.0,2.976381515077894e+18,1.6370079467057452e+18,1.339373568372149e+18,71810.30092591183,0.0023014576430871745,1702124163273353.5,883165525392669.4,818958637880684.1,81520.48076578852,1815712014863626.8,998640609369327.0,817071405494299.8,71810.2762844971,2042548995928024.2,1059798630471203.2,982750365456821.0,81520.48076578852,2178854417836352.2,1198368731243192.8,980485686593159.5,71810.2762844971,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
106400.0,2.976309318887951e+18,1.63646980796589e+18,1.3398395109220608e+18,71859.58160062681,0.002301401818095551,1702079716249200.5,882837062858605.0,819242653390595.5,81579.81160766957,1815667972501040.0,998312323174182.9,817355649326857.1,71859.55696134506,2042495659499040.8,1059404475430326.1,983091184068714.6,81579.81160766957,2178801567001248.0,1197974787809019.5,980826779192228.5,71859.55696134506,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
106600.0,2.976236386389185e+18,1.6359316344590602e+18,1.3403047519301248e+18,71908.85808457607,0.002301345423760395,1702034890528705.0,882508615130544.6,819526275398160.4,81639.14554814131,1815623480978799.0,997984015780202.1,817639465198596.9,71908.8334473657,2042441868634446.0,1059010338156653.5,983431530477792.5,81639.14554814131,2178748177174559.0,1197580818936242.8,981167358238316.2,71908.8334473657,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
106800.0,2.976162732673083e+18,1.6353934335907208e+18,1.340769299082362e+18,71958.13046462844,0.0023012884717510487,1701989644199753.0,882180159724612.1,819809484475140.9,81698.48273556188,1815578549476280.2,997655691689999.6,817922857786280.6,71958.10582945232,2042387573039703.8,1058616191669534.6,983771381370169.1,81698.48273556188,2178694259371536.5,1197186830027999.5,981507429343537.0,71958.10582945232,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
107000.0,2.976088427646801e+18,1.6348552430684861e+18,1.3412331845783148e+18,72007.39880802242,0.002301231016122531,1701944013496058.0,881851716059235.9,820092297436822.1,81757.82304965456,1815533220607366.2,997327373889007.2,818205846718359.0,72007.37417484283,2042332816195269.8,1058222059271083.0,984110756924186.8,81757.82304965456,2178639864728839.5,1196792848666808.8,981847016062030.8,72007.37417484283,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
107200.0,2.9760135201514445e+18,1.6343170888657093e+18,1.3416964312857352e+18,72056.663193954,0.0023011730946407454,1701898036315111.2,881523304937348.1,820374731377763.1,81817.1662628566,1815487524233919.0,996999078258663.9,818488445975255.1,72056.6385627447,2042277643578133.5,1057827965924817.8,984449677653315.8,81817.1662628566,2178585029080702.8,1196398893910396.8,982186135170306.0,72056.6385627447,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
107400.0,2.9759379403037025e+18,1.6337789322233027e+18,1.3421590080804e+18,72105.9236542591,0.002301114653269111,1701851645667751.8,881194889909886.6,820656755757865.1,81876.51271568977,1815441417716521.2,996670781150001.1,818770636566520.1,72105.89902500602,2042221974801302.0,1057433867891864.0,984788106909438.0,81876.51271568977,2178529701259825.5,1196004937380001.2,982524763879824.2,72105.89902500602,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
107600.0,2.9758617275162235e+18,1.6332407944363297e+18,1.3426209330798938e+18,72155.1802186119,0.002301055722483069,1701804857732586.5,880866479071360.6,820938378661225.9,81935.86246714946,1815394924995661.5,996342495497507.2,819052429498154.2,72155.15559128836,2042165829279104.0,1057039774885632.9,985126054393471.1,81935.86246714946,2178473909994794.0,1195610994597008.8,982862915397785.2,72155.15559128836,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
107800.0,2.9757850416254746e+18,1.6327027622624648e+18,1.3430822793630098e+18,72204.43297470106,0.002300996425874591,1701757825083855.2,880538154945142.9,821219670138712.4,81995.21482140609,1815348143710365.2,996014274299595.4,819333869410769.9,72204.40834926825,2042109390100626.5,1056645785934171.5,985463604166455.0,81995.21482140609,2178417772452438.5,1195217129159514.8,983200643292923.8,72204.40834926825,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
108000.0,2.9757077352732713e+18,1.6321647544552796e+18,1.3435429808179917e+18,72253.68195104924,0.0023009366495004143,1701710401733759.2,880209838929302.5,821500562804456.8,82054.57036774591,1815300983938234.8,995686067977071.5,819614915961163.2,72253.65732750525,2042052482080511.2,1056251806715163.0,985800675365348.2,82054.57036774591,2178361180725881.8,1194823281572485.5,983537899153396.2,72253.65732750525,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
108200.0,2.9756296528321567e+18,1.631626689457059e+18,1.3440029633750976e+18,72302.92676597706,0.0023008762730231435,1701661681483655.8,879881055258561.1,821780626225094.6,82113.93051555965,1815253350800747.2,995357826807079.4,819895523993667.9,72302.90214473059,2041994017780387.0,1055857266310273.4,986136751470113.6,82113.93051555965,2178304020960897.0,1194429392168495.5,983874628792401.5,72302.90214473059,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
108400.0,2.9755507746964946e+18,1.6310885589734285e+18,1.344462215723066e+18,72352.16717642682,0.002300815281282914,1701612714192466.2,879552350284351.1,822060363908115.1,82173.29464313538,1815205232158784.2,995029545635783.2,820175686523001.0,72352.14255720716,2041935257030959.5,1055462820341221.4,986472436689738.1,82173.29464313538,2178246278590541.2,1194035454762940.0,984210823827601.2,72352.14255720716,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
108600.0,2.975471285360722e+18,1.630550458272296e+18,1.344920827088426e+18,72401.40376505222,0.0023007538169382284,1701563602474707.2,879223779981923.4,822339822492783.9,82232.66216060599,1815156740699537.8,994701282655741.9,820455458043795.9,72401.37914766469,2041876322969649.0,1055068535978308.1,986807786991340.9,82232.66216060599,2178188088839445.5,1193641539186890.2,984546549652555.2,72401.37914766469,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
108800.0,2.9753911105537536e+18,1.630012344170597e+18,1.3453787663831565e+18,72450.63677401553,0.0023006918225597036,1701514116155262.8,878895221815680.2,822618894339582.5,82292.03375831463,1815107831033066.5,994373011478133.5,820734819554933.0,72450.61215837844,2041816939386315.5,1054674266178816.2,987142673207499.2,82292.03375831463,2178129397239680.0,1193247613773760.2,984881783465919.8,72450.61215837844,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
109000.0,2.9753103771766436e+18,1.6294742845296366e+18,1.345836092647007e+18,72499.86636432515,0.0023006293962723272,1701464322230937.8,878566711532490.8,822897610698447.0,82351.40921231064,1815058580600251.0,994044773515406.4,821013807084844.6,72499.84175035942,2041757186677125.5,1054280053838989.0,987477132838136.5,82351.40921231064,2178070296720301.2,1192853728218487.5,985216568501813.8,72499.84175035942,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
109200.0,2.9752286519295375e+18,1.6289360527726126e+18,1.346292599156925e+18,72549.09146451083,0.0023005662030312615,1701411463284892.8,878236806280460.0,823174657004432.8,82410.79234999827,1815008725401270.0,993716430719465.0,821292294681805.0,72549.06685345854,2041693755941871.5,1053884167536552.1,987809588405319.4,82410.79234999827,2178010470481524.2,1192459716863358.0,985550753618166.2,72549.06685345854,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
