M1.D_b.TA Time [a],M1.D_b.TA TA [mol],M1.D_b.TA C^{12}$S [mol],M1.D_b.TA C^{13}$S [mol],M1.D_b.TA $\delta^{13}$C [VPDB],M1.D_b.TA TA [mol/l],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [mol/a],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{12}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{13}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [mol/a],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{12}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{13}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA $\delta^{13}$C [VPDB]
122600.0,3.104616578895849e+18,2.5169401021855138e+19,-2.206478234888019e+19,-79013.30139797207,0.002400614141083326,1848764977064826.8,1.5376411665574068e+16,-1.3527646688509242e+16,-79290.51389941481,1893940540416440.2,1.5354333002347302e+16,-1.3460392461930862e+16,-79013.29398871573,2218517972477792.2,1.845169399868888e+16,-1.6233176026211088e+16,-79290.51389941481,2272728648499728.5,1.8425199602816764e+16,-1.6152470954317036e+16,-79013.29398871573,120000000000000.0,118666520574994.69,1333479425005.328,0.0
122800.0,3.1045503877352284e+18,2.520287080595413e+19,-2.2098318323866915e+19,-79028.11251825016,0.002400562959421384,1848722300963610.0,1.5396928958970562e+16,-1.3548206658006952e+16,-79305.0184229172,1893900161630861.2,1.5374750898499668e+16,-1.3480850736868806e+16,-79028.10511640222,2218466761156332.2,1.847631475076468e+16,-1.6257847989608348e+16,-79305.0184229172,2272680193957033.5,1.8449701078199604e+16,-1.617702088424257e+16,-79028.10511640222,120000000000000.0,118666520574994.69,1333479425005.328,0.0
123000.0,3.1044826780524636e+18,2.5236384385203757e+19,-2.213189961256299e+19,-79042.90870460377,0.002400510603577175,1848678704393394.0,1.5417473242062732e+16,-1.3568794537669338e+16,-79319.50833457265,1893858856462820.8,1.539519551141224e+16,-1.350133665494942e+16,-79042.90131028068,2218414445272073.0,1.850096789047528e+16,-1.6282553445203208e+16,-79319.50833457265,2272630627755385.0,1.847423461369469e+16,-1.6201603985939304e+16,-79042.90131028068,120000000000000.0,118666520574994.69,1333479425005.328,0.0
123200.0,3.104413184971984e+18,2.5269941570463486e+19,-2.216552629070806e+19,-79057.69079049026,0.002400456868738277,1848632125229167.8,1.5438042732721048e+16,-1.358941060749188e+16,-79333.99427339026,1893816463579898.8,1.5415666725925426e+16,-1.3521850262345528e+16,-79057.68340251072,2218358550275001.5,1.852565127926526e+16,-1.6307292728990258e+16,-79333.99427339026,2272579756295878.5,1.849880007111051e+16,-1.6226220314814634e+16,-79057.68340251072,120000000000000.0,118666520574994.69,1333479425005.328,0.0
123400.0,3.1043413243428004e+18,2.530354194166568e+19,-2.2199198522400674e+19,-79072.46062879723,0.0024004013032157007,1848583583266241.5,1.5458638608898916e+16,-1.3610055025632674e+16,-79348.4711246472,1893772626432598.0,1.5436164285588624e+16,-1.3542391659156026e+16,-79072.45324696734,2218300299919490.0,1.85503663306787e+16,-1.633206603075921e+16,-79348.4711246472,2272527151719117.5,1.8523397142706348e+16,-1.625086999098723e+16,-79072.45324696734,120000000000000.0,118666520574994.69,1333479425005.328,0.0
123600.0,3.104267039816151e+18,2.5337185665879736e+19,-2.223291653098877e+19,-79087.21846228253,0.0024003438634383222,1848533588546208.5,1.5479261349823172e+16,-1.3630727761276964e+16,-79362.93624737306,1893727310615680.0,1.5456688292270252e+16,-1.3562960981654572e+16,-79087.2110865477,2218240306255450.2,1.857511361978781e+16,-1.6356873313532358e+16,-79362.93624737306,2272472772738816.0,1.8548025950724304e+16,-1.6275553177985488e+16,-79087.2110865477,120000000000000.0,118666520574994.69,1333479425005.328,0.0
123800.0,3.1041905971491267e+18,2.537087291800067e+19,-2.2266680225761608e+19,-79101.96340647781,0.0024002847549001896,1848482277362721.2,1.5499911025082814e+16,-1.3651428747720092e+16,-79377.38887830907,1893680678162755.8,1.5477238852668204e+16,-1.3583558174505448e+16,-79101.95603729768,2218178732835265.5,1.8599893230099376e+16,-1.638171449726411e+16,-79377.38887830907,2272416813795307.0,1.8572686623201844e+16,-1.6300269809406536e+16,-79101.95603729768,120000000000000.0,118666520574994.69,1333479425005.328,0.0
124000.0,3.1041121272161516e+18,2.540460386062035e+19,-2.230048963835814e+19,-79116.69504774068,0.00240022407879866,1848429739844711.0,1.552058771446073e+16,-1.367215797461602e+16,-79391.82852978143,1893632808958978.2,1.5497816065972694e+16,-1.3604183257013716e+16,-79116.68768530771,2218115687813653.5,1.862470525735288e+16,-1.6406589569539226e+16,-79391.82852978143,2272359370750774.0,1.8597379279167236e+16,-1.6325019908416462e+16,-79116.68768530771,120000000000000.0,118666520574994.69,1333479425005.328,0.0
124200.0,3.1040311223750446e+18,2.543837800886775e+19,-2.2334344791635284e+19,-79131.41493227676,0.0024001614426044262,1848371691217414.2,1.5541287651392542e+16,-1.3692915960175128e+16,-79406.27714802288,1893583393803510.2,1.5518419636858788e+16,-1.3624836243055278e+16,-79131.40757434983,2218046029460897.2,1.8649545181671052e+16,-1.6431499152210154e+16,-79406.27714802288,2272300072564212.5,1.8622103564230544e+16,-1.6349803491666332e+16,-79131.40757434983,120000000000000.0,118666520574994.69,1333479425005.328,0.0
124400.0,3.1039463149415214e+18,2.547219439753274e+19,-2.236824598794571e+19,-79146.12704942081,0.002400095866093121,1848310250891642.8,1.5562013237259054e+16,-1.3713702986367412e+16,-79420.72414378544,1893531659043978.2,1.5539048976108286e+16,-1.3645517317064308e+16,-79146.11969528797,2217972301069971.2,1.8674415884710864e+16,-1.6456443583640892e+16,-79420.72414378544,2272237990852774.0,1.8646858771329948e+16,-1.6374620780477174e+16,-79146.11969528797,120000000000000.0,118666520574994.69,1333479425005.328,0.0
124600.0,3.103857777858358e+18,2.5506053285050114e+19,-2.2402193412869226e+19,-79160.83121250938,0.002400027405667026,1848246563742154.2,1.5582765412895744e+16,-1.373451884915359e+16,-79435.16355132159,1893477648977134.8,1.5559704241271654e+16,-1.366622659229452e+16,-79160.8238625393,2217895876490585.2,1.8699318495474892e+16,-1.6481422618984306e+16,-79435.16355132159,2272173178772562.0,1.8671645089525988e+16,-1.6399471910753426e+16,-79160.8238625393,120000000000000.0,118666520574994.69,1333479425005.328,0.0
124800.0,3.103765745589509e+18,2.5539954944116142e+19,-2.243618710463824e+19,-79175.52667828934,0.0023999562426230817,1848180767477983.0,1.5603544268074496e+16,-1.3755363500596512e+16,-79449.5946023503,1893421506636047.2,1.5580385598714808e+16,-1.368696409207876e+16,-79175.51933285243,2217816920973579.8,1.8724253121689396e+16,-1.6506436200715816e+16,-79449.5946023503,2272105807963257.0,1.8696462718457772e+16,-1.6424356910494516e+16,-79175.51933285243,120000000000000.0,118666520574994.69,1333479425005.328,0.0
125000.0,3.103670494296051e+18,2.5573899625189925e+19,-2.247022703743675e+19,-79190.21255202412,0.0023998825905001157,1848113017984033.2,1.5624349923276524e+16,-1.377623690529249e+16,-79464.01644959507,1893363400561292.0,1.5601093201232174e+16,-1.3707729800670882e+16,-79190.20521108551,2217735621580840.0,1.874921990793183e+16,-1.6531484286350992e+16,-79464.01644959507,2272036080673550.5,1.8721311841478612e+16,-1.6449275760805062e+16,-79190.20521108551,120000000000000.0,118666520574994.69,1333479425005.328,0.0
125200.0,3.1035720997107205e+18,2.560788771342053e+19,-2.2504313520901816e+19,-79204.88869764056,0.002399806507857719,1848044302009704.5,1.5645183381007666e+16,-1.3797139078997962e+16,-79478.42411657472,1893303376691962.2,1.562182728367713e+16,-1.3728523906985168e+16,-79204.8813625809,2217653162411645.8,1.87742200572092e+16,-1.6556566894797554e+16,-79478.42411657472,2271964052030355.0,1.8746192740412556e+16,-1.64742286883822e+16,-79204.8813625809,120000000000000.0,118666520574994.69,1333479425005.328,0.0
125400.0,3.103471389553891e+18,2.564191969758746e+19,-2.253844621604238e+19,-79219.55241182292,0.002399728634722505,1847974403317184.0,1.566604425103308e+16,-1.3818069847715896e+16,-79492.8185499976,1893241940098070.8,1.564258814431711e+16,-1.374934620421904e+16,-79219.54508335487,2217569283980621.0,1.8799253101239696e+16,-1.6581683817259076e+16,-79492.8185499976,2271890328117685.0,1.8771105773180532e+16,-1.6499215445062848e+16,-79219.54508335487,120000000000000.0,118666520574994.69,1333479425005.328,0.0
125600.0,3.1033736785079025e+18,2.567599577630375e+19,-2.2572620011136668e+19,-79234.1853469672,0.0023996530806201614,1847905670938433.8,1.5686932385032126e+16,-1.3839026714093692e+16,-79507.18630229622,1893182330416175.2,1.5663375904350208e+16,-1.3770193573934032e+16,-79234.17804020275,2217486805126120.8,1.8824318862038556e+16,-1.6606832056912436e+16,-79507.18630229622,2271818796499410.5,1.879605108522025e+16,-1.6524232288720838e+16,-79234.17804020275,120000000000000.0,118666520574994.69,1333479425005.328,0.0
125800.0,3.103277568368005e+18,2.5710116041113293e+19,-2.2606836386926797e+19,-79248.79239682962,0.0023995787644026587,1847838584721004.5,1.5707847592229852e+16,-1.3860009007508848e+16,-79521.52455945939,1893123700001527.8,1.568419061965497e+16,-1.3791066919653442e+16,-79248.78509668264,2217406301665205.5,1.884941711067582e+16,-1.6632010809010614e+16,-79521.52455945939,2271748440001833.5,1.8821028743585964e+16,-1.654928030358413e+16,-79248.78509668264,120000000000000.0,118666520574994.69,1333479425005.328,0.0
126000.0,3.1031820843241083e+18,2.5744280594701955e+19,-2.2641096429960983e+19,-79263.37703281757,0.002399504932307712,1847771319715982.2,1.5728790155968026e+16,-1.3881018836252044e+16,-79535.8438786083,1893065448823066.8,1.5705032352844294e+16,-1.3811966904021228e+16,-79263.36975460393,2217325583659178.8,1.887454818716163e+16,-1.6657222603502454e+16,-79535.8438786083,2271678538587680.0,1.884603882341315e+16,-1.6574360284825472e+16,-79263.36975460393,120000000000000.0,118666520574994.69,1333479425005.328,0.0
126200.0,3.1030906117943654e+18,2.5778489372183036e+19,-2.267539668083852e+19,-79277.92752368192,0.0023994342020765094,1847705936427939.5,1.5749758876480694e+16,-1.3902052940052754e+16,-79550.13182301343,1893009647671738.2,1.572590106449036e+16,-1.3832891416818622e+16,-79277.92025134654,2217247123713527.5,1.8899710651776836e+16,-1.6682463528063308e+16,-79550.13182301343,2271611577206086.0,1.887108127738843e+16,-1.6599469700182346e+16,-79277.92025134654,120000000000000.0,118666520574994.69,1333479425005.328,0.0
126400.0,3.1029979833182556e+18,2.581274214572384e+19,-2.270974208831993e+19,-79292.4616824166,0.002399362578021182,1847639225588026.2,1.5770754602787404e+16,-1.3923115377199378e+16,-79564.40711704426,1892953138625137.5,1.574679661547355e+16,-1.3853843476848412e+16,-79292.4544313364,2217167070705631.5,1.8924905523344884e+16,-1.6707738452639252e+16,-79564.40711704426,2271543766350165.0,1.889615593856826e+16,-1.6624612172218096e+16,-79292.4544313364,120000000000000.0,118666520574994.69,1333479425005.328,0.0
126600.0,3.102910411007435e+18,2.5847039055936987e+19,-2.27441265717597e+19,-79306.95813835252,0.002399294863595783,1847575810149631.8,1.5791777463819096e+16,-1.3944201653669464e+16,-79578.64377156533,1892899716788916.8,1.5767719091567348e+16,-1.3874819374778432e+16,-79306.95089296062,2217090972179558.2,1.8950132956582916e+16,-1.6733041984403358e+16,-79578.64377156533,2271479660146700.0,1.8921262909880816e+16,-1.6649783249734116e+16,-79306.95089296062,120000000000000.0,118666520574994.69,1333479425005.328,0.0
126800.0,3.102821626293779e+18,2.5881380192330027e+19,-2.2778556493666263e+19,-79321.43857309806,0.0023992262116918532,1847511531049337.5,1.5812827613913218e+16,-1.396531608286388e+16,-79592.86537491599,1892845555425770.8,1.5788668547361602e+16,-1.3895822991935832e+16,-79321.43133288524,2217013837259205.2,1.8975393136695864e+16,-1.6758379299436658e+16,-79592.86537491599,2271414666510925.0,1.8946402256833924e+16,-1.6674987590323e+16,-79321.43133288524,120000000000000.0,118666520574994.69,1333479425005.328,0.0
127000.0,3.1027289698228987e+18,2.5915765718807146e+19,-2.2813034677665366e+19,-79335.91217660288,0.002399154565989846,1847445710321460.0,1.5833905251688286e+16,-1.3986459541366826e+16,-79607.07585415877,1892789031872176.8,1.5809645082831176e+16,-1.3916856050959e+16,-79335.90494303382,2216934852385752.0,1.9000686302025944e+16,-1.6783751449640192e+16,-79607.07585415877,2271346838246612.0,1.8971574099397412e+16,-1.67002272611508e+16,-79335.90494303382,120000000000000.0,118666520574994.69,1333479425005.328,0.0
127200.0,3.102631482409972e+18,2.5950189197768847e+19,-2.2847555649898754e+19,-79350.37956721251,0.002399079184809561,1847334681582074.8,1.5854970683255726e+16,-1.4007636001673652e+16,-79621.49430958055,1892729563989645.0,1.5830644775583226e+16,-1.393791521159358e+16,-79350.37232809175,2216801617898490.0,1.902596481990687e+16,-1.6809163202008382e+16,-79621.49430958055,2271275476787574.0,1.8996773730699868e+16,-1.6725498253912294e+16,-79350.37232809175,120000000000000.0,118666520574994.69,1333479425005.328,0.0
127400.0,3.1025172878695204e+18,2.5984639228029112e+19,-2.288211988101602e+19,-79364.87670192747,0.0023989908850077413,1847202182515914.0,1.5876047847166618e+16,-1.4028845664650704e+16,-79636.0025017412,1892659905324384.2,1.5851660666290698e+16,-1.3959000760966314e+16,-79364.8694507836,2216642619019096.8,1.905125741659994e+16,-1.6834614797580844e+16,-79636.0025017412,2271191886389261.5,1.902199279954884e+16,-1.6750800913159578e+16,-79364.8694507836,120000000000000.0,118666520574994.69,1333479425005.328,0.0
127600.0,3.1023847789590927e+18,2.6019117046505435e+19,-2.2916730210605867e+19,-79379.40940407112,0.0023988884238000177,1847059270639620.5,1.5897145531946626e+16,-1.4050086261307006e+16,-79650.54385913383,1892579076567287.2,1.5872693508444452e+16,-1.3980114431877164e+16,-79379.40212716277,2216471124767544.8,1.907657463833595e+16,-1.6860103513568408e+16,-79650.54385913383,2271094891880745.0,1.9047232210133344e+16,-1.67761373182526e+16,-79379.40212716277,120000000000000.0,118666520574994.69,1333479425005.328,0.0
127800.0,3.102238755020974e+18,2.6053624061880283e+19,-2.2951383262098104e+19,-79393.96171409592,0.0023987755122304643,1846907239887288.5,1.5918263930947426e+16,-1.4071356691060138e+16,-79665.11108540068,1892489997132384.2,1.5893744161486618e+16,-1.4001254164354234e+16,-79393.95444469189,2216288687864746.5,1.910191671713691e+16,-1.6885628029272166e+16,-79665.11108540068,2270987996558861.5,1.9072492993783944e+16,-1.6801504997225082e+16,-79393.95444469189,120000000000000.0,118666520574994.69,1333479425005.328,0.0
128000.0,3.1020842228591913e+18,2.6088161387821232e+19,-2.298607512807687e+19,-79408.51682947624,0.0023986560217609007,1846750714145996.5,1.5939403038810618e+16,-1.4092652324664622e+16,-79679.6782021674,1892395729872266.0,1.5914813304890936e+16,-1.402241757501867e+16,-79408.5095532264,2216100856975195.8,1.912728364657274e+16,-1.6911182789597544e+16,-79679.6782021674,2270874875846719.0,1.909777596586912e+16,-1.68269010900224e+16,-79408.5095532264,120000000000000.0,118666520574994.69,1333479425005.328,0.0
128200.0,3.1019282053853317e+18,2.612273505732693e+19,-2.3020804828225327e+19,-79423.05323718807,0.0023985353827884266,1846623848145733.8,1.596059384249838e+16,-1.4113969994352646e+16,-79694.07470865009,1892300549180215.0,1.5935904615363114e+16,-1.40436040661829e+16,-79423.04599244228,2215948617774880.8,1.915271261099806e+16,-1.693676399322318e+16,-79694.07470865009,2270760659016258.0,1.9123085538435736e+16,-1.6852324879419478e+16,-79423.04599244228,120000000000000.0,118666520574994.69,1333479425005.328,0.0
128400.0,3.1017816771281587e+18,2.6157354745664504e+19,-2.305557105329712e+19,-79437.5374835809,0.00239842208125914,1846512211381198.2,1.598181809470232e+16,-1.4135305883321122e+16,-79708.36975656704,1892211158886033.5,1.595702399844528e+16,-1.4064812839559246e+16,-79437.53026088371,2215814653657438.0,1.9178181713642788e+16,-1.696236705998535e+16,-79708.36975656704,2270653390663240.5,1.9148428798134336e+16,-1.6877775407471096e+16,-79437.53026088371,120000000000000.0,118666520574994.69,1333479425005.328,0.0
128600.0,3.101646127040315e+18,2.6192020376169374e+19,-2.309037224229741e+19,-79451.96462513074,0.002398317268490982,1846407281232151.5,1.6003069587213108e+16,-1.4156662305980956e+16,-79722.60706950516,1892128465756167.8,1.5978171408196014e+16,-1.4086042942439846e+16,-79451.95742426494,2215688737478581.8,1.920368350465573e+16,-1.6987994767177146e+16,-79722.60706950516,2270554158907401.5,1.917380568983522e+16,-1.6903251530927818e+16,-79451.95742426494,120000000000000.0,118666520574994.69,1333479425005.328,0.0
128800.0,3.101520072614382e+18,2.62267317485292e+19,-2.3125209677565882e+19,-79466.33976287911,0.0023982197981497174,1846308165619031.5,1.6024348782188538e+16,-1.4178040616569506e+16,-79736.79205438185,1892051565311808.5,1.5999346722338346e+16,-1.4107295157026538e+16,-79466.33258407936,2215569798742838.0,1.922921853862625e+16,-1.701364873988341e+16,-79736.79205438185,2270461878374170.5,1.919921606680602e+16,-1.692875418843185e+16,-79466.33258407936,120000000000000.0,118666520574994.69,1333479425005.328,0.0
129000.0,3.1014025247943716e+18,2.626148882671478e+19,-2.316008431206068e+19,-79480.66636480177,0.0023981289054575607,1846214289700497.5,1.6045655875512602e+16,-1.4199441585812104e+16,-79750.92815901688,1891979854227218.2,1.6020549918863744e+16,-1.4128570064636526e+16,-79480.65920807324,2215457147640597.0,1.9254787050615124e+16,-1.7039329902974528e+16,-79750.92815901688,2270375825072662.0,1.9224659902636492e+16,-1.695428407756383e+16,-79480.65920807324,120000000000000.0,118666520574994.69,1333479425005.328,0.0
129200.0,3.1012921405683866e+18,2.6296290679257567e+19,-2.319499656194618e+19,-79494.94873745907,0.0023980435519438117,1846118665809865.8,1.6066985216883176e+16,-1.422086655107331e+16,-79765.05061091253,1891912511219891.8,1.6041780430221222e+16,-1.414986791900133e+16,-79494.94161430297,2215342398971839.0,1.9280382260259812e+16,-1.7065039861287972e+16,-79765.05061091253,2270295013463870.0,1.9250136516265468e+16,-1.6979841502801598e+16,-79494.94161430297,120000000000000.0,118666520574994.69,1333479425005.328,0.0
129400.0,3.1011867574703263e+18,2.633113570743135e+19,-2.322994698173654e+19,-79509.19362421049,0.0023979620655028917,1846024398539874.2,1.6088340418976376e+16,-1.4242316020436502e+16,-79779.14452611248,1891848222133896.8,1.6063037280507908e+16,-1.4171189058374012e+16,-79509.1865177876,2215229278247849.2,1.9306008502771652e+16,-1.7090779224523802e+16,-79779.14452611248,2270217866560676.0,1.927564473660949e+16,-1.7005426870048812e+16,-79509.1865177876,120000000000000.0,118666520574994.69,1333479425005.328,0.0
129600.0,3.1010846089913815e+18,2.6366024171402166e+19,-2.326493759804547e+19,-79523.40716906218,0.002397883080199292,1845932733813311.5,1.6109722822911918e+16,-1.4263790089098606e+16,-79793.20391663321,1891785909053474.2,1.6084320628276788e+16,-1.4192534719223314e+16,-79523.40006401988,2215119280575973.8,1.93316673874943e+16,-1.7116548106918326e+16,-79793.20391663321,2270143090864169.0,1.9301184753932144e+16,-1.7031041663067976e+16,-79523.40006401988,120000000000000.0,118666520574994.69,1333479425005.328,0.0
129800.0,3.1009862119456046e+18,2.640095635927562e+19,-2.3299968196408365e+19,-79537.58784615749,0.00239780699565438,1845843217245585.0,1.6131132519249594e+16,-1.4285289302004008e+16,-79807.23141249767,1891725878668741.5,1.610563064929531e+16,-1.4213904770626568e+16,-79537.58077465916,2215011860694702.0,1.935735902309951e+16,-1.714234716240481e+16,-79807.23141249767,2270071054402490.0,1.9326756779154372e+16,-1.7056685724751882e+16,-79537.58077465916,120000000000000.0,118666520574994.69,1333479425005.328,0.0
130000.0,3.1008940987760763e+18,2.64359325343845e+19,-2.3335036488737403e+19,-79551.72723066868,0.002397735770054783,1845757043994917.5,1.615256963889899e+16,-1.4306812594904072e+16,-79821.22056729769,1891669687497011.2,1.6126967504210966e+16,-1.4235297816713954e+16,-79551.72016059508,2214908452793901.2,1.938308356667879e+16,-1.716817511388489e+16,-79821.22056729769,2270003624996413.5,1.935236100505316e+16,-1.7082357380056746e+16,-79551.72016059508,120000000000000.0,118666520574994.69,1333479425005.328,0.0
130200.0,3.1007994053818353e+18,2.64709485788377e+19,-2.3370147235738997e+19,-79565.85364225926,0.0023976625493218823,1845643013986945.0,1.6174008103530986e+16,-1.432836508954404e+16,-79835.32675311137,1891611922698883.5,1.6148328684108412e+16,-1.4256716761409528e+16,-79565.84657334123,2214771616784334.2,1.9408809724237188e+16,-1.7194038107452854e+16,-79835.32675311137,2269934307238660.5,1.9377994420930096e+16,-1.7108060113691436e+16,-79565.84657334123,120000000000000.0,118666520574994.69,1333479425005.328,0.0
130400.0,3.100697822436739e+18,2.650599719644786e+19,-2.3405297445634925e+19,-79579.97865448163,0.002397584001311752,1845516710131748.8,1.6195464072740514e+16,-1.4349947362608766e+16,-79849.4739954973,1891549955968194.8,1.6169709735254472e+16,-1.4278159779286278e+16,-79579.97158161037,2214620052158098.5,1.9434556887288616e+16,-1.7219936835130518e+16,-79849.4739954973,2269859947161834.0,1.940365168230537e+16,-1.7133791735143534e+16,-79579.97158161037,120000000000000.0,118666520574994.69,1333479425005.328,0.0
130600.0,3.1005888741514404e+18,2.654107943183198e+19,-2.3440488644005822e+19,-79594.1042426793,0.002397499758124972,1845385919729043.0,1.621694337669955e+16,-1.4371557456970508e+16,-79863.62299361936,1891483492813208.2,1.6191111294210386e+16,-1.4299627801397178e+16,-79594.09718363041,2214463103674851.8,1.946033205203946e+16,-1.7245868948364608e+16,-79863.62299361936,2269780191375850.0,1.9429333553052464e+16,-1.7159553361676614e+16,-79594.09718363041,120000000000000.0,118666520574994.69,1333479425005.328,0.0
130800.0,3.1004749535443164e+18,2.657619637708395e+19,-2.3475719524759683e+19,-79608.22274728697,0.0023974116701393957,1845252473375930.8,1.6238446070632654e+16,-1.4393193597256724e+16,-79877.76368184271,1891413996174078.2,1.62125340272792e+16,-1.4321120031105122e+16,-79608.21570278154,2214302968051117.0,1.9486135284759184e+16,-1.7271832316708068e+16,-79877.76368184271,2269696795408894.0,1.9455040832735036e+16,-1.7185344037326142e+16,-79608.21570278154,120000000000000.0,118666520574994.69,1333479425005.328,0.0
131000.0,3.100359458697813e+18,2.661134894041335e+19,-2.351098759364368e+19,-79622.32311687851,0.0023973223648887498,1845117804768476.0,1.625997243454813e+16,-1.4414854629779654e+16,-79891.8883594522,1891343541775381.5,1.6233978488541892e+16,-1.434263494676651e+16,-79622.31607253243,2214141365722171.2,1.9511966921457756e+16,-1.7297825555735584e+16,-79891.8883594522,2269612250130458.0,1.948077418625027e+16,-1.7211161936119814e+16,-79622.31607253243,120000000000000.0,118666520574994.69,1333479425005.328,0.0
131200.0,3.1002513508833633e+18,2.664654549017675e+19,-2.354629226688032e+19,-79636.37872128053,0.0023972387715877623,1845034771716173.2,1.628156807443555e+16,-1.4436533302719376e+16,-79905.73637000682,1891277584415719.5,1.6255449777595026e+16,-1.4364172193179306e+16,-79636.37172463423,2214041726059408.0,1.953788168932266e+16,-1.7323839963263252e+16,-79905.73637000682,2269533101298863.5,1.9506539733114036e+16,-1.7237006631815172e+16,-79636.37172463423,120000000000000.0,118666520574994.69,1333479425005.328,0.0
131400.0,3.10016734738942e+18,2.668179980140876e+19,-2.3581630592434004e+19,-79650.33921749005,0.002397173816714806,1844979569641771.2,1.6303205619027612e+16,-1.445822604938584e+16,-79919.42166457033,1891226332843093.8,1.6276956302563628e+16,-1.4385729969720534e+16,-79650.33226134822,2213975483570125.5,1.9563846742833136e+16,-1.734987125926301e+16,-79919.42166457033,2269471599411712.5,1.953234756307635e+16,-1.726287596366464e+16,-79650.33226134822,120000000000000.0,118666520574994.69,1333479425005.328,0.0
131600.0,3.100105261697396e+18,2.6717111179372184e+19,-2.3617004066415698e+19,-79664.21192028961,0.002397125809565954,1844937879424659.5,1.6324875578286618e+16,-1.4479937698861958e+16,-79933.01699464783,1891188452294943.8,1.6298497640847022e+16,-1.4407309188552078e+16,-79664.20500316913,2213925455309591.5,1.958985069394394e+16,-1.7375925238634348e+16,-79933.01699464783,2269426142753932.5,1.9558197169016428e+16,-1.7288771026262496e+16,-79664.20500316913,120000000000000.0,118666520574994.69,1333479425005.328,0.0
131800.0,3.100062395999055e+18,2.675247881747395e+19,-2.365241458050869e+19,-79678.00575324845,0.0023970926640876026,1844907997755173.8,1.634657844423678e+16,-1.4501670446481606e+16,-79946.53221220836,1891162296722257.2,1.6320073300259132e+16,-1.4428911003536874e+16,-79677.99887510814,2213889597306208.8,1.9615894133084136e+16,-1.7402004535777928e+16,-79946.53221220836,2269394756066709.0,1.958408796031096e+16,-1.7314693204244252e+16,-79677.99887510814,120000000000000.0,118666520574994.69,1333479425005.328,0.0
132000.0,3.1000368471515213e+18,2.6787902198136316e+19,-2.3687863520057635e+19,-79691.7270644295,0.0023970729086932986,1844888610735142.2,1.6368314326936698e+16,-1.4523425716201556e+16,-79959.9747651587,1891146705286655.8,1.6341682964999566e+16,-1.445053625971291e+16,-79691.72022435103,2213866332882170.8,1.964197719232404e+16,-1.742811085944187e+16,-79959.9747651587,2269376046343987.0,1.9610019557999476e+16,-1.7340643511655488e+16,-79691.72022435103,120000000000000.0,118666520574994.69,1333479425005.328,0.0
132200.0,3.1000291793386685e+18,2.682338442923207e+19,-2.3723353423737676e+19,-79705.37535885708,0.0023970669796326573,1844902302307356.8,1.6390104127838246e+16,-1.454520182553089e+16,-79973.23501564353,1891142022236750.8,1.6363328528444218e+16,-1.4472186506207468e+16,-79705.36855392052,2213882762768828.2,1.9668124953405896e+16,-1.7454242190637068e+16,-79973.23501564353,2269370426684101.0,1.9635994234133064e+16,-1.7366623807448964e+16,-79705.36855392052,120000000000000.0,118666520574994.69,1333479425005.328,0.0
132400.0,3.1000455191116334e+18,2.68589312165131e+19,-2.3758883880565543e+19,-79718.93275192184,0.0023970796142009023,1844936379373038.5,1.6411934986350844e+16,-1.4566998606977806e+16,-79986.37454553066,1891151981230713.8,1.6385013473523834e+16,-1.449386149229312e+16,-79718.92600113846,2213923655247646.2,1.9694321983621012e+16,-1.7480398328373366e+16,-79986.37454553066,2269382377476856.5,1.96620161682286e+16,-1.7392633790751744e+16,-79718.92600113846,120000000000000.0,118666520574994.69,1333479425005.328,0.0
