M1.D_b.TA Time [a],M1.D_b.TA TA [mol],M1.D_b.TA C^{12}$S [mol],M1.D_b.TA C^{13}$S [mol],M1.D_b.TA $\delta^{13}$C [VPDB],M1.D_b.TA TA [mol/l],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [mol/a],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{12}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{13}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [mol/a],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{12}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{13}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA $\delta^{13}$C [VPDB]
60000.0,3.094600209078832e+18,1.6618184332684257e+19,-1.3523582253610025e+19,-73418.58993160508,0.0023928690819386626,1841578952858102.8,1.013331069499533e+16,-8291731742137227.0,-73817.50159385732,1887830161115843.2,1.0137751719130748e+16,-8249921558014905.0,-73418.57883014002,2209894743429723.5,1.2159972833994398e+16,-9950078090564674.0,-73817.50159385732,2265396193339012.0,1.2165302062956898e+16,-9899905869617886.0,-73418.57883014002,120000000000000.0,118666520574994.69,1333479425005.328,0.0
60200.0,3.094502916314769e+18,1.6639964129965142e+19,-1.354545935458892e+19,-73440.80056052169,0.002392793851268691,1841422598143685.2,1.0146594195322876e+16,-8305171597179191.0,-73840.04544154086,1887770814980337.2,1.0151038268635356e+16,-8263267453655019.0,-73440.78943312603,2209707117772422.2,1.217591303438745e+16,-9966205916615028.0,-73840.04544154086,2265324977976405.0,1.2181245922362428e+16,-9915920944386024.0,-73440.78943312603,120000000000000.0,118666520574994.69,1333479425005.328,0.0
60400.0,3.094392609487908e+18,1.666173999703983e+19,-1.3567345549624627e+19,-73463.01878708253,0.002392708557603051,1841248348932481.8,1.0159869556785694e+16,-8318621207853212.0,-73862.67415757815,1887703524857935.8,1.016432242132731e+16,-8276618896469374.0,-73463.0076778652,2209498018718978.0,1.2191843468142834e+16,-9982345449423856.0,-73862.67415757815,2265244229829523.0,1.2197186905592774e+16,-9931942675763252.0,-73463.0076778652,120000000000000.0,118666520574994.69,1333479425005.328,0.0
60600.0,3.094273710898485e+18,1.6683512595423885e+19,-1.3589237068205031e+19,-73485.2216111619,0.0023926166204417724,1841068853173602.8,1.0173145527371928e+16,-8332076674198325.0,-73885.29067405293,1887630993128342.0,1.0177604579637598e+16,-8289973586509256.0,-73485.2105220072,2209282623808323.5,1.2207774632846316e+16,-9998492009037992.0,-73885.29067405293,2265157191754010.5,1.2213125495565116e+16,-9947968303811106.0,-73485.2105220072,120000000000000.0,118666520574994.69,1333479425005.328,0.0
60800.0,3.094149144515968e+18,1.670528294426581e+19,-1.3611132005843722e+19,-73507.39453719262,0.0023925203007153983,1840885983521090.2,1.018642221852952e+16,-8345536235008430.0,-73907.87885076855,1887555003314043.0,1.0190885365356114e+16,-8303330362042071.0,-73507.38347196864,2209063180225308.5,1.2223706662235426e+16,-1.0014643482010118e+16,-73907.87885076855,2265066003976852.0,1.2229062438427338e+16,-9963996434450486.0,-73507.38347196864,120000000000000.0,118666520574994.69,1333479425005.328,0.0
61000.0,3.094022429613051e+18,1.672705190425713e+19,-1.3633027698994213e+19,-73529.5197884245,0.0023924223196668216,1840701728612842.8,1.0199699908677994e+16,-8358998180065151.0,-73930.42188155558,1887477705363099.2,1.0204165303572294e+16,-8316687598209195.0,-73529.50872442307,2208842074335411.5,1.2239639890413594e+16,-1.0030797816078182e+16,-73930.42188155558,2264973246435719.0,1.224499836428675e+16,-9980025117851032.0,-73529.50872442307,120000000000000.0,118666520574994.69,1333479425005.328,0.0
61200.0,3.09390122240248e+18,1.674882654769664e+19,-1.3654923578015676e+19,-73551.56389425519,0.0023923285973870157,1840558824234884.5,1.0213017109933852e+16,-8372458285698968.0,-73952.6080362453,1887403756054366.8,1.0217448704081554e+16,-8330044948027187.0,-73551.55292180539,2208670589081861.8,1.2255620531920626e+16,-1.0046949942838764e+16,-73952.6080362453,2264884507265240.0,1.2260938444897864e+16,-9996053937632624.0,-73551.55292180539,120000000000000.0,118666520574994.69,1333479425005.328,0.0
61400.0,3.093801241833673e+18,1.6770619213781354e+19,-1.3676816243691778e+19,-73573.45571414476,0.0023922512883985426,1840439179225165.0,1.022635345483795e+16,-8385914275612785.0,-73974.56398402175,1887342760167694.8,1.023074309803275e+16,-8343400337865055.0,-73573.444793609,2208527015070198.2,1.2271624145805542e+16,-1.0063097130735344e+16,-73974.56398402175,2264811312201234.0,1.2276891717639304e+16,-1.001208040543807e+16,-73573.444793609,120000000000000.0,118666520574994.69,1333479425005.328,0.0
61600.0,3.0937212810983583e+18,1.6792430214091172e+19,-1.369870722847093e+19,-73595.2025446011,0.002392189459548812,1840331797027834.0,1.0239700527652962e+16,-8399368730625128.0,-73996.37292403754,1887293974300429.0,1.0244048676657242e+16,-8356754702356813.0,-73595.19170091458,2208398156433401.0,1.2287640633183556e+16,-1.0079242476750156e+16,-73996.37292403754,2264752769160515.0,1.229285841198869e+16,-1.0028105642828176e+16,-73595.19170091458,120000000000000.0,118666520574994.69,1333479425005.328,0.0
61800.0,3.0936597913676954e+18,1.6814259460152295e+19,-1.3720597988145013e+19,-73616.81296564924,0.0023921419132212026,1840235866723952.2,1.0253058723625118e+16,-8412822856901166.0,-74018.04301592418,1887256456371023.0,1.0257365385922174e+16,-8370108929551151.0,-73616.80219955991,2208283040068742.8,1.230367046835014e+16,-1.0095387428281398e+16,-74018.04301592418,2264707747645228.0,1.2308838463106612e+16,-1.0044130715461384e+16,-73616.80219955991,120000000000000.0,118666520574994.69,1333479425005.328,0.0
62000.0,3.0936158395094687e+18,1.6836106995714517e+19,-1.374248949947245e+19,-73638.29241169318,0.0023921079278804353,1840150708060436.8,1.0266428258186588e+16,-8426277550126151.0,-74039.58096242601,1887229637221734.0,1.0270693252491342e+16,-8383463615269608.0,-73638.28172312645,2208180849672524.2,1.2319713909823908e+16,-1.0111533060151384e+16,-74039.58096242601,2264675564666081.0,1.232483190298961e+16,-1.0060156338323528e+16,-73638.28172312645,120000000000000.0,118666520574994.69,1333479425005.328,0.0
62200.0,3.0935992102889784e+18,1.6857984181488943e+19,-1.376438332868e+19,-73659.60062403147,0.0023920950694997466,1840149755997894.8,1.0279877577283882e+16,-8439727821285987.0,-74060.45756133452,1887219482825562.8,1.0284039198596736e+16,-8396819715771173.0,-73659.59002683182,2208179707197473.8,1.2335853092740658e+16,-1.0127673385543184e+16,-74060.45756133452,2264663379390675.5,1.2340847038316084e+16,-1.0076183658925408e+16,-73659.59002683182,120000000000000.0,118666520574994.69,1333479425005.328,0.0
62400.0,3.093630745691869e+18,1.6879911908150796e+19,-1.378627953809327e+19,-73680.64853464217,0.0023921194539389197,1840196808222169.2,1.029336971647188e+16,-8453172908249711.0,-74080.93077011038,1887238705875228.2,1.029741597505959e+16,-8410177269184362.0,-73680.63806832969,2208236169866603.2,1.2352043659766258e+16,-1.0143807489899654e+16,-74080.93077011038,2264686447050274.0,1.235689917007151e+16,-1.0092212723021236e+16,-73680.63806832969,120000000000000.0,118666520574994.69,1333479425005.328,0.0
62600.0,3.0937048302742646e+18,1.6901889642201108e+19,-1.38081832002519e+19,-73701.46597002984,0.002392176739111377,1840269973655448.2,1.0306889168125456e+16,-8466619194470008.0,-74101.16701967429,1887283888941863.2,1.031082325846201e+16,-8423539369520147.0,-73701.45560629689,2208323968386538.0,1.2368267001750548e+16,-1.015994303336401e+16,-74101.16701967429,2264740666730236.0,1.2372987910154414e+16,-1.0108247243424178e+16,-73701.45560629689,120000000000000.0,118666520574994.69,1333479425005.328,0.0
62800.0,3.0938150078572314e+18,1.6923916217765315e+19,-1.383009960555816e+19,-73722.0864715637,0.0023922619328404504,1840365471583521.5,1.0320436194243008e+16,-8480070722659486.0,-74121.20008345372,1887351093416691.5,1.0324260337443166e+16,-8436909244026474.0,-73722.07618272092,2208438565900226.0,1.238452343309161e+16,-1.0176084867191384e+16,-74121.20008345372,2264821312100030.0,1.2389112404931798e+16,-1.0124291092831768e+16,-73722.07618272092,120000000000000.0,118666520574994.69,1333479425005.328,0.0
63000.0,3.093956406653456e+18,1.6945990773278888e+19,-1.3852032773456824e+19,-73742.53543494063,0.0023923712680646637,1840479967954015.8,1.0334010745319422e+16,-8493530777365406.0,-74141.05923504516,1887437341736293.2,1.0337726686350272e+16,-8450289344613979.0,-73742.5252413363,2208575961544819.0,1.2400812894383306e+16,-1.0192236932838488e+16,-74141.05923504516,2264924810083552.0,1.2405272023620326e+16,-1.0140347213536774e+16,-73742.5252413363,120000000000000.0,118666520574994.69,1333479425005.328,0.0
63200.0,3.0941266887971886e+18,1.6968115477602386e+19,-1.3873987206553117e+19,-73762.82766979218,0.0023925029370523887,1840629528496103.5,1.0347630083634854e+16,-8507000555138750.0,-74160.63324148553,1887541207875358.2,1.035122362613569e+16,-8463682418260332.0,-73762.81758691794,2208755434195324.2,1.2417156100361826e+16,-1.0208400666166502e+16,-74160.63324148553,2265049449450430.0,1.2421468351362828e+16,-1.0156418901912398e+16,-73762.81758691794,120000000000000.0,118666520574994.69,1333479425005.328,0.0
63400.0,3.094327668808131e+18,1.6990295021420327e+19,-1.3895965770909342e+19,-73782.95852635743,0.002392658342863085,1840802683721993.8,1.0361284575008452e+16,-8520481891286458.0,-74180.00678081709,1887663806615473.0,1.0364754019982216e+16,-8477090213366743.0,-73782.94850486032,2208963220466392.8,1.2433541490010144e+16,-1.0224578269543752e+16,-74180.00678081709,2265196567938567.5,1.243770482397866e+16,-1.0172508256040092e+16,-73782.94850486032,120000000000000.0,118666520574994.69,1333479425005.328,0.0
63600.0,3.094554534460572e+18,1.7012528705995741e+19,-1.3917972589607518e+19,-73802.95299855362,0.002392833764490695,1840991801406148.2,1.0374970074525654e+16,-8533978273119506.0,-74199.23960351099,1887802197083455.8,1.0378317442131446e+16,-8490515245047990.0,-73802.94303485131,2209190161687378.0,1.2449964089430786e+16,-1.0240773927743408e+16,-74199.23960351099,2265362636500147.0,1.2453980930557736e+16,-1.0188618294057588e+16,-73802.94303485131,120000000000000.0,118666520574994.69,1333479425005.328,0.0
63800.0,3.0948034964817367e+18,1.7034815731756354e+19,-1.3940010652399008e+19,-73822.83046639238,0.00239302627191743,1841194369444847.2,1.0388686466712452e+16,-8547492097267605.0,-74218.35343699524,1887954067666950.8,1.0391913404762266e+16,-8503959337095315.0,-73822.82055688345,2209433243333816.8,1.2466423760054944e+16,-1.0256990516721128e+16,-74218.35343699524,2265544881200341.0,1.2470296085714722e+16,-1.020475120451438e+16,-73822.82055688345,120000000000000.0,118666520574994.69,1333479425005.328,0.0
64000.0,3.095070329137926e+18,1.70571554263187e+19,-1.3962083508156045e+19,-73842.61258852396,0.0023932325976363947,1841408139759000.8,1.0402433564147656e+16,-8561025424388655.0,-74237.36752958712,1888116843186929.0,1.0405541497663914e+16,-8517424654476985.0,-73842.60270659869,2209689767710801.0,1.2482920276977188e+16,-1.0273230509266388e+16,-74237.36752958712,2265740211824315.0,1.24866497971967e+16,-1.0220909585372384e+16,-73842.60270659869,120000000000000.0,118666520574994.69,1333479425005.328,0.0
64200.0,3.0953555355902034e+18,1.7079549521852854e+19,-1.3984192395099677e+19,-73862.29861808149,0.002393453130711918,1841646531857992.8,1.041622524997655e+16,-8574578718118557.0,-74256.18843028965,1888290823211280.0,1.0419202775807908e+16,-8530911952596628.0,-73862.28879760636,2209975838229591.5,1.2499470299971862e+16,-1.028949446174227e+16,-74256.18843028965,2265948987853536.0,1.250304333096949e+16,-1.0237094343115954e+16,-73862.28879760636,120000000000000.0,118666520574994.69,1333479425005.328,0.0
64400.0,3.095659690503835e+18,1.7102001765219561e+19,-1.400634047647751e+19,-73881.8892370004,0.0023936883154982483,1841900784103566.0,1.0430053650479538e+16,-8588152866375972.0,-74274.87955556525,1888476364991237.8,1.0432899526293124e+16,-8544423161301886.0,-73881.87945682427,2210280940924279.5,1.2516064380575448e+16,-1.0305783439651168e+16,-74274.87955556525,2266171637989485.5,1.251947943155175e+16,-1.0253307793562264e+16,-73881.87945682427,120000000000000.0,118666520574994.69,1333479425005.328,0.0
64600.0,3.0959804138738396e+18,1.7124511527414106e+19,-1.4028529512184044e+19,-73901.39644431871,0.0023939363116800127,1842164668846146.0,1.0443915353818312e+16,-8601750684972166.0,-74293.48916029108,1888672011842861.5,1.044663136580791e+16,-8557959353965048.0,-73901.38672477381,2210597602615375.5,1.2532698424581976e+16,-1.03221008219666e+16,-74293.48916029108,2266406414211434.0,1.2535957638969492e+16,-1.0269551224758058e+16,-73901.38672477381,120000000000000.0,118666520574994.69,1333479425005.328,0.0
64800.0,3.0963145929788385e+18,1.7147078089508055e+19,-1.405076188182418e+19,-73920.83577929353,0.002394194712376114,1842436919881482.0,1.045781020201793e+16,-8615373282136448.0,-74312.02792870442,1888875873452891.5,1.046039785573946e+16,-8571521982286568.0,-73920.82606765938,2210924303857778.8,1.2549372242421516e+16,-1.0338447938563738e+16,-74312.02792870442,2266651048143470.0,1.2552477426887352e+16,-1.0285826378743882e+16,-73920.82606765938,120000000000000.0,118666520574994.69,1333479425005.328,0.0
65000.0,3.096658330429173e+18,1.7169700826628682e+19,-1.4073040867972698e+19,-73940.22698470416,0.0023944605039684487,1842715457050035.8,1.0471737966534614e+16,-8629022509484578.0,-74330.51330243339,1889085566081026.8,1.0474198614869888e+16,-8585113048788861.0,-73940.21728092467,2211258548460043.0,1.2566085559841538e+16,-1.0354827011381496e+16,-74330.51330243339,2266902679297232.5,1.2569038337843868e+16,-1.0302135658546636e+16,-73940.21728092467,120000000000000.0,118666520574994.69,1333479425005.328,0.0
65200.0,3.0970092485728584e+18,1.719237554000527e+19,-1.4095364658676724e+19,-73959.57849993873,0.0023947318479610757,1842975904838295.2,1.0485676364591416e+16,-8642700459753121.0,-74349.11895236363,1889299636749148.0,1.048803108442794e+16,-8598731447678792.0,-73959.56882934697,2211571085805954.2,1.25828116375097e+16,-1.0371240551703746e+16,-74349.11895236363,2267159564098978.0,1.2585637301313528e+16,-1.031847773721455e+16,-73959.56882934697,120000000000000.0,118666520574994.69,1333479425005.328,0.0
65400.0,3.097353949636906e+18,1.7215094992013648e+19,-1.411773939539666e+19,-73978.9527356684,0.0023949983846582074,1843227105412240.0,1.049963716044872e+16,-8656410055036480.0,-74367.78690470649,1889509921397157.0,1.0501890847001104e+16,-8612380925603947.0,-73978.94304293994,2211872526494688.0,1.2599564592538464e+16,-1.0387692066043776e+16,-74367.78690470649,2267411905676588.5,1.2602269016401328e+16,-1.033485711072474e+16,-73978.94304293994,120000000000000.0,118666520574994.69,1333479425005.328,0.0
65600.0,3.0976930842760156e+18,1.7237858953800423e+19,-1.414016421303704e+19,-73998.34595430788,0.002395260617172171,1843474432757214.5,1.051362530064179e+16,-8670150867884576.0,-74386.47864643125,1889716807488976.5,1.0515777762296968e+16,-8626060954807992.0,-73998.33626336275,2212169319308657.5,1.2616350360770148e+16,-1.040418104146149e+16,-74386.47864643125,2267660168986772.0,1.2618933314756362e+16,-1.035127314576959e+16,-73998.33626336275,120000000000000.0,118666520574994.69,1333479425005.328,0.0
65800.0,3.0980269211593324e+18,1.7260667444329464e+19,-1.4162638852121901e+19,-74017.75651273162,0.002395518753248733,1843718733954705.5,1.0527640529668658e+16,-8683921795713952.0,-74405.18639844135,1889920464793159.8,1.052969184192009e+16,-8639771377126930.0,-74017.7467978418,2212462480745646.8,1.2633168635602392e+16,-1.0420706154856746e+16,-74405.18639844135,2267904557751792.0,1.263563021030411e+16,-1.0367725652552318e+16,-74017.7467978418,120000000000000.0,118666520574994.69,1333479425005.328,0.0
66000.0,3.0983574734117683e+18,1.7283520399191079e+19,-1.4185161244921018e+19,-74037.17381803019,0.002395774349516871,1843960714927927.0,1.0541682679142536e+16,-8697721964214609.0,-74423.90374479433,1890122115484796.0,1.0543633046595298e+16,-8653510931110502.0,-74037.16410348626,2212752857913512.5,1.2650019214971042e+16,-1.043726635705753e+16,-74423.90374479433,2268146538581755.0,1.2652359655914358e+16,-1.0384213117332604e+16,-74037.16410348626,120000000000000.0,118666520574994.69,1333479425005.328,0.0
66200.0,3.098685342170976e+18,1.7306417073165072e+19,-1.420773004015361e+19,-74056.59389132669,0.0023960278708003444,1844197039082701.8,1.0555747743869254e+16,-8711550704786552.0,-74442.65273389276,1890322129782614.0,1.0557600922184998e+16,-8667278792402384.0,-74056.58417253131,2213036446899242.2,1.2666897292643106e+16,-1.0453860845743864e+16,-74442.65273389276,2268386555739137.0,1.2669121106622e+16,-1.0400734550882864e+16,-74056.58417253131,120000000000000.0,118666520574994.69,1333479425005.328,0.0
66400.0,3.0990104297149143e+18,1.7329356157937121e+19,-1.423034403212593e+19,-74076.01590017957,0.002396279241536548,1844430196000807.8,1.0569837695299714e+16,-8725407499298906.0,-74461.41505341818,1890520444741380.8,1.0571594670193288e+16,-8681074225451907.0,-74076.00620002928,2213316235200969.5,1.2683805234359656e+16,-1.0470488999158686e+16,-74461.41505341818,2268624533689657.0,1.2685913604231946e+16,-1.0417289070542288e+16,-74076.00620002928,120000000000000.0,118666520574994.69,1333479425005.328,0.0
66600.0,3.099332100675696e+18,1.7352337538524127e+19,-1.4253003731418665e+19,-74095.44279733679,0.002396527970433533,1844661620217059.8,1.0583953277726968e+16,-8739291657509908.0,-74480.17954687975,1890716678498339.5,1.0585614220366528e+16,-8694897541868188.0,-74095.43309024311,2213593944260471.8,1.2700743933272362e+16,-1.048714998901189e+16,-74480.17954687975,2268860014198007.5,1.2702737064439836e+16,-1.0433877050241828e+16,-74095.43309024311,120000000000000.0,118666520574994.69,1333479425005.328,0.0
66800.0,3.0996510404726717e+18,1.73753611210655e+19,-1.4275708359147084e+19,-74114.87082733653,0.0023967745874850484,1844891655690417.8,1.05980943593158e+16,-8753202703625382.0,-74498.9429885883,1890911248955593.5,1.059965951545604e+16,-8708748266500446.0,-74114.86108976578,2213869986828501.5,1.271771323117896e+16,-1.0503843244350458e+16,-74498.9429885883,2269093498746712.5,1.2719591418547246e+16,-1.0450497919800534e+16,-74114.86108976578,120000000000000.0,118666520574994.69,1333479425005.328,0.0
67000.0,3.0999626406408054e+18,1.7398426821984039e+19,-1.4298462454235427e+19,-74134.32341148685,0.002397015529240971,1845116547111243.0,1.0612261031288118e+16,-8767144484176875.0,-74517.73687100492,1891101336327585.5,1.0613730504457252e+16,-8722629168129666.0,-74134.31369072832,2214139856533491.8,1.2734713237545742e+16,-1.052057338101225e+16,-74517.73687100492,2269321603593102.5,1.2736476605348702e+16,-1.04671550017556e+16,-74134.31369072832,120000000000000.0,118666520574994.69,1333479425005.328,0.0
67200.0,3.100279396549824e+18,1.7421539760762024e+19,-1.432125862661666e+19,-74153.7410653961,0.002397260457622669,1845375637883716.8,1.0626484540795858e+16,-8781108902912141.0,-74536.27690149573,1891294567684065.2,1.0627830306684532e+16,-8736535739000467.0,-74153.73136610052,2214450765460460.2,1.2751781448955032e+16,-1.0537330683494572e+16,-74536.27690149573,2269553481220878.5,1.2753396368021438e+16,-1.048384288680056e+16,-74153.73136610052,120000000000000.0,118666520574994.69,1333479425005.328,0.0
67400.0,3.1006071381238815e+18,1.7444709354998958e+19,-1.4344100468237791e+19,-74173.10259083023,0.002397513880561479,1845649609590310.8,1.0640747684232062e+16,-8795098074641751.0,-74554.7004079828,1891494499976575.8,1.0641964670331264e+16,-8750470170354688.0,-74173.09291833808,2214779531508373.0,1.2768897221078474e+16,-1.05541176895701e+16,-74554.7004079828,2269793399971891.0,1.2770357604397518e+16,-1.0500564204425628e+16,-74173.09291833808,120000000000000.0,118666520574994.69,1333479425005.328,0.0
67600.0,3.1009434279080817e+18,1.7467935160592351e+19,-1.436698997257979e+19,-74192.42003933928,0.00239777391331945,1845929410837399.0,1.0655043175794212e+16,-8809113764956813.0,-74573.07270733052,1891699647196869.0,1.0656133325418752e+16,-8764433678221883.0,-74192.41039255218,2215115293004878.8,1.2786051810953054e+16,-1.0570936517948176e+16,-74573.07270733052,2270039576636243.0,1.2787359990502504e+16,-1.051732041386626e+16,-74192.41039255218,120000000000000.0,118666520574994.69,1333479425005.328,0.0
67800.0,3.1012875021218386e+18,1.7491216436847458e+19,-1.4389927162597335e+19,-74211.69661732366,0.002398039965310779,1846213630788521.2,1.0669371018371554e+16,-8823157387583033.0,-74591.4056098124,1891909543615037.2,1.067033582003244e+16,-8778426276417403.0,-74211.68699333181,2215456356946225.5,1.2803245222045866e+16,-1.058778886509964e+16,-74591.4056098124,2270291452338045.0,1.280440298403893e+16,-1.0534111531700884e+16,-74211.68699333181,120000000000000.0,118666520574994.69,1333479425005.328,0.0
68000.0,3.101638744889188e+18,1.751455258474455e+19,-1.4412912050600063e+19,-74230.93487174592,0.0023983115603154518,1846502268601689.5,1.0683731050076862e+16,-8837228781475172.0,-74609.6988813514,1892123816245725.2,1.0684571788719002e+16,-8792447972473277.0,-74230.92524492535,2215802722322027.8,1.2820477260092234e+16,-1.0604674537770206e+16,-74609.6988813514,2270548579494870.5,1.2821486146462802e+16,-1.0550937566967932e+16,-74230.92524492535,120000000000000.0,118666520574994.69,1333479425005.328,0.0
68200.0,3.10198893344135e+18,1.7537941577381153e+19,-1.4435950841943998e+19,-74250.17472761359,0.002398582340158631,1846781055860439.0,1.069811410200034e+16,-8851333046139901.0,-74628.05803910953,1892337444322485.5,1.0698839996051442e+16,-8806502551728956.0,-74250.16511186323,2216137267032527.0,1.2837736922400408e+16,-1.062159965536788e+16,-74628.05803910953,2270804933186982.5,1.283860799526173e+16,-1.0567803062074748e+16,-74250.16511186323,120000000000000.0,118666520574994.69,1333479425005.328,0.0
68400.0,3.1023396326171796e+18,1.756138021416863e+19,-1.4459038766430892e+19,-74269.40518591115,0.002398853514836524,1847057430017414.5,1.0712524842903986e+16,-8865467412886572.0,-74646.42760271135,1892551384500298.0,1.0713138488653688e+16,-8820587104153390.0,-74269.39557680361,2216468916020897.5,1.2855029811484782e+16,-1.0638560895463884e+16,-74646.42760271135,2271061661400358.0,1.2855766186384428e+16,-1.058470452498407e+16,-74269.39557680361,120000000000000.0,118666520574994.69,1333479425005.328,0.0
68600.0,3.102688562389351e+18,1.7584868117552613e+19,-1.4482177726778962e+19,-74288.63732379653,0.002399123321340494,1847332627914025.5,1.0726965066983496e+16,-8879632439069470.0,-74664.79969054123,1892764245368774.8,1.0727467035930688e+16,-8834702790561913.0,-74288.6277206971,2216799153496830.8,1.2872358080380196e+16,-1.0655558926883366e+16,-74664.79969054123,2271317094442530.0,1.2872960443116828e+16,-1.0601643348674298e+16,-74288.6277206971,120000000000000.0,118666520574994.69,1333479425005.328,0.0
68800.0,3.1030509917967903e+18,1.760840498669669e+19,-1.4505352162247608e+19,-74307.79358400872,0.002399403566304255,1847614490671677.0,1.0741434277796476e+16,-8893819787124799.0,-74683.10847192393,1892985336278012.5,1.074182545440221e+16,-8848840118124198.0,-74307.78403082785,2217137388806012.5,1.2889721133355774e+16,-1.0672583744549762e+16,-74683.10847192393,2271582403533615.0,1.2890190545282652e+16,-1.0618608141749036e+16,-74307.78403082785,120000000000000.0,118666520574994.69,1333479425005.328,0.0
69000.0,3.103430884905848e+18,1.7631990314302493e+19,-1.4528557591789314e+19,-74326.85360431578,0.0023996973149030035,1847906869910801.0,1.0755931697050724e+16,-8908024827139923.0,-74701.32108131642,1893217081182619.8,1.0756213434658812e+16,-8862996353476192.0,-74326.84409757901,2217488243892961.5,1.290711803646087e+16,-1.0689629792567908e+16,-74701.32108131642,2271860497419143.5,1.2907456121590574e+16,-1.063559562417143e+16,-74326.84409757901,120000000000000.0,118666520574994.69,1333479425005.328,0.0
69200.0,3.103819172256288e+18,1.7655616133409405e+19,-1.4551795118050814e+19,-74345.85626790434,0.0023999975542660884,1848160414796319.2,1.077041234040012e+16,-8922251925603801.0,-74719.78174292557,1893453953140231.8,1.0770626121921034e+16,-8877172168780802.0,-74345.84676413942,2217792497755583.2,1.2924494808480146e+16,-1.0706702310724562e+16,-74719.78174292557,2272144743768278.0,1.292475134630524e+16,-1.0652606602536962e+16,-74345.84676413942,120000000000000.0,118666520574994.69,1333479425005.328,0.0
69400.0,3.1041994816686213e+18,1.767926832816337e+19,-1.4575066998023373e+19,-74364.87161238775,0.0024002916247672385,1848396880398990.8,1.0784900228211108e+16,-8936503347812117.0,-74738.34400353131,1893685959798329.2,1.0785054900572214e+16,-8891368940773885.0,-74364.86210046924,2218076256478789.0,1.294188027385333e+16,-1.072380401737454e+16,-74738.34400353131,2272423151757995.0,1.2942065880686658e+16,-1.0669642728928664e+16,-74364.86210046924,120000000000000.0,118666520574994.69,1333479425005.328,0.0
69600.0,3.1045708313357855e+18,1.7702946802857947e+19,-1.4598374117476307e+19,-74383.90435131054,0.0024005787672338286,1848628000536518.8,1.0799405255164166e+16,-8950777254627647.0,-74756.92468388735,1893912500762010.5,1.079949971089161e+16,-8905587210129600.0,-74383.89483019934,2218353600643822.5,1.2959286306196998e+16,-1.0740932705553176e+16,-74756.92468388735,2272695000914412.5,1.295939965306993e+16,-1.0686704652155518e+16,-74383.89483019934,120000000000000.0,118666520574994.69,1333479425005.328,0.0
69800.0,3.104933403372588e+18,1.7726651914790562e+19,-1.462171665210743e+19,-74402.95373284025,0.0024008591224843373,1848853809105219.0,1.081392712933371e+16,-8965073320228491.0,-74775.52293186277,1894133686824636.5,1.0813960770913428e+16,-8919827084088792.0,-74402.94420410226,2218624570926262.8,1.297671255520045e+16,-1.0758087984274188e+16,-74775.52293186277,2272960424189564.0,1.2976752925096116e+16,-1.0703792500906552e+16,-74402.94420410226,120000000000000.0,118666520574994.69,1333479425005.328,0.0
70000.0,3.10528732347427e+18,1.7750383881392658e+19,-1.464509469325084e+19,-74422.01916306096,0.0024011327877113695,1849074374287327.0,1.0828465808275744e+16,-8979391433988417.0,-74794.13797007543,1894349594911815.0,1.082843821330304e+16,-8934088618391225.0,-74422.00962626423,2218889249144792.5,1.2994158969930894e+16,-1.0775269720786102e+16,-74794.13797007543,2273219513894178.0,1.299412585596365e+16,-1.0720906342069472e+16,-74422.00962626423,120000000000000.0,118666520574994.69,1333479425005.328,0.0
