M1.CO2_At Time [a],M1.CO2_At CO2 [mol],M1.CO2_At C^{12}$S [mol],M1.CO2_At C^{13}$S [mol],M1.CO2_At $\delta^{13}$C [VPDB],M1.CO2_At CO2 [mol/l],C_H_b_2_CO2_At.CO2_F CO2 [mol/a],C_H_b_2_CO2_At.CO2_F CO2 [C^{12}$S],C_H_b_2_CO2_At.CO2_F CO2 [C^{13}$S],C_H_b_2_CO2_At.CO2_F CO2 $\delta^{13}$C [VPDB],C_L_b_2_CO2_At.CO2_F CO2 [mol/a],C_L_b_2_CO2_At.CO2_F CO2 [C^{12}$S],C_L_b_2_CO2_At.CO2_F CO2 [C^{13}$S],C_L_b_2_CO2_At.CO2_F CO2 $\delta^{13}$C [VPDB],M1.volcanic.DIC_2_CO2_At_F CO2 [mol/a],M1.volcanic.DIC_2_CO2_At_F CO2 [C^{12}$S],M1.volcanic.DIC_2_CO2_At_F CO2 [C^{13}$S],M1.volcanic.DIC_2_CO2_At_F CO2 $\delta^{13}$C [VPDB],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [mol/a],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [C^{12}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [C^{13}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 $\delta^{13}$C [VPDB]
106400.0,5.244423428617774e+16,2.6441940174910504e+16,2.600229411126724e+16,86510.51455305815,0.00028611148001188075,47308808875145.24,-4365881385511.086,51674690260656.33,-1054289.7046764563,-47290099631366.07,7339144541642.539,-54629244173008.61,-663402.0079715654,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953905100264.342,0.0,0.0,0.0
106600.0,5.243799736383078e+16,2.64290486026307e+16,2.6008948761200084e+16,86575.60756408283,0.00028607745424894047,47309800921317.23,-4382875090887.133,51692676012204.36,-1050570.9721019296,-47291518703730.195,7355841969020.344,-54647360672750.54,-662117.5568351201,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953834837825.6133,0.0,0.0,0.0
106800.0,5.24318556159784e+16,2.641621406583225e+16,2.601564155014615e+16,86640.70336389064,0.000286043947714012,47310697968255.13,-4399939642975.867,51710637611231.0,-1046863.6364023993,-47292805582037.06,7372630108642.852,-54665435690679.914,-660830.3044791638,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953765641082.005,0.0,0.0,0.0
107000.0,5.2425802753484824e+16,2.640343330811335e+16,2.602236944537147e+16,86705.80213014701,0.0002860109260964802,47311515182828.47,-4417064930480.664,51728580113309.13,-1043170.231403602,-47293963808166.164,7389504308117.445,-54683468116283.61,-659540.7186419079,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953697439479.98,0.0,0.0,0.0
107200.0,5.241982725724065e+16,2.639070043952135e+16,2.6029126817719296e+16,86770.90407648434,0.00028597832655341326,47312246202532.51,-4434249818498.6875,51746496021031.195,-1039490.8627943194,-47295020458291.05,7406447072224.1875,-54701467530515.234,-658250.527870679,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953630103447.557,0.0,0.0,0.0
107400.0,5.241393191937271e+16,2.6378016759453388e+16,2.6035915159919324e+16,86836.00956202032,0.0002859461643173634,47312861969916.54,-4451511200510.07,51764373170426.61,-1035821.3454693771,-47295984278492.3,7423455825849.594,-54719440104341.89,-656960.0735776394,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953563664647.093,0.0,0.0,0.0
107600.0,5.240812041386555e+16,2.6365384074326596e+16,2.6042736339538956e+16,86901.11850848341,0.0002859144594318906,47313389750044.64,-4468836307637.633,51782226057682.27,-1032164.988733765,-47296832115090.66,7440542573660.969,-54737374688751.625,-655668.2023087292,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953498164788.105,0.0,0.0,0.0
107800.0,5.240237659565852e+16,2.635279425286613e+16,2.604958234279239e+16,86966.23062369063,0.0002858831238170132,47313870646104.49,-4486196413376.336,51800067059480.83,-1028528.6209760028,-47297577220133.5,7457693752764.875,-54755270972898.375,-654376.1488829524,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953433422162.8,0.0,0.0,0.0
108000.0,5.239670288151562e+16,2.634024834805877e+16,2.605645453345685e+16,87031.34668264349,0.0002858521706574774,47314232899512.92,-4503631235777.492,51817864135290.414,-1024902.4327074976,-47298250641691.67,7474896768946.5625,-54773147410638.234,-653085.2663376845,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953369464099.352,0.0,0.0,0.0
108200.0,5.239136657264459e+16,2.6327881435640196e+16,2.6063485137004396e+16,87096.46131603808,0.0002858230582250114,47314719912376.88,-4521133994114.039,51835853906490.92,-1021292.6736060506,-47301393078978.65,7490980634369.398,-54792373713348.05,-651913.5772453436,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953309301783.3867,0.0,0.0,0.0
108400.0,5.238644231314182e+16,2.6315732654865624e+16,2.60707096582762e+16,87161.56213525703,0.00028579619374327235,47315506680033.414,-4538605820030.18,51854112500063.59,-1017722.9559828581,-47303671058859.73,7507622843391.883,-54811293902251.61,-650694.9585505029,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953253781703.441,0.0,0.0,0.0
108600.0,5.238177844772685e+16,2.6303724656327556e+16,2.6078053791399292e+16,87226.65555322797,0.0002857707498512103,47316274852287.14,-4556158555166.266,51872433407453.41,-1014163.8417761803,-47305550637377.4,7524543160370.789,-54830093797748.19,-649456.3399248363,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953201194006.17,0.0,0.0,0.0
108800.0,5.237733933817693e+16,2.629183890552674e+16,2.6085500432650188e+16,87291.74486458008,0.0002857465321231693,47316863792419.86,-4573867479646.383,51890731272066.24,-1010597.1200683552,-47307178698275.414,7541658840873.1875,-54848837539148.6,-648205.850667292,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953151137098.852,0.0,0.0,0.0
109000.0,5.237310985266604e+16,2.628006759898108e+16,2.609304225368496e+16,87356.83057627922,0.0002857234580069069,47317291589547.95,-4591717957803.125,51909009547351.08,-1007026.5163825527,-47308574404315.625,7558953915330.211,-54867528319645.836,-646945.0706292188,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953103440850.8643,0.0,0.0,0.0
109200.0,5.236987363133131e+16,2.626880598602527e+16,2.610106764530604e+16,87421.89714808734,0.0002857058026804763,47318232552027.42,-4609714723352.07,51927947275379.49,-1003464.484180932,-47317585761372.445,7572805874248.008,-54890391635620.45,-646032.1996261433,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953066935375.4316,0.0,0.0,0.0
109400.0,5.236787099522985e+16,2.625817944275356e+16,2.610969155247629e+16,87486.90781744594,0.00028569487722438544,47320049110079.23,-4627652855414.539,51947701965493.766,-999958.5237782655,-47324111058761.58,7588298831026.547,-54912409889788.125,-644973.4579173753,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953044344501.705,0.0,0.0,0.0
109600.0,5.236667727809862e+16,2.6247971586103424e+16,2.61187056919952e+16,87551.8816460566,0.00028568836485596633,47321839083448.57,-4645851441623.023,51967690525071.59,-996428.3101442994,-47329454976328.92,7604648636423.203,-54934103612752.125,-643842.7924931999,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953030877522.2866,0.0,0.0,0.0
109800.0,5.236614954075327e+16,2.623810906505218e+16,2.6128040475701092e+16,87616.8271991256,0.000285685485765157,47323283836358.54,-4664433686043.883,51987717522402.42,-992844.7911163713,-47334050661452.74,7621593319059.523,-54955643980512.266,-642665.1008495004,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953024921967.0635,0.0,0.0,0.0
110000.0,5.2366233351002664e+16,2.6228563787925756e+16,2.6137669563076908e+16,87681.74749060856,0.00028568594299510457,47324298398640.734,-4683426827182.125,52007725225822.86,-989202.6375378014,-47338044793765.07,7639041331310.961,-54977086125076.03,-641449.2884597246,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953025863850.3345,0.0,0.0,0.0
110200.0,5.236756604568275e+16,2.6219656302368164e+16,2.6147909743314588e+16,87746.63035700664,0.0002856932135607351,47325438743028.91,-4702834083556.211,52028272826585.12,-985513.4221069149,-47348037219176.69,7653944708230.086,-55001981927406.77,-640491.6938479592,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953040884339.707,0.0,0.0,0.0
110400.0,5.237033631217593e+16,2.6211484827342344e+16,2.6158851484833584e+16,87811.44537962828,0.0002857083268531147,47327013587149.98,-4722476964970.859,52049490552120.836,-981818.218897372,-47355603465345.48,7670530950321.266,-55026134415666.74,-639389.1064527411,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953072120381.0723,0.0,0.0,0.0
110600.0,5.237417619234445e+16,2.620386204886549e+16,2.617031414347896e+16,87876.20887012313,0.00028572927546287205,47328300835949.19,-4742599624764.086,52070900460713.27,-978058.3821015281,-47361842724974.59,7688135203785.602,-55049977928760.195,-638203.3148619973,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953115418408.855,0.0,0.0,0.0
110800.0,5.237896250644363e+16,2.6196724570652584e+16,2.618223793579105e+16,87940.92886768562,0.0002857553873783068,47328957215302.09,-4763344034770.453,52092301250072.55,-974203.0988581743,-47367165837238.086,7706515499064.984,-55073681336303.07,-636957.2762952598,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953169386454.9976,0.0,0.0,0.0
111000.0,5.23846441570566e+16,2.6190045992480972e+16,2.6194598164575628e+16,88005.6075412255,0.00028578638383555156,47329023439457.06,-4784672043234.617,52113695482691.68,-970262.8897893447,-47371646195794.63,7725614111970.75,-55097260307765.38,-635656.7187305159,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953233446009.385,0.0,0.0,0.0
111200.0,5.238909854008628e+16,2.6182760040392356e+16,2.6206338499693924e+16,88070.27851762802,0.0002858106848886322,47328250442755.195,-4805754135835.914,52134004578591.11,-966386.9568585563,-47356196260411.11,7754080604825.133,-55110276865236.24,-633476.1757957473,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953283684912.393,0.0,0.0,0.0
111400.0,5.239160528987989e+16,2.6174492190007476e+16,2.6217113099872412e+16,88135.04588355767,0.00028582436055580955,47324024785375.484,-4827945920612.156,52151970705987.64,-962280.6864677854,-47346276847804.14,7779155685670.797,-55125432533474.94,-631610.8466018557,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953311952975.1035,0.0,0.0,0.0
111600.0,5.239317551490181e+16,2.616575624609282e+16,2.6227419268808988e+16,88199.856782243,0.0002858329269770966,47320018499224.09,-4849697669126.156,52169716168350.25,-958294.7958238455,-47337940621605.36,7803068072456.82,-55141008694062.18,-629855.9874056258,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953329660364.5283,0.0,0.0,0.0
111800.0,5.239407879387399e+16,2.6156688873594556e+16,2.6237389920279436e+16,88264.700540014,0.00028583785484928527,47315460603815.15,-4871491549601.586,52186952153416.734,-954326.948309204,-47331136201771.55,7825978213108.555,-55157114414880.1,-628198.1845828732,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953339846151.7363,0.0,0.0,0.0
112000.0,5.239462430570852e+16,2.6147446136815144e+16,2.6247178168893376e+16,88329.5675918617,0.00028584083090948454,47311109985919.06,-4893048761871.3125,52204158747790.375,-950439.8310797623,-47324821511293.53,7848492779728.172,-55173314291021.7,-626582.655789987,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953345998209.546,0.0,0.0,0.0
112200.0,5.2394670267993224e+16,2.613795931602976e+16,2.6256710951963464e+16,88394.44554492027,0.0002858410816584464,47307923144319.74,-4913795042070.555,52221718186390.3,-946749.2563375932,-47319317663910.65,7870377175497.227,-55189694839407.875,-625028.373084039,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953346518976.4355,0.0,0.0,0.0
112400.0,5.239440534570031e+16,2.6128320876524892e+16,2.626608446917542e+16,88459.34728780096,0.0002858396363649772,47303879623564.24,-4934870578699.852,52238750202264.09,-943017.3465893817,-47314830295793.414,7891659234244.75,-55206489530038.164,-623534.8916401986,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953343532876.1064,0.0,0.0,0.0
112600.0,5.239426050680487e+16,2.61187461742438e+16,2.627551433256107e+16,88524.27044556226,0.0002858388461909704,47298871644460.04,-4956506249700.664,52255377894160.7,-939203.8788345413,-47310516957862.984,7912916040012.375,-55223432997875.36,-622053.0988797575,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953341899247.025,0.0,0.0,0.0
112800.0,5.239402499559568e+16,2.6109133455223884e+16,2.6284891540371796e+16,88589.19219775448,0.00028583756135076746,47295608225384.49,-4977177576087.859,52272785801472.35,-935618.5563867439,-47305410372716.51,7934468905622.445,-55239879278338.95,-620550.5512840061,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953339246273.983,0.0,0.0,0.0
113000.0,5.2393382664263064e+16,2.6099323227046436e+16,2.6294059437216628e+16,88654.12655738104,0.0002858340570881782,47292654216604.55,-4997516291542.711,52290170508147.26,-932124.4460368216,-47300919946253.01,7955549652588.445,-55256469598841.45,-619094.4339863011,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953332006593.483,0.0,0.0,0.0
113200.0,5.239342145260929e+16,2.6089859379811624e+16,2.6303562072797664e+16,88719.06036184316,0.00028583426869945055,47290327393056.97,-5017858738520.828,52308186131577.8,-928669.1600816596,-47305882331609.24,7972199208239.281,-55278081539848.52,-618044.8179639229,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953332435663.745,0.0,0.0,0.0
113400.0,5.2394533154749096e+16,2.608094318781416e+16,2.6313589966934936e+16,88783.94820190073,0.0002858403336320191,47288568368684.68,-5038256264929.617,52326824633614.3,-925242.674333418,-47308753522091.97,7990246746960.383,-55299000269052.35,-616884.080392187,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953344963322.0645,0.0,0.0,0.0
113600.0,5.239653519781958e+16,2.607248030853887e+16,2.632405488928071e+16,88848.80991041462,0.0002858512558528073,47286843540963.86,-5058938817873.82,52345782358837.68,-921797.5550993321,-47310093270844.98,8009352762347.703,-55319446033192.68,-615642.0799957897,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953367529551.019,0.0,0.0,0.0
113800.0,5.239882139705987e+16,2.6064169626352916e+16,2.6334651770706956e+16,88913.63924849522,0.00028586372829819895,47286365038739.64,-5079016686899.461,52365381725639.1,-918500.9519674428,-47310546503528.07,8028941212891.727,-55339487716419.8,-614364.6545519788,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953393300725.867,0.0,0.0,0.0
114000.0,5.240135798441345e+16,2.6055990816441932e+16,2.6345367167971516e+16,88978.45932297611,0.00028587756674529975,47285351967249.57,-5099437412451.484,52384789379701.055,-915165.4967185251,-47311052711643.97,8048583393925.953,-55359636105569.92,-613090.5406969409,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953421892800.142,0.0,0.0,0.0
114200.0,5.240394960695618e+16,2.6047846181284136e+16,2.635610342567204e+16,89043.27323450599,0.0002858917054389317,47283820173463.94,-5120096805369.031,52403916978832.97,-911809.322583732,-47308729639543.67,8069622585216.484,-55378352224760.16,-611701.0903491137,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953451106721.8657,0.0,0.0,0.0
114400.0,5.2406419744460744e+16,2.603964652062572e+16,2.6366773223835024e+16,89108.09097751597,0.00028590518136639795,47281894123851.89,-5140891271931.742,52422785395783.63,-908451.7936988627,-47307040383408.22,8090288722974.219,-55397329106382.44,-610349.8310942223,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953478949017.412,0.0,0.0,0.0
114600.0,5.24091013917648e+16,2.6031557456875884e+16,2.6377543934888916e+16,89172.91142394973,0.00028591981119347956,47279207846827.28,-5162148048027.758,52441355894855.04,-905035.2105008886,-47305482247698.36,8110966142017.117,-55416448389715.48,-609006.1743815716,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953509173187.403,0.0,0.0,0.0
114800.0,5.2411940808586504e+16,2.6023553975074092e+16,2.6388386833512412e+16,89237.72226118422,0.00028593530173806056,47277222630731.64,-5183073235521.125,52460295866252.766,-901710.61237289,-47303402743924.56,8131912630718.219,-55435315374642.78,-607646.5165328034,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953541175641.917,0.0,0.0,0.0
115000.0,5.241464528499272e+16,2.601549039736348e+16,2.639915488762924e+16,89302.52555731116,0.00028595005611016213,47275685581900.76,-5203675833110.984,52479361415011.74,-898470.531133939,-47301562598549.555,8152656179598.617,-55454218778148.17,-606309.3099946798,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953571656162.832,0.0,0.0,0.0
115200.0,5.2415771940811976e+16,2.6006642784831492e+16,2.6409129155980484e+16,89367.37719182039,0.0002859562026230877,47270558694608.06,-5225388567710.906,52495947262318.97,-895023.7898345552,-47282662570413.58,8181260610586.742,-55463923181000.32,-604298.5034698836,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953584369028.984,0.0,0.0,0.0
115400.0,5.241479810194511e+16,2.5996743962446588e+16,2.6418054139498524e+16,89432.33787114467,0.00028595088980875677,47264524603435.2,-5246843680960.859,52511368284396.06,-891629.5467752947,-47267807261970.21,8207108504607.203,-55474915766577.414,-602517.6370363642,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953573403877.457,0.0,0.0,0.0
115600.0,5.241235843710284e+16,2.5986114538320524e+16,2.6426243898782316e+16,89497.37458510982,0.0002859375801260384,47258101963486.0,-5267994210778.406,52526096174264.41,-888302.5404984286,-47255552819384.32,8231149330504.594,-55486702149888.914,-600888.2037278493,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953545914889.314,0.0,0.0,0.0
115800.0,5.240894498733887e+16,2.5975001106615904e+16,2.643394388072297e+16,89562.47405729181,0.000285918957923289,47251169681988.23,-5289079974509.586,52540249656497.81,-885003.3029283395,-47245012414556.75,8254011571935.547,-55499023986492.3,-599359.4601742248,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953507446906.195,0.0,0.0,0.0
116000.0,5.240501652377463e+16,2.5963632681735348e+16,2.6441383842039284e+16,89627.6281095921,0.0002858975260435059,47243902560088.2,-5310188920996.539,52554091481084.74,-881721.198888588,-47235153671445.97,8276368320385.086,-55511521991831.055,-597877.5091281561,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953463170718.294,0.0,0.0,0.0
116200.0,5.240045500684021e+16,2.595195347947035e+16,2.6448501527369856e+16,89692.82020444174,0.0002858726405174043,47237666748274.61,-5330537799238.078,52568204547512.69,-878594.7292315164,-47225281825376.68,8298480674881.547,-55523762500258.23,-596418.3164168722,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953411757006.641,0.0,0.0,0.0
116400.0,5.2395162153401096e+16,2.593991434738245e+16,2.645524780601865e+16,89758.05616088762,0.00028584376515767104,47232141602192.4,-5350263036103.273,52582404638295.67,-875595.419528014,-47216010701144.61,8320019852234.984,-55536030553379.59,-595008.0932248979,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953352095243.595,0.0,0.0,0.0
116600.0,5.23891347718647e+16,2.592751396772484e+16,2.6461620804139864e+16,89823.33694136779,0.0002858108825524534,47227237418223.58,-5369412162048.305,52596649580271.88,-872712.4077581816,-47207390701151.0,8340961915602.359,-55548352616753.36,-593648.1525968949,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953284147288.4106,0.0,0.0,0.0
116800.0,5.2382608479936296e+16,2.5914868212738348e+16,2.6467740267197948e+16,89888.67015185232,0.0002857752781229476,47221304716446.03,-5388938166784.477,52610242883230.51,-869778.3620925563,-47199834235338.055,8361244256415.039,-55561078491753.09,-592345.9762601444,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953210565252.6504,0.0,0.0,0.0
117000.0,5.2375638085528024e+16,2.5902006859244344e+16,2.647363122628368e+16,89954.03916351864,0.00028573725087576666,47216461571667.695,-5407754132002.289,52624215703669.984,-866985.435522885,-47192097356514.13,8381431403380.672,-55573528759894.805,-591053.8775116776,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953131969298.779,0.0,0.0,0.0
117200.0,5.23691945334487e+16,2.5889413237390996e+16,2.6479781296057708e+16,90019.42250493616,0.0002857020978365996,47213381702574.98,-5425969806643.359,52639351509218.336,-864326.4506780758,-47195949968869.51,8396116887832.32,-55592066856701.83,-590218.310390667,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2953059295573.3193,0.0,0.0,0.0
117400.0,5.236361353370985e+16,2.5877260237276656e+16,2.648635329643319e+16,90084.76954204103,0.00028567165048395986,47211841368615.375,-5443677759197.781,52655519127813.16,-861782.4012688866,-47197294647747.195,8412316002074.227,-55609610649821.42,-589269.274463163,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952996347897.282,0.0,0.0,0.0
117600.0,5.235857610045648e+16,2.586538528536831e+16,2.649319081508817e+16,90150.11165780197,0.0002856441685785951,47210216218775.32,-5461621971607.594,52671838190382.914,-859220.1905082833,-47197548032922.47,8429252667394.258,-55626800700316.73,-588268.7617066851,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952939527276.0537,0.0,0.0,0.0
117800.0,5.235374461106506e+16,2.585362149562533e+16,2.650012311543973e+16,90215.44784781852,0.00028561781020766534,47209288915479.81,-5479259674111.977,52688548589591.79,-856728.9832189712,-47196990264692.625,8446638678376.82,-55643628943069.445,-587237.2610357326,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952885027141.56,0.0,0.0,0.0
118000.0,5.234894197884536e+16,2.584187989784586e+16,2.65070620809995e+16,90280.78808709102,0.00028559160926811434,47208601946317.234,-5496770187730.555,52705372134047.79,-854275.3379001354,-47196194420807.375,8464138227143.07,-55660332647950.445,-586200.8386299793,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952830849070.9,0.0,0.0,0.0
118200.0,5.23439972583039e+16,2.5830075257826932e+16,2.6513922000476972e+16,90346.13834337618,0.0002855646331604141,47207915530787.04,-5514207104767.797,52722122635554.836,-851847.452702836,-47194232004195.99,8482145594053.039,-55676377598249.03,-585126.8080389482,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952775065272.833,0.0,0.0,0.0
118400.0,5.233885796023826e+16,2.581818079131481e+16,2.652067716892345e+16,90411.50534123818,0.0002855365955277592,47207127820132.31,-5531619686074.609,52738747506206.92,-849436.5854267594,-47192598826161.45,8499914611180.711,-55692513437342.164,-584074.6293891968,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952717081340.7188,0.0,0.0,0.0
118600.0,5.233377705027399e+16,2.5806320633374736e+16,2.6527456416899256e+16,90476.89401638458,0.00028550887643357336,47204857664628.53,-5549825195296.461,52754682859924.99,-846908.9146930174,-47191532229601.375,8517468571155.289,-55709000800756.664,-583045.2089861125,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952659749391.167,0.0,0.0,0.0
118800.0,5.2328839528247976e+16,2.579453893575161e+16,2.653430059249637e+16,90542.28837186583,0.0002854819395976431,47203083720803.34,-5567824452335.32,52770908173138.664,-844433.6500340253,-47189801525103.94,8535379262196.6875,-55725180787300.625,-581992.534890649,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952604032406.396,0.0,0.0,0.0
119000.0,5.232386066959174e+16,2.5782744324856372e+16,2.6541116344735372e+16,90607.69026996409,0.0002854547772481819,47201636138586.09,-5585628432156.461,52787264570742.555,-842005.82696282,-47187886726681.66,8553350326190.828,-55741237052872.484,-580938.8887331134,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952547845280.045,0.0,0.0,0.0
119200.0,5.231873851339785e+16,2.5770885916981548e+16,2.65478525964163e+16,90673.1044486058,0.0002854268331336489,47200310208810.24,-5603304704484.273,52803614913294.516,-839612.4485079681,-47185556562402.625,8571460505785.953,-55757017068188.58,-579877.3973277074,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952490037147.839,0.0,0.0,0.0
119400.0,5.231344372088642e+16,2.5758948868734484e+16,2.6554494852151932e+16,90738.53419678634,0.00028539794719523414,47199032360268.34,-5620887325673.75,52819919685942.09,-837247.3342052228,-47183421050181.375,8589403667656.328,-55772824717837.7,-578831.9038060185,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952430275696.869,0.0,0.0,0.0
119600.0,5.230799682380403e+16,2.5746943486647964e+16,2.6561053337156068e+16,90803.97872824944,0.0002853682314446483,47197823608581.25,-5638373399152.641,52836197007733.89,-834910.8161606584,-47181428777679.57,8607212163326.5,-55788640941006.07,-577799.8821855291,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952368792305.5996,0.0,0.0,0.0
119800.0,5.230240518080232e+16,2.573487357070771e+16,2.656753161009461e+16,90869.43732538086,0.00028533772602729035,47196743443016.29,-5655734644317.289,52852478087333.58,-832607.15883,-47179533395420.625,8624909563986.633,-55804442959407.26,-576779.3920896793,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952305669738.095,0.0,0.0,0.0
120000.0,5.229666534136428e+16,2.5722737492289816e+16,2.6573927849074464e+16,90934.91001846794,0.0002853064121187358,47195751377574.984,-5672990175063.547,52868741552638.53,-830332.778926772,-47177765481757.67,8642481110407.773,-55820246592165.445,-575771.4677777605,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952240868536.2354,0.0,0.0,0.0
120200.0,5.229091762189595e+16,2.571060472093686e+16,2.6580312900959092e+16,91000.39396648537,0.00028527505522038163,47194948072680.43,-5690152992203.531,52885101064883.96,-828087.1711958149,-47177392034820.4,8659360855786.805,-55836752890607.2,-574820.6934242145,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952175971306.6685,0.0,0.0,0.0
120400.0,5.22852101306908e+16,2.5698499845481708e+16,2.6586710285209092e+16,91065.88251407616,0.0002852439177888205,47194375564921.39,-5707202103593.094,52901577668514.484,-825873.3287877096,-47176749716969.68,8676373353468.727,-55853123070438.41,-573863.4572282694,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952111523206.1357,0.0,0.0,0.0
120600.0,5.227947897466097e+16,2.568639104395865e+16,2.659308793070232e+16,91131.37848274519,0.000285212651252924,47193936126050.25,-5724164155481.273,52918100281531.52,-823685.9012052376,-47176013703687.125,8693411157763.055,-55869424861450.18,-572907.6026553988,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2952046802478.3926,0.0,0.0,0.0
120800.0,5.227369017918326e+16,2.5674261442560108e+16,2.6599428736623156e+16,91196.88323375749,0.0002851810702628656,47193568048726.164,-5741058789736.352,52934626838462.516,-821521.0955048222,-47175283657016.875,8710414480310.055,-55885698137326.93,-571957.4563268909,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2951981425148.9175,0.0,0.0,0.0
121000.0,5.226784560475824e+16,2.566211184495234e+16,2.66057337598059e+16,91262.39771429583,0.00028514918496867563,47193197125170.555,-5757926375488.4375,52951123500658.99,-819372.3758345138,-47174592351532.97,8727369980255.961,-55901962331788.93,-571014.0431109873,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2951915411937.743,0.0,0.0,0.0
121200.0,5.226216975415196e+16,2.5650053151480268e+16,2.6612116602671692e+16,91327.91703476853,0.00028511822015358406,47193020391145.22,-5774769689980.93,52967790081126.15,-817242.2576425817,-47176055395276.516,8743330291206.3125,-55919385686482.83,-570150.8600501687,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2951851296569.769,0.0,0.0,0.0
