M1.H_b.TA Time [a],M1.H_b.TA TA [mol],M1.H_b.TA C^{12}$S [mol],M1.H_b.TA C^{13}$S [mol],M1.H_b.TA $\delta^{13}$C [VPDB],M1.H_b.TA TA [mol/l],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [mol/a],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{12}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{13}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA $\delta^{13}$C [VPDB]
174400.0,4.060096648979551e+16,4.773333723719901e+17,-4.3673240588219456e+17,-82420.82692001012,0.002342593413557654,1793033473337147.0,2.179587751885185e+16,-2.00028440455147e+16,-82669.38396119144,1848165640465262.8,2.1728314078922028e+16,-1.9880148438456764e+16,-82420.82189147464,2217798768558315.2,2.6073976894706436e+16,-2.385617812614812e+16,-82420.82189147464,2272932523312660.0,2.6009603195395276e+16,-2.3736670672082616e+16,-82213.44663174252
174600.0,4.060133564933819e+16,4.77971785565523e+17,-4.373704499161848e+17,-82430.8683028976,0.0023426147133144824,1793053813126082.8,2.182513671982497e+16,-2.0032082906698884e+16,-82679.11537461317,1848182442731141.0,2.1757374778110904e+16,-1.9909192335379764e+16,-82430.86328845979,2217818931277369.2,2.610884973373309e+16,-2.389103080245572e+16,-82430.86328845979,2272949580025281.0,2.604428218257073e+16,-2.377133260254545e+16,-82223.7433316574
174800.0,4.060182757411973e+16,4.786111305692107e+17,-4.3800930299509094e+17,-82440.87476902701,0.0023426430963765822,1793079571907134.8,2.1854437360518264e+16,-2.006135778861113e+16,-82688.81250940888,1848204831078196.8,2.178647789345021e+16,-1.9938273062372012e+16,-82440.86977770594,2217845797293836.2,2.614377347214025e+16,-2.3925927674846412e+16,-82440.86977770594,2272973995189374.5,2.607901306078587e+16,-2.3806039065596496e+16,-82234.00298161729
175000.0,4.060242820676893e+16,4.7925140724777434e+17,-4.3864897904100544e+17,-82450.84900789849,0.002342677751662149,1793110447715522.8,2.1883779633293296e+16,-2.0090669185577772e+16,-82698.47674021043,1848232171955875.8,2.1815623418897264e+16,-1.9967391246941388e+16,-82450.8440228389,2217878606347051.0,2.6178748102676716e+16,-2.3960869496329664e+16,-82450.8440228389,2273003283221211.0,2.6113795599071404e+16,-2.384079231585019e+16,-82244.23403507977
175200.0,4.060307460652483e+16,4.798925781198514e+17,-4.392895035133266e+17,-82460.80217392855,0.0023427150476169408,1793140599179094.0,2.1913159953979376e+16,-2.012001935480028e+16,-82708.13067507115,1848261593917410.0,2.184480964930948e+16,-1.999654805539207e+16,-82460.79720464342,2217913912700892.0,2.6213771579171376e+16,-2.3995857666470484e+16,-82460.79720464342,2273038367328605.5,2.6148629406674268e+16,-2.3875591039345664e+16,-82254.43333520592
175400.0,4.0603783182089e+16,4.805346679675612e+17,-4.399308847854722e+17,-82470.73164497102,0.002342755930989755,1793173301584210.8,2.194258172490409e+16,-2.0149408423319876e+16,-82717.76214953072,1848293848451529.2,2.187403771076488e+16,-2.002574386231335e+16,-82470.72668168685,2217952618141835.2,2.6248845252917856e+16,-2.403089263477602e+16,-82470.72668168685,2273076623586792.0,2.61835140001673e+16,-2.3910437376580508e+16,-82264.60967694267
175600.0,4.060454415379093e+16,4.811776847117114e+17,-4.405731405579205e+17,-82480.63939128288,0.0023427998375134406,1793208342205356.2,2.1972045592011644e+16,-2.017883724980629e+16,-82727.37227439202,1848328485375820.0,2.1903307964716084e+16,-2.0054979479340264e+16,-82480.63444492772,2217994182450984.0,2.62839695576593e+16,-2.4065975375208316e+16,-82480.63444492772,2273118374816766.5,2.6218449332079404e+16,-2.3945330957262636e+16,-82274.76203056796
175800.0,4.060537262658243e+16,4.8182162740265555e+17,-4.412162547760731e+17,-82490.52263806958,0.002342847638713079,1793246399904164.8,2.2001551461405604e+16,-2.020830506150144e+16,-82736.95830350489,1848366196100174.2,2.1932620368078228e+16,-2.0084254171978052e+16,-82490.51770403932,2218039435320209.2,2.631914444169388e+16,-2.410110500637367e+16,-82490.51770403932,2273163622117605.0,2.625343537002838e+16,-2.3980271747910776e+16,-82284.89037251985
176000.0,4.0606232823719256e+16,4.8246649590777395e+17,-4.418602630840547e+17,-82500.38802342724,0.0023428972703430943,1793286111471117.0,2.2031099391454892e+16,-2.0237813279983776e+16,-82746.52580445357,1848405352627283.0,2.196197491462525e+16,-2.0113569561997964e+16,-82500.38309477185,2218086423152739.8,2.63543698975503e+16,-2.413628347439756e+16,-82500.38309477185,2273210022194066.0,2.6288472083522336e+16,-2.401526206132827e+16,-82295.00271066155
176200.0,4.0606763961335464e+16,4.8311197015215654e+17,-4.4250520619082106e+17,-82510.29706359451,0.0023429279159062175,1793288604213354.8,2.2060657105083176e+16,-2.026736850086982e+16,-82756.22102070888,1848429539947013.0,2.1991357043881176e+16,-2.0142927503934164e+16,-82510.29210443074,2218115447936415.8,2.6389628452657412e+16,-2.4171513004720996e+16,-82510.29210443074,2273258586654480.0,2.632355764936657e+16,-2.405029906271209e+16,-82305.09506322729
176400.0,4.0607131036975864e+16,4.8375826987540614e+17,-4.431511388384303e+17,-82520.2225874288,0.0023429490954261114,1793280687825743.2,2.2090253391681304e+16,-2.029697270385556e+16,-82765.94483929934,1848446252661573.0,2.202077674059583e+16,-2.017233048793426e+16,-82520.21762109916,2218135503193887.8,2.6424932088714996e+16,-2.4206796585521108e+16,-82520.21762109916,2273302536366219.5,2.6358689165772416e+16,-2.4085386629406196e+16,-82315.18949635384
176600.0,4.060743889517598e+16,4.8440546226637536e+17,-4.4379802337119936e+17,-82530.1462519437,0.0023429668582198144,1793270022147125.8,2.211989254692682e+16,-2.0326622524779696e+16,-82775.66767942985,1848460265832697.5,2.2050237071790176e+16,-2.020177680595748e+16,-82530.14129445198,2218152318999237.2,2.646028448614821e+16,-2.4242132167148972e+16,-82530.14129445198,2273344164443180.0,2.6393867202154616e+16,-2.4120523037711436e+16,-82325.27841810792
176800.0,4.060772007615489e+16,4.850535452430161e+17,-4.4444582516686125e+17,-82540.06200783666,0.002342983081791964,1793258279448554.0,2.214957384861186e+16,-2.0356315569163304e+16,-82785.38253498932,1848473067577210.8,2.2079737942719776e+16,-2.0231264875142564e+16,-82540.05704740652,2218167681092653.0,2.6495685531263736e+16,-2.4277517850171084e+16,-82540.05704740652,2273383561425875.0,2.642909226551127e+16,-2.4155708704085396e+16,-82335.36159248935
177000.0,4.0607968421068616e+16,4.8570252203805216e+17,-4.4509455361698355e+17,-82549.97101016085,0.0023429974107897563,1793245075588506.8,2.217929726797595e+16,-2.0386052192387444e+16,-82795.09091461492,1848484371763795.2,2.2109279500316164e+16,-2.026079512855237e+16,-82549.96605825047,2218181246116554.5,2.6531135400379396e+16,-2.431295415426284e+16,-82549.96605825047,2273421751572536.5,2.6464364756811636e+16,-2.41909430052391e+16,-82345.43570696126
177200.0,4.060854274917799e+16,4.863526680603092e+17,-4.457441253111312e+17,-82559.811784108,0.00234303054835673,1793265254473933.8,2.220909018350891e+16,-2.041582492903498e+16,-82804.66202999426,1848510504301137.8,2.2138874273540816e+16,-2.029036376923968e+16,-82559.8068801699,2218212605161365.2,2.656664912824898e+16,-2.4348436523087616e+16,-82559.8068801699,2273461484016283.5,2.6499686555844436e+16,-2.422622507182815e+16,-82355.49201770964
177400.0,4.060927492782068e+16,4.870037996829061e+17,-4.4639452475508544e+17,-82569.61245695884,0.0023430727935793,1793295594487649.5,2.223892819124366e+16,-2.0445632596756012e+16,-82814.18139082649,1848543832123754.5,2.2168513918623184e+16,-2.0319970086499428e+16,-82569.60756354137,2218252598548505.5,2.660221670234782e+16,-2.4383964103799316e+16,-82569.60756354137,2273504711976676.0,2.653506042190621e+16,-2.4261555709929532e+16,-82365.52480589853
177600.0,4.061010792398613e+16,4.876558661495728e+17,-4.470457582255867e+17,-82579.38276629198,0.00234312085576844,1793330211945933.5,2.2268807972135164e+16,-2.047547776018923e+16,-82823.67159144815,1848581748277825.0,2.219819611791172e+16,-2.0349614369633896e+16,-82579.37788696802,2218298097933390.0,2.6637835341494068e+16,-2.441953724356068e+16,-82579.37788696802,2273553955887556.0,2.6570486160024412e+16,-2.4296932204136856e+16,-82375.52557384792
177800.0,4.061100224846754e+16,4.88308872374119e+17,-4.4769787012565146e+17,-82589.13004867939,0.002343172456477015,1793367779300231.5,2.2298730177823956e+16,-2.0505362398523724e+16,-82833.13820289953,1848622456342282.8,2.222792109505369e+16,-2.0379298638711404e+16,-82589.1251824502,2218346947610739.5,2.667350531406443e+16,-2.4455158366453692e+16,-82589.1251824502,2273606341388467.0,2.660596361728889e+16,-2.433235727590042e+16,-82385.50400754894
178000.0,4.061197258078453e+16,4.8896282049589414e+17,-4.483508479151096e+17,-82598.85170087608,0.0023432284426835336,1793408749056749.0,2.2328695059190316e+16,-2.053528631013357e+16,-82842.57954291713,1848666624857421.2,2.2257688947600004e+16,-2.0409022322742584e+16,-82598.84684550112,2218399949828905.5,2.670922673712e+16,-2.4490826787291096e+16,-82598.84684550112,2273662815349783.5,2.664149272069597e+16,-2.4367829905346184e+16,-82395.4569194447
178200.0,4.0612910715059736e+16,4.8961763549485824e+17,-4.490047247797985e+17,-82608.5663053436,0.0023432825711283503,1793443059911272.8,2.2358695106719732e+16,-2.056525204680846e+16,-82852.03330671928,1848709330569907.0,2.228749626275167e+16,-2.0438786932181764e+16,-82608.56145010945,2218451196683888.5,2.674499551530201e+16,-2.452654431861812e+16,-82608.56145010945,2273722101785139.0,2.6677073003421784e+16,-2.4403350901636644e+16,-82405.38849007458
178400.0,4.061386128909327e+16,4.9027337069338003e+17,-4.496595094042868e+17,-82618.26653829451,0.00234333741732199,1793477123550588.0,2.2388737268613036e+16,-2.059526014506245e+16,-82861.47612714712,1848752599989871.8,2.231734546358185e+16,-2.0468592863591976e+16,-82618.2616927296,2218503119987846.2,2.6780814556298224e+16,-2.4562311436310376e+16,-82618.2616927296,2273783436502469.5,2.671270376496072e+16,-2.4438920328458252e+16,-82415.30109357323
178600.0,4.061483655147829e+16,4.909300419569527e+17,-4.503152054054744e+17,-82627.95042041218,0.0023433936879834333,1793512452833792.0,2.2418822564288104e+16,-2.062531011145431e+16,-82870.90231349961,1848796994002593.8,2.2347237274300804e+16,-2.0498440280298212e+16,-82627.94558142386,2218556392803112.5,2.6816684729160964e+16,-2.4598128336357852e+16,-82627.94558142386,2273845809837451.5,2.674838513773892e+16,-2.4474539327901468e+16,-82425.19814754048
178800.0,4.061585288796304e+16,4.915876499348066e+17,-4.509717970468435e+17,-82637.61500536664,0.002343452328537119,1793549542668275.0,2.2448950923254836e+16,-2.065540138058656e+16,-82880.30989412607,1848843257007328.2,2.237717172450645e+16,-2.052832846749912e+16,-82637.61017578853,2218611908408794.0,2.685260606940774e+16,-2.4633994160998944e+16,-82637.61017578853,2273910690547833.5,2.6784117247528668e+16,-2.4510206556980836e+16,-82435.0748121762
179000.0,4.06168892126459e+16,4.9224619573834784e+17,-4.5162930652570195e+17,-82647.26414389219,0.002343512122369293,1793587633652015.8,2.2479122382303216e+16,-2.06855347486512e+16,-82889.70190770537,1848890428948128.0,2.2407148864642776e+16,-2.055825843569465e+16,-82647.25932737715,2218668514737753.8,2.6888578637571332e+16,-2.466991012283358e+16,-82647.25932737715,2273976774394891.5,2.681990020091222e+16,-2.454592342651733e+16,-82444.93548303393
179200.0,4.061838601876599e+16,4.929060219723245e+17,-4.5228763595355846e+17,-82656.82341250668,0.0023435984850463778,1793670111056741.8,2.250937132512059e+16,-2.0715701214063852e+16,-82898.91767227737,1848958551559493.5,2.2437184280525376e+16,-2.0588225728965884e+16,-82656.8186476623,2218750261871392.2,2.692462113663045e+16,-2.4705870874759056e+16,-82656.8186476623,2274046881811909.0,2.6855736019429756e+16,-2.458168913761785e+16,-82454.771354347
179400.0,4.0620124942122776e+16,4.9356689416380384e+17,-4.529467692216811e+17,-82666.32898906711,0.002343698817396922,1793766909795249.5,2.253966704565598e+16,-2.0745900135860732e+16,-82908.06685593387,1849037702573690.8,2.2467267317626212e+16,-2.061822961505252e+16,-82666.32425029013,2218845243088429.0,2.6960720781151452e+16,-2.4741875538063024e+16,-82666.32425029013,2274125355553753.0,2.689162785325792e+16,-2.461750249770417e+16,-82464.56902335482
179600.0,4.06219973138865e+16,4.942287436572196e+17,-4.536067463433331e+17,-82675.79957929724,0.0023438068494498663,1793869846482356.8,2.2570005184226084e+16,-2.077613533774373e+16,-82917.1805695233,1849122932264574.0,2.249739484163092e+16,-2.0648271909366344e+16,-82675.79485037301,2218947518717489.0,2.6996873809957108e+16,-2.477792629123962e+16,-82675.79485037301,2274210169564654.0,2.6927575164994324e+16,-2.465336499542967e+16,-82474.33508128578
179800.0,4.062398063320019e+16,4.948915746387639e+17,-4.542675940055637e+17,-82685.23937529574,0.002343921282951404,1793977662366696.0,2.260038660185121e+16,-2.080640893948451e+16,-82926.2641300846,1849213210718749.5,2.252756704316469e+16,-2.067835383244594e+16,-82685.2346624941,2219055852862499.5,2.7033080451797624e+16,-2.4814024598935124e+16,-82685.2346624941,2274301562174411.0,2.696357749787822e+16,-2.468927593570381e+16,-82484.06870374063
180000.0,4.062604991802647e+16,4.9555538607378234e+17,-4.5492933615575584e+17,-82694.65291549714,0.00234404067648865,1794089456100710.0,2.2630811524171956e+16,-2.083672206807125e+16,-82935.32122161254,1849307403042020.2,2.25577838751668e+16,-2.070847647212478e+16,-82694.6482160274,2219168883650424.5,2.706934065020016e+16,-2.4850171766549736e+16,-82694.6482160274,2274397433992988.5,2.699963451462543e+16,-2.4725237080632444e+16,-82493.77680970456
180200.0,4.0627785330858584e+16,4.962198248599048e+17,-4.555920395290462e+17,-82704.1103568273,0.0023441408062890414,1794161627346343.0,2.266124462095751e+16,-2.086708299361117e+16,-82944.51213118767,1849386409892344.0,2.258802927455659e+16,-2.073864286466425e+16,-82704.105624916,2219263691870813.0,2.710563512946791e+16,-2.48863714375971e+16,-82704.105624916,2274496783101804.0,2.7035743960808616e+16,-2.4761247177706812e+16,-82503.46207011369
180400.0,4.062935857453599e+16,4.968851327994282e+17,-4.562557742248922e+17,-82713.58427707969,0.0023442315792581415,1794223072448475.2,2.2691717742142148e+16,-2.089749466969367e+16,-82953.73286373577,1849458026592922.8,2.2618314228663856e+16,-2.0768856202070932e+16,-82713.57954198374,2219349631911507.5,2.7141977074396628e+16,-2.492262744248512e+16,-82713.57954198374,2274592395108903.0,2.7071902457452364e+16,-2.479731006234346e+16,-82513.14733708935
180600.0,4.063089597312903e+16,4.975513799165589e+17,-4.569204839434299e+17,-82723.05298940915,0.00234432028403858,1794282815850526.2,2.272223536938591e+16,-2.0927952553535384e+16,-82962.94929291753,1849528009371996.0,2.2648641934565132e+16,-2.0799113925193136e+16,-82723.04826004655,2219433611246395.5,2.7178370321478164e+16,-2.495893671023177e+16,-82723.04826004655,2274686607319428.0,2.710811045671101e+16,-2.483342384939158e+16,-82522.82499813287
180800.0,4.0632399062344664e+16,4.9821856160451635e+17,-4.575861625421717e+17,-82732.51611975055,0.0023444070092375332,1794341195178872.2,2.2752796696420624e+16,-2.095845550124175e+16,-82972.15981276038,1849596432591033.2,2.267901218236952e+16,-2.082941574977849e+16,-82732.51138745857,2219515719109240.0,2.7214814618843428e+16,-2.4995298899734188e+16,-82732.51138745857,2274778266857976.0,2.714436834467355e+16,-2.4869590077815576e+16,-82532.49890451756
181000.0,4.063387250977646e+16,4.988866793182278e+17,-4.582528068084513e+17,-82741.97282586142,0.0023444920241656834,1794398191940760.0,2.278340161497099e+16,-2.098900342303023e+16,-82981.36443296849,1849663504540905.0,2.2709425038181864e+16,-2.085976153364096e+16,-82741.96809834846,2219596205449086.2,2.725131004581824e+16,-2.503171384036915e+16,-82741.96809834846,2274868768531718.5,2.7180676402205388e+16,-2.4905807633673668e+16,-82542.16455192135
181200.0,4.063513127983996e+16,4.995555621803021e+17,-4.5892043090046214e+17,-82751.4535662772,0.002344564652645123,1794433423554006.0,2.2814032645558836e+16,-2.101959922200483e+16,-82990.63726748133,1849720810049902.5,2.2739872728696936e+16,-2.089015191864703e+16,-82751.4488227526,2219664972059883.0,2.7287847274436324e+16,-2.506818230237644e+16,-82751.4488227526,2274958291727874.0,2.7217033892815036e+16,-2.494207560108716e+16,-82551.82111954779
181400.0,4.063626994862095e+16,5.00225332683097e+17,-4.595890627344761e+17,-82760.94314622453,0.0023446303515241695,1794461627384345.8,2.284470548505969e+16,-2.1050243857675344e+16,-82999.92540463567,1849772644440810.8,2.2770360820151624e+16,-2.0920588175710812e+16,-82760.93840121625,2219727173328973.0,2.732443298418195e+16,-2.510470581085298e+16,-82760.93840121625,2275043702366040.0,2.725343948403644e+16,-2.49783957816704e+16,-82561.47846340635
181600.0,4.063735609883643e+16,5.008960288647634e+17,-4.60258672765927e+17,-82770.43002118616,0.0023446930201885116,1794487468705973.5,2.2875422410778716e+16,-2.1080934942072744e+16,-83009.21127803037,1849822086511068.0,2.2800891048707216e+16,-2.0951068962196148e+16,-82770.4252812067,2219786503813281.8,2.736106925844866e+16,-2.514128275463538e+16,-82770.4252812067,2275126577753244.0,2.7289893695374224e+16,-2.501476711762098e+16,-82571.13153730927
181800.0,4.0638419516753336e+16,5.015676517969625e+17,-4.6092923228020915e+17,-82779.90888009418,0.002344754377245335,1794512295803444.2,2.2906183060799596e+16,-2.111167076499615e+16,-83018.48949494192,1849870495170925.5,2.2831463463180336e+16,-2.0981592968009412e+16,-82779.9041398182,2219844594205110.8,2.7397756155816404e+16,-2.5177911561611292e+16,-82779.9041398182,2275207893064528.5,2.7326396988591852e+16,-2.5051189095527324e+16,-82580.77722266947
182000.0,4.063944791783919e+16,5.022402053835889e+17,-4.6160075746574976e+17,-82789.38193525844,0.0023448137139020333,1794535601814262.2,2.2936987485782332e+16,-2.1142451883968068e+16,-83027.76201499916,1849917307469871.0,2.286207824106427e+16,-2.10121609335944e+16,-82789.37720393529,2219900768963845.5,2.7434493889277132e+16,-2.521459312031329e+16,-82789.37720393529,2275287741726869.5,2.7362949750274468e+16,-2.50876620085476e+16,-82590.4153430119
182200.0,4.064082175889764e+16,5.0291397375957504e+17,-4.622731520006774e+17,-82798.78589882575,0.0023448929817444773,1794594009856642.2,2.2967863915289576e+16,-2.1173269905432932e+16,-83036.89545599518,1849979835898868.5,2.2892748308421144e+16,-2.1042768472522276e+16,-82798.78120646636,2219975803078642.2,2.7471297970105376e+16,-2.5251322167026732e+16,-82798.78120646636,2275368904702123.0,2.7399553907779444e+16,-2.512418500307732e+16,-82600.03731880795
182400.0,4.064236575217219e+16,5.035887649696555e+17,-4.6294639921748326e+17,-82808.14921789482,0.002344982067024663,1794663017909246.2,2.2998786973911936e+16,-2.120412395600269e+16,-83045.97743711477,1850050115983924.8,2.2923464942760336e+16,-2.1073414826776412e+16,-82808.1445422926,2220060139180709.8,2.7508157931312404e+16,-2.5288097792131696e+16,-82808.1445422926,2275455140226416.0,2.7436212273007452e+16,-2.5160757132781036e+16,-82609.63177182485
182600.0,4.0644002927039496e+16,5.042645263777909e+17,-4.636205234507514e+17,-82817.48483336007,0.0023450765286937452,1794736111591797.8,2.3029753266982028e+16,-2.123501715539023e+16,-83055.0322606844,1850124637435851.8,2.2954225740566784e+16,-2.1104101103130932e+16,-82817.48017551344,2220149564923022.0,2.7545070888680136e+16,-2.532492132375711e+16,-82817.48017551344,2275546682943483.5,2.7472924602717492e+16,-2.519737791977401e+16,-82619.19789596443
182800.0,4.064571059944235e+16,5.04941262838213e+17,-4.642955522387706e+17,-82826.79686930678,0.0023451750579276355,1794812640443546.2,2.3060763447789908e+16,-2.126595080734636e+16,-83064.06269147794,1850202371336736.5,2.2985030922900364e+16,-2.1134828551563628e+16,-82826.79221604986,2220242845604083.8,2.7582037107480436e+16,-2.536179426187635e+16,-82826.79221604986,2275641114390270.5,2.7509690709261e+16,-2.523404959487073e+16,-82628.74353379798
183000.0,4.064750154268086e+16,5.056189771679976e+17,-4.6497147562531674e+17,-82836.08315826877,0.002345278391719841,1794892646740322.5,2.309181787860654e+16,-2.1296925231866216e+16,-83073.06872187454,1850283891832454.2,2.301588061809071e+16,-2.1165596726258256e+16,-82836.07852473337,2220340670198945.2,2.7619056741708856e+16,-2.539871607150991e+16,-82836.07852473337,2275741258607041.5,2.754651049170266e+16,-2.527076923309562e+16,-82638.25957144664
183200.0,4.064983041989042e+16,5.062980672746896e+17,-4.6564823685479917e+17,-82845.26945057933,0.002345412763211058,1795024963796358.8,2.31229567256942e+16,-2.132793176189784e+16,-83081.8744602827,1850389888410658.0,2.3046792927496624e+16,-2.119640303908597e+16,-82845.26487481919,2220467866092789.8,2.7656151512995956e+16,-2.543568364690317e+16,-82845.26487481919,2275845311967151.0,2.7583386130282684e+16,-2.5307540818315532e+16,-82647.75244885209
183400.0,4.065248604177206e+16,5.0697825500674125e+17,-4.663257689649692e+17,-82854.38922842639,0.0023455659872071025,1795175786134775.2,2.3154143814699052e+16,-2.1358968028564276e+16,-83090.5997661945,1850510766289632.0,2.307775521176673e+16,-2.1227244445477096e+16,-82854.3846834869,2220612919547558.5,2.7693306254120076e+16,-2.5472693334572516e+16,-82854.3846834869,2275961884150257.5,2.762032112174966e+16,-2.5344359237599404e+16,-82657.19540145191
183600.0,4.065530132218577e+16,5.076594588018137e+17,-4.670041574796279e+17,-82863.47084437043,0.002345728423176604,1795334010078661.8,2.318537414709002e+16,-2.139004013701136e+16,-83099.28604226281,1850638916573360.5,2.3108763747291196e+16,-2.1258124830717836e+16,-82863.46631197691,2220766699888032.8,2.773051649674944e+16,-2.550974979686141e+16,-82863.46631197691,2276086019222425.0,2.7657314661227748e+16,-2.5381228642005324e+16,-82666.60428944322
183800.0,4.065825975372311e+16,5.0834168226030074e+17,-4.676834225065776e+17,-82872.51733756509,0.002345899118675579,1795498497051690.5,2.3216648725716376e+16,-2.1421150228664684e+16,-83107.93805893305,1850773581152842.0,2.3139818698148636e+16,-2.128904511699579e+16,-82872.51282529598,2220928297383410.5,2.776778243777836e+16,-2.5546854140394948e+16,-82872.51282529598,2276218657122875.5,2.7694366065595108e+16,-2.541814740847223e+16,-82675.9760120494
184000.0,4.066133262517618e+16,5.090249224559184e+17,-4.683635898307422e+17,-82881.53377342869,0.002346076417125567,1795668215135309.0,2.3247967770014124e+16,-2.1452299554878816e+16,-83116.55991999508,1850913457434258.5,2.317091993120774e+16,-2.132000647377348e+16,-82881.52927216189,2221096148921110.5,2.7805103917449292e+16,-2.558400776852818e+16,-82881.52927216189,2276357009061469.0,2.7731474806301476e+16,-2.545511779724001e+16,-82685.31944652087
184200.0,4.066478359089235e+16,5.0970941743082176e+17,-4.690446338399294e+17,-82890.47750310942,0.00234627553084763,1795871847663818.8,2.3279355738484932e+16,-2.148348389082111e+16,-83125.04926250438,1851070534441356.8,2.3202078275156276e+16,-2.135100774071492e+16,-82890.47304984456,2221284641329628.2,2.7842493930187532e+16,-2.5621209288857904e+16,-82890.47304984456,2276501532223817.5,2.7768641796209856e+16,-2.549214026398604e+16,-82694.63344604203
184400.0,4.0668512808696296e+16,5.103949919653693e+17,-4.6972647915667296e+17,-82899.36372690742,0.0023464906991507647,1796090286188243.2,2.3310790328099068e+16,-2.1514700041910824e+16,-83133.47293364583,1851240285421557.5,2.323328576773732e+16,-2.1382045482315764e+16,-82899.35929343961,2221488342505869.2,2.7879942921284784e+16,-2.5658454578778916e+16,-82899.35929343961,2276657402809663.0,2.7805868793543212e+16,-2.5529211390733548e+16,-82703.90194216065
184600.0,4.067233290701232e+16,5.1108159458865325e+17,-4.7040926168164096e+17,-82908.22453207205,0.002346711111075109,1796312968390157.0,2.3342268767239656e+16,-2.15459557988495e+16,-83141.87060292238,1851414176581820.2,2.3264540058943796e+16,-2.1413125882361976e+16,-82908.22010575414,2221697011898184.2,2.7917448070732556e+16,-2.5695751058834372e+16,-82908.22010575414,2276817418094962.0,2.7843154946284384e+16,-2.5566337528189424e+16,-82713.14785560244
184800.0,4.067623917179514e+16,5.117692263046119e+17,-4.710929871328168e+17,-82917.06080109654,0.002346936494629812,1796539385554267.5,2.3373791772864016e+16,-2.1577252387309748e+16,-83150.24447474115,1851591988669116.8,2.329584119477241e+16,-2.1444249206103292e+16,-82917.05638725727,2221910386402940.2,2.7955009433726896e+16,-2.5733099047323956e+16,-82917.05638725727,2276982630040495.0,2.788049957337998e+16,-2.5603516943339484e+16,-82722.36770521819
185000.0,4.068023840035628e+16,5.124578798850975e+17,-4.717776414847412e+17,-82925.87129949934,0.002347167242005961,1796769843420796.0,2.340535917242547e+16,-2.1608589329004676e+16,-83158.59338459506,1851774032399486.2,2.3327188846319576e+16,-2.147541481392009e+16,-82925.86689851982,2222128838879383.8,2.7992626615583496e+16,-2.577049777670411e+16,-82925.86689851982,2277153130717933.5,2.7917902096672676e+16,-2.5640748965954744e+16,-82731.56108250619
185200.0,4.068492611160895e+16,5.131480291683976e+17,-4.724631030567886e+17,-82934.55931849762,0.002347437713436929,1797064923574600.8,2.3437019242518376e+16,-2.1639954318943776e+16,-83166.70141297318,1851987397279235.5,2.3358604569035084e+16,-2.150661717175585e+16,-82934.55499760847,2222384876735082.5,2.8030325482842096e+16,-2.5807940606107012e+16,-82934.55499760847,2277332033899263.0,2.7955364689149404e+16,-2.567803265525014e+16,-82740.71868817897
185400.0,4.068999753382614e+16,5.138393232947088e+17,-4.731493257608827e+17,-82943.173246306,0.00234773032421225,1797382330964326.5,2.346872731784968e+16,-2.167134498688535e+16,-83174.7168443498,1852218246144844.5,2.339007241836184e+16,-2.1537854172216996e+16,-82943.16894312932,2222661895373813.5,2.806808690203421e+16,-2.5845425006660396e+16,-82943.16894312932,2277523258393170.5,2.7992891080339224e+16,-2.5715367821946052e+16,-82749.82910219177
185600.0,4.069522479184651e+16,5.145316644269119e+17,-4.7383643963506534e+17,-82951.75139756294,0.002348031926397325,1797706399727618.2,2.350047791876996e+16,-2.170277151904234e+16,-83182.69773960531,1852456186993285.0,2.3421587927518044e+16,-2.156913174052476e+16,-82951.74711847382,2222947424391942.2,2.8105905513021656e+16,-2.588295808862971e+16,-82951.74711847382,2277723797331492.5,2.8030479825628948e+16,-2.5752756028297456e+16,-82758.9016473631
185800.0,4.070057255510209e+16,5.152250470197092e+17,-4.745244744646071e+17,-82960.299890865,0.002348340481490045,1798035942460351.2,2.3532271697348068e+16,-2.1734235754887716e+16,-83190.64887398845,1852699616354006.8,2.345315084426209e+16,-2.160045122790808e+16,-82960.2956241141,2223239539624808.2,2.8143781013114504e+16,-2.5920541473489696e+16,-82960.2956241141,2277930259235889.5,2.806812967807465e+16,-2.579019941883876e+16,-82767.94682477963
