M1.H_b.TA Time [a],M1.H_b.TA TA [mol],M1.H_b.TA C^{12}$S [mol],M1.H_b.TA C^{13}$S [mol],M1.H_b.TA $\delta^{13}$C [VPDB],M1.H_b.TA TA [mol/l],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [mol/a],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{12}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{13}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA $\delta^{13}$C [VPDB]
46000.0,4.039912009384488e+16,2.0277473028484403e+17,-1.6237561019099917e+17,-72260.49802028548,0.0023309472859261078,1783756766974253.2,9221290237055844.0,-7437533470081591.0,-72775.98003563443,1838977528744700.0,9230347825325140.0,-7391370296580440.0,-72260.48651008363,2206773034493640.0,1.1076417390390168e+16,-8869644355896528.0,-72260.48651008363,2261998852002775.5,1.1086816781069818e+16,-8824817929067042.0,-71833.82705340166
46200.0,4.0401787274190584e+16,2.0304483149995466e+17,-1.6264304422576406e+17,-72282.91398146733,0.002331101176822084,1783970242805012.8,9233750334833450.0,-7449780092028437.0,-72797.15159256895,1839098887747515.2,9242642840602170.0,-7403543952854655.0,-72282.90289121277,2206918665297018.5,1.1091171408722604e+16,-8884252743425586.0,-72282.90289121277,2262063719314425.0,1.1101418074630502e+16,-8839354355316077.0,-71857.1873958787
46400.0,4.040536696603862e+16,2.033160355172107e+17,-1.6291066855117206e+17,-72304.96690765092,0.0023313077177808538,1784238732497344.8,9246267423912858.0,-7462028691415513.0,-72817.84245322006,1839261824265654.0,9254988095021814.0,-7415726270756160.0,-72304.95592901375,2207114189118784.8,1.1105985714026176e+16,-8898871524907391.0,-72304.95592901375,2262156305474053.5,1.1116064263602506e+16,-8853907958128452.0,-71880.33762905853
46600.0,4.040937198162608e+16,2.0358798608674416e+17,-1.6317861410511808e+17,-72326.83993686902,0.002331538799056683,1784526141014980.5,9258814713576442.0,-7474288572561462.0,-72838.35147860218,1839444124402415.8,9267367332581342.0,-7427923208178926.0,-72326.82904266303,2207332949282899.0,1.1120840799097612e+16,-8913507849814713.0,-72326.82904266303,2262271961858161.5,1.1130755036270268e+16,-8868483074412106.0,-71903.31490371049
46800.0,4.041374892015688e+16,2.0386068359980218e+17,-1.634469346796453e+17,-72348.55689337071,0.0023317913395319544,1784830355560370.5,9271393104021588.0,-7486562748461218.0,-72858.70114929721,1839643357938327.8,9279780571194114.0,-7440137213255786.0,-72348.54605100091,2207572029525993.2,1.1135736685432936e+16,-8928164655906943.0,-72348.54605100091,2262407323529938.5,1.1145489509064188e+16,-8883082185534250.0,-71926.1450665008
47000.0,4.041834655653243e+16,2.041341290192372e+17,-1.6371578246270477e+17,-72370.18417235473,0.0023320566138252154,1785144200566035.8,9284003361012278.0,-7498859160446242.0,-72878.96209997754,1839852636384961.8,9292227854725136.0,-7452375218340174.0,-72370.17339434459,2207823163661954.2,1.1150673425670164e+16,-8942850262008210.0,-72370.17339434459,2262555440811276.5,1.1160267004871524e+16,-8897711564060248.0,-71948.88280566786
47200.0,4.042223722046988e+16,2.0440743175275005e+17,-1.6398519453228016e+17,-72392.04908840156,0.0023322810972427844,1785372185839253.8,9296555754377480.0,-7511183568538226.0,-72899.88358943828,1840029765880241.2,9304668670464098.0,-7464638904583857.0,-72392.03811464486,2208035719056289.5,1.1165602404556916e+16,-8957566685500626.0,-72392.03811464486,2262711528017995.5,1.1175082136720882e+16,-8912370608702886.0,-71971.55759619728
47400.0,4.042579845494696e+16,2.0468105702628477e+17,-1.642552585713378e+17,-72414.02653820081,0.0023324865732486876,1785577159120347.8,9309117189034788.0,-7523540029914440.0,-72920.98521839836,1840191876343060.2,9317124146043692.0,-7476932269700632.0,-72414.01555006024,2208230251611672.5,1.1180548975252432e+16,-8972318723640760.0,-72414.01555006024,2262862709461984.5,1.1189925368591074e+16,-8927062659129090.0,-71994.2565489192
47600.0,4.042926865084207e+16,2.0495520193472966e+17,-1.6452593328388758e+17,-72436.0293404015,0.0023326867965130695,1785778047578621.2,9321702790281688.0,-7535924742703067.0,-72942.11316967252,1840349843793153.2,9329603275728358.0,-7489253431935205.0,-72436.01832804277,2208419812551784.0,1.1195523930874028e+16,-8987104118322244.0,-72436.01832804277,2263008622708111.0,1.120479642887305e+16,-8941787806164939.0,-72016.98181339643
47800.0,4.043265548292824e+16,2.0522986011374442e+17,-1.647972046308162e+17,-72458.05335471802,0.002332882209854766,1785975006667620.2,9334311851754908.0,-7548336845087288.0,-72963.26440215732,1840504014127029.2,9342105769737890.0,-7501601755610861.0,-72458.04234117157,2208604816952435.2,1.1210526923685468e+16,-9001922106733033.0,-72458.04234117157,2263150633592346.5,1.1219695402653252e+16,-8956544769060906.0,-72039.7225007516
48000.0,4.043591643768602e+16,2.055050285669523e+17,-1.6506911212926627e+17,-72480.11648546303,0.002333070360329938,1786166328173700.0,9346944113090880.0,-7560777784917180.0,-72984.45445218247,1840652456199442.5,9354631491503598.0,-7513979035304156.0,-72480.10545453896,2208782947439331.2,1.1225557789804318e+16,-9016774842364986.0,-72480.10545453896,2263285305445700.0,1.1234622287835272e+16,-8971336982389572.0,-72062.5055170721
48200.0,4.043867224736068e+16,2.0578027535697603e+17,-1.6534160310961536e+17,-72502.34571923983,0.0023332293649584238,1786308309382197.2,9359555770180984.0,-7573247460798787.0,-73006.01903822747,1840777917559007.2,9367160792529026.0,-7526382874970019.0,-72502.33456676539,2208933501070808.8,1.124059295103483e+16,-9031659449964022.0,-72502.33456676539,2263415769834186.5,1.1249574719037586e+16,-8986158949203400.0,-72085.30201507892
48400.0,4.0441131147122776e+16,2.0605582668955258e+17,-1.656146955424298e+17,-72524.6696070345,0.0023333712384871912,1786432965417538.8,9372179197878564.0,-7585746232461025.0,-73027.71139592733,1840889850869303.2,9379703945506608.0,-7538814094637305.0,-72524.6584330321,2209067821043164.0,1.125564473460793e+16,-9046576913564766.0,-72524.6584330321,2263536574354950.0,1.126454824786366e+16,-9001011673508710.0,-72108.14782531402
48600.0,4.04434157329883e+16,2.0633178040069968e+17,-1.6588836466771136e+17,-72547.04306650578,0.0023335030544576964,1786549814034318.0,9384821783813312.0,-7598271969778994.0,-73049.45401287593,1840993850922051.2,9392265414901788.0,-7551271563979737.0,-72547.03185651405,2209192621106461.5,1.1270718497882144e+16,-9061525876775682.0,-72547.03185651405,2263647392077663.5,1.1279542903719584e+16,-9015895511641920.0,-72131.04519512712
48800.0,4.044554693986134e+16,2.0660813645550822e+17,-1.6616258951564688e+17,-72569.45674829077,0.0023336260207714407,1786659381915527.8,9397483325285780.0,-7610823943370252.0,-73071.24120085736,1841090864313340.8,9404845199119886.0,-7563754334806545.0,-72569.44554812304,2209309037176009.0,1.1285814238943862e+16,-9076505201767852.0,-72569.44554812304,2263751177268343.0,1.1294558887029118e+16,-9030807709760776.0,-72153.97091451653
49000.0,4.044768013837638e+16,2.068848883445082e+17,-1.664372082061318e+17,-72591.84298138213,0.002333749101998889,1786768935018448.2,9410163034391822.0,-7623394099373374.0,-73093.00252073053,1841187967937290.5,9417443001950768.0,-7576255034013478.0,-72591.83179536706,2209425561524748.8,1.1300931602340922e+16,-9091506040816174.0,-72591.83179536706,2263855269632131.0,1.1309596311517354e+16,-9045741041885224.0,-72176.86710811242
49200.0,4.044962692496992e+16,2.071618574403403e+17,-1.6671223051537037e+17,-72614.26769706383,0.0023338614276365746,1786859359719941.5,9422842820158074.0,-7635983460438132.0,-73114.88606256997,1841276592083322.0,9430050697506056.0,-7588774105422734.0,-72614.25647825541,2209531910499986.5,1.1316060837007268e+16,-9106528926507282.0,-72614.25647825541,2263958509307498.5,1.1324654233151812e+16,-9060695723844314.0,-72199.74139640345
49400.0,4.045147321480016e+16,2.0743913642744803e+17,-1.6698766321264787e+17,-72636.70156722127,0.0023339679548148606,1786943646608447.5,9435535907600348.0,-7648592260991900.0,-73136.79243572129,1841360636839757.5,9442672494951604.0,-7601311858111846.0,-72636.69035239144,2209632764207709.0,1.1331206993941926e+16,-9121574229734216.0,-72636.69035239144,2264058856297862.0,1.1339730851403286e+16,-9075671995105424.0,-72222.60693246573
49600.0,4.045326595195841e+16,2.077167653441749e+17,-1.672634993922165e+17,-72659.1276835991,0.002334071392112596,1787025534161647.0,9448245313842728.0,-7661219779681081.0,-73158.69161886955,1841442243899248.0,9455310221291646.0,-7613867977392398.0,-72659.1164725018,2209730692679097.5,1.1346372265549974e+16,-9136641572870876.0,-72659.1164725018,2264156232349294.5,1.1354826191118812e+16,-9090669958769518.0,-72245.46428762465
49800.0,4.045500575893671e+16,2.0799474401110186e+17,-1.6753973825216515e+17,-72681.54568279473,0.0023341717754463095,1787105036555857.5,9460970936141888.0,-7673865899586030.0,-73180.58321178253,1841521441525494.8,9467963868334480.0,-7626442426808985.0,-72681.53447581915,2209825729830593.8,1.1361556642001376e+16,-9151730912170782.0,-72681.53447581915,2264250701345163.0,1.1369940342406692e+16,-9105689641061528.0,-72268.31302346691
50000.0,4.04566939161687e+16,2.0827307311720342e+17,-1.6781637920103472e+17,-72703.95499445549,0.0023342691786944246,1787182204927623.2,9473712772815498.0,-7686530567887875.0,-73202.46664930637,1841598287974490.8,9480633467431090.0,-7639035179456599.0,-72703.9437922466,2209917945569389.0,1.1376760160917308e+16,-9166842215347920.0,-72703.9437922466,2264342346825846.5,1.1385073378398758e+16,-9120731031572912.0,-72291.15252320087
50200.0,4.0458323258440456e+16,2.0855174512420378e+17,-1.6809342186576333e+17,-72726.3579738189,0.002334363188438631,1787256189960665.2,9486469992006200.0,-7699213802045535.0,-73224.3483491378,1841672457433585.8,9493318675697104.0,-7651646218263518.0,-72726.34677421568,2210006948920303.0,1.1391982410836524e+16,-9181975461916220.0,-72726.34677421568,2264431224520859.5,1.1400225319550032e+16,-9135794095029172.0,-72313.98230393746
50400.0,4.0459898688562664e+16,2.0883076563605597e+17,-1.683708669474933e+17,-72748.75290928852,0.002334454087561161,1787327664297586.2,9499243281634718.0,-7711915617337132.0,-73246.22312314165,1841744172551988.5,9506019747746084.0,-7664275575194096.0,-72748.74171420782,2210093007062386.2,1.1407223697295304e+16,-9197130690232918.0,-72748.74171420782,2264517267585922.0,1.1415396143476478e+16,-9150878875890556.0,-72336.8027792598
50600.0,4.046142412037117e+16,2.091101376929864e+17,-1.6864871357261523e+17,-72771.13830584289,0.0023345421018824046,1787396878188738.5,9512032833925982.0,-7724635955737244.0,-73268.08888505159,1841813611709510.0,9518736822186630.0,-7676923210477120.0,-72771.1271155201,2210176334051412.0,1.1422484186623958e+16,-9212307852572546.0,-72771.1271155201,2264600569640604.5,1.1430585915268532e+16,-9165985345627928.0,-72359.61324388844
50800.0,4.04629006684203e+16,2.0938986236484954e+17,-1.6892696169642925e+17,-72793.51370309602,0.002334627295709886,1787463884061151.8,9524838689153356.0,-7737374805092204.0,-73289.94513995947,1841880825635368.0,9531469947717368.0,-7689589122082000.0,-72793.50251781478,2210256990762441.8,1.1437763937260842e+16,-9227506946498400.0,-72793.50251781478,2264681191083732.0,1.14457947020982e+16,-9181113511014468.0,-72382.41325890236
51000.0,4.046433000986817e+16,2.0966994075110605e+17,-1.692056107412379e+17,-72815.87840640057,0.0023347097658122256,1787528753214433.0,9537660891967564.0,-7750132138753131.0,-73311.79122690768,1841945890656337.2,9544219174386530.0,-7702273283730193.0,-72815.86722661064,2210335068787605.0,1.1453063009263836e+16,-9242727940476232.0,-72815.86722661064,2264759232457953.5,1.146102256930548e+16,-9196263336847526.0,-72405.20207160056
51200.0,4.046571277899472e+16,2.0995037332997754e+17,-1.6948466055098282e+17,-72838.23211573822,0.0023347895487860902,1787591480181919.5,9550499425422582.0,-7762907945240662.0,-73333.62709605091,1842008835710410.2,9556984523981888.0,-7714975688271478.0,-72838.22094131245,2210410602852492.2,1.1468381428778264e+16,-9257970825925772.0,-72838.22094131245,2264834748522808.0,1.1476269577594788e+16,-9211434829071980.0,-72427.97928079418
51400.0,4.046705049350952e+16,2.1023116151446442e+17,-1.6976411102095488e+17,-72860.57423481076,0.002334866732200243,1787652163673315.5,9563354381789012.0,-7775702218115696.0,-73355.45191864917,1842069729775153.0,9569766060789070.0,-7727696331013917.0,-72860.5630665734,2210483675730183.8,1.1483719272946886e+16,-9273235597216702.0,-72860.5630665734,2264907816249772.0,1.1491535783700708e+16,-9226627967450936.0,-72450.74431118125
51600.0,4.046834477102946e+16,2.1051230651471072e+17,-1.7004396174368128e+17,-72882.90411129789,0.0023349414093878974,1787710881853694.5,9576225816519996.0,-7788514934666302.0,-73377.26499672834,1842128646558824.5,9582563839910626.0,-7740435193351802.0,-72882.89294941246,2210554375870589.5,1.1499076607892752e+16,-9288522232022162.0,-72882.89294941246,2264978503385781.0,1.1506821249769358e+16,-9241842746383576.0,-72473.49666549872
51800.0,4.046959683577487e+16,2.1079380938275098e+17,-1.703242125469761e+17,-72905.2212492327,0.0023350136509840847,1787767691380041.0,9589113773498118.0,-7801346082118077.0,-73399.06581525867,1842185641801724.2,9595377909235650.0,-7753192267433926.0,-72905.21009373713,2210622770162069.2,1.151445349108278e+16,-9303830720920710.0,-72905.21009373713,2265046872937112.5,1.1522126037220722e+16,-9257079164283610.0,-72496.2358877564
52000.0,4.047080780071246e+16,2.1107567116052173e+17,-1.7060486335980928e+17,-72927.5252010656,0.0023350835212047247,1787822643391647.0,9602018296618888.0,-7814195653227241.0,-73420.8539128612,1842240766162646.2,9608208316193404.0,-7765967550030758.0,-72927.51405203201,2210688919395175.5,1.1529849979432086e+16,-9319161060036910.0,-72927.51405203201,2265112986029840.0,1.1537450206492358e+16,-9272337220462518.0,-72518.96153459026
52200.0,4.047197947395773e+16,2.113578934908849e+17,-1.7088591401692717e+17,-72949.81527709014,0.002335151124374415,1787875855363448.0,9614939491583764.0,-7827063636220316.0,-73442.628322772,1842294101875001.5,9621055135548714.0,-7778761033673712.0,-72949.80413522711,2210752922250001.8,1.1545266162658456e+16,-9334513240408454.0,-72949.80413522711,2265176922015560.0,1.1552793820459868e+16,-9287616898444308.0,-72541.67303219592
52400.0,4.047311273047339e+16,2.1164047706192307e+17,-1.7116736433144966e+17,-72972.09110632211,0.00233521651097673,1787927334706846.8,9627877354838158.0,-7839950020131311.0,-73464.38891238043,1842345688833840.2,9633918398658098.0,-7791572709824258.0,-72972.07997178227,2210814826600608.2,1.1560702078389714e+16,-9349887251789106.0,-72972.07997178227,2265238746634499.0,1.1568156944008528e+16,-9302918197374028.0,-72564.3699129453
52600.0,4.047420846698585e+16,2.1192342273401184e+17,-1.71449214267026e+17,-72994.3523242897,0.002335279732750963,1787977116771400.8,9640831918226480.0,-7852854801455079.0,-73486.1353526774,1842395567846063.5,9646798144670786.0,-7804402576824722.0,-72994.34119731137,2210874681415276.2,1.1576157773604942e+16,-9365283092189666.0,-72994.34119731137,2265298517013862.5,1.1583539634778936e+16,-9318241117765074.0,-72587.05176802973
52800.0,4.047526769213669e+16,2.1220673149436643e+17,-1.7173146380222976e+17,-73016.59853146515,0.0023353408478936893,1788025247467574.2,9653803223979920.0,-7865777976512346.0,-73507.86723666023,1842443784827323.5,9659694418525250.0,-7817250633697926.0,-73016.58741226708,2210932541792788.2,1.1591633302230302e+16,-9380700760437514.0,-73016.58741226708,2265356287807892.5,1.1598941949357886e+16,-9333585661549994.0,-72609.71820790361
53000.0,4.047629137492268e+16,2.124904043125724e+17,-1.7201411293764973e+17,-73038.82934538717,0.0023353999123140556,1788071771154536.2,9666791313341114.0,-7878719542186578.0,-73529.5841718783,1842490383889862.8,9672607264357294.0,-7830116880467431.0,-73038.818234157,2210988460667835.2,1.1607128717228752e+16,-9396140256560916.0,-73038.818234157,2265412110984041.0,1.1614363943593552e+16,-9348951832609512.0,-72632.3688642838
53200.0,4.0477275878734744e+16,2.127744378603323e+17,-1.7229716198159754e+17,-73061.04596966523,0.002335456716187095,1788116264336928.0,9679795792763896.0,-7891679528426968.0,-73551.2893305541,1842535199654083.0,9685536530793366.0,-7843001331139283.0,-73061.03486535267,2211042239584899.5,1.1622643836952038e+16,-9411601597367138.0,-73061.03486535267,2265466011116495.0,1.1629805649157818e+16,-9364339638041324.0,-72655.00354414176
53400.0,4.0478224895544024e+16,2.1305883538149757e+17,-1.7258061048595354e+17,-73083.24706355622,0.002335511472532054,1788159115365462.8,9692817027993066.0,-7904657912627603.0,-73572.97970399591,1842578399964860.2,9698482365256616.0,-7855903965291756.0,-73083.23596666771,2211094079957832.5,1.1638178838307942e+16,-9427084758350110.0,-73083.23596666771,2265518016241546.0,1.164526707686626e+16,-9379749060624714.0,-72677.62199689994
53600.0,4.047914028625856e+16,2.13343598813509e+17,-1.7286445852725043e+17,-73105.43195265155,0.0023355642887195513,1788200441604428.5,9705855134719476.0,-7917654693115048.0,-73594.65435872499,1842620069502028.2,9711444856047988.0,-7868824786545960.0,-73105.420864147,2211144083402434.0,1.1653733827257586e+16,-9442589743855152.0,-73105.420864147,2265568201692713.0,1.166074828152292e+16,-9395180079830208.0,-72700.22368073007
53800.0,4.048002251865595e+16,2.1362872908184765e+17,-1.7314870656319168e+17,-73127.60046594843,0.002335615191739406,1788240269132089.0,9718910150270306.0,-7930669881138217.0,-73616.31306922792,1842660229642611.2,9724424045294286.0,-7881763815651675.0,-73127.58938601594,2211192275571133.5,1.1669308854353142e+16,-9458116578782008.0,-73127.58938601594,2265616570038667.0,1.1676249318767868e+16,-9410632748729200.0,-72722.80860917126
54000.0,4.048087254440224e+16,2.1391422710474352e+17,-1.7343335456034128e+17,-73149.7522312674,0.002335664236500819,1788278644644269.5,9731982112225878.0,-7943703467581608.0,-73637.95542293087,1842698923726966.0,9737419974792772.0,-7894721051065806.0,-73149.74115990734,2211238708472359.5,1.1684903969751328e+16,-9473665261278968.0,-73149.74115990734,2265663165474681.5,1.1691770243148574e+16,-9426107077673892.0,-72745.37647800006
54200.0,4.048166276875992e+16,2.1420006631214266e+17,-1.7371840354338272e+17,-73171.89657961848,0.0023357098308434067,1788312635838372.8,9745068272357936.0,-7956755636519563.0,-73659.60354457182,1842734896612076.8,9750431435915098.0,-7907696539303021.0,-73171.88550938915,2211281875934492.2,1.1700517723098116e+16,-9489235847163624.0,-73171.88550938915,2265707944579296.0,1.1707310957876056e+16,-9441603013296760.0,-72767.92742671413
54400.0,4.04824068013805e+16,2.144862624477193e+17,-1.740038556463388e+17,-73194.02902121253,0.0023357527600164564,1788344285700151.0,9758170769949474.0,-7969826484249323.0,-73681.24226073267,1842768765980061.8,9763459143773514.0,-7920690377793452.0,-73194.0179587408,2211322519176074.2,1.1716150972528218e+16,-9504828453352144.0,-73194.0179587408,2265750625825581.0,1.1722871236005264e+16,-9457120610179684.0,-72790.4632146344
54600.0,4.048311235961534e+16,2.1477282273924918e+17,-1.7428971037963386e+17,-73216.14686015154,0.0023357934692954893,1788374209905349.2,9771290117536982.0,-7982915907631633.0,-73702.86674788348,1842800883973119.8,9776503428074830.0,-7933702544101710.0,-73216.13580553123,2211361060767743.8,1.1731804113689796e+16,-9520443052922052.0,-73216.13580553123,2265791182283019.0,1.173845113729605e+16,-9472659955013032.0,-72812.98408038217
54800.0,4.048378304437121e+16,2.1505974809931242e+17,-1.7457596505494122e+17,-73238.24862350922,0.0023358321664455205,1788402562777504.2,9784426336364770.0,-7996023773587266.0,-73724.47558327227,1842831414557997.2,9789564330362718.0,-7946732915804721.0,-73238.2375763594,2211397697469596.8,1.1747477196435262e+16,-9536079498965666.0,-73238.2375763594,2265829808796085.5,1.1754050731278568e+16,-9488220922482482.0,-72835.48859499251
55000.0,4.048441810760156e+16,2.15347039629049e+17,-1.7486262152144742e+17,-73260.33465780591,0.002335868808305782,1788429305277701.0,9797579472171324.0,-8009150166893623.0,-73746.06914864322,1842860323534584.2,9802641900755828.0,-7959781577221244.0,-73260.32361908942,2211432388241501.2,1.1763170280906994e+16,-9551737892665492.0,-73260.32361908942,2265866501864210.5,1.1769670083688406e+16,-9503803581824196.0,-72857.97683509928
55200.0,4.048501009878139e+16,2.1563468923941827e+17,-1.7514967914063686e+17,-73282.40736139638,0.0023359029649960943,1788453553578038.0,9810748639878144.0,-8022295086300106.0,-73767.65394711286,1842887272205321.0,9815735771318504.0,-7972848499113183.0,-73282.39632845022,2211464726646385.2,1.1778882925582204e+16,-9567418198935818.0,-73282.39632845022,2265901300860034.0,1.1785309208762298e+16,-9519407907902264.0,-72880.44847402126
55400.0,4.048556400541424e+16,2.1592270298591946e+17,-1.754371389805052e+17,-73304.46509014475,0.0023359349242852937,1788475996764843.2,9823934586228328.0,-8035458589463485.0,-73789.2248976469,1842912486919300.0,9828846217189322.0,-7985933730270022.0,-73304.45406563574,2211494984303160.2,1.1794615460627188e+16,-9583120476324028.0,-73304.45406563574,2265934164764135.0,1.1800968076925152e+16,-9535033912161016.0,-72902.90373257638
55600.0,4.048608424731559e+16,2.1621108393911968e+17,-1.757249996918041e+17,-73326.50620995181,0.00233596494118777,1788496933436481.0,9837137504397162.0,-8048640570960681.0,-73810.77956205049,1842936169276662.8,9841973378371444.0,-7999037209094781.0,-73326.49519322765,2211523403131995.5,1.1810368054045736e+16,-9598844650913740.0,-73326.49519322765,2265965148628642.0,1.181664675243311e+16,-9550681603804468.0,-72925.34223989003
55800.0,4.048657153724485e+16,2.1649983328530982e+17,-1.7601326174806496e+17,-73348.53047324871,0.0023359930568282944,1788516373816253.5,9850357445659206.0,-8061841071842952.0,-73832.31788614491,1842958351480996.5,9855117308866918.0,-8012158957385922.0,-73348.51946584249,2211550021777195.8,1.1826140770640302e+16,-9614590748863106.0,-73348.51946584249,2265994366107454.5,1.1832345302422168e+16,-9566350936314714.0,-72947.76319418025
56000.0,4.0487028032129784e+16,2.167889519669047e+17,-1.763019239347749e+17,-73370.53702195868,0.002336019395657225,1788534439916909.8,9863594440369608.0,-8075060000452698.0,-73853.83877296647,1842979131998815.5,9868278051571530.0,-8025298919572714.0,-73370.52602284263,2211574958398578.8,1.1841933661885838e+16,-9630358703487260.0,-73370.52602284263,2266021849720907.0,1.184806379159949e+16,-9582041941878584.0,-72970.16639828912
56200.0,4.0487468963362696e+16,2.1707845597091542e+17,-1.7659098700755274e+17,-73392.52079286144,0.0023360448364950015,1788552699829045.0,9876850042870716.0,-8088297343041671.0,-73875.33058871968,1842999203397446.0,9881456333767422.0,-8038457130369976.0,-73392.50980718088,2211599044076935.5,1.1857747600520908e+16,-9646148556443972.0,-73392.50980718088,2266047724022297.0,1.1863802364587266e+16,-9597754640564968.0,-72992.55108552049
56400.0,4.048789179233742e+16,2.1736833828036288e+17,-1.7688044648802547e+17,-73414.48226427023,0.002336069232869199,1788570284047026.8,9890123157261800.0,-8101552873214773.0,-73896.79936943001,1843018451251175.8,9894651836869770.0,-8051633385618594.0,-73414.4712883597,2211622141501411.0,1.1873582204243728e+16,-9661960062742316.0,-73414.4712883597,2266072358046717.5,1.1879561234125748e+16,-9613488876079030.0,-73014.91475263376
56600.0,4.048828973155771e+16,2.176585966665539e+17,-1.7717030693499616e+17,-73436.42401635117,0.0023360921931550502,1788586744844369.5,9903413586304360.0,-8114826841459990.0,-73918.24879691986,1843036566077629.0,9907864459047004.0,-8064827892969375.0,-73436.41305053861,2211643879293155.0,1.1889437350856408e+16,-9677793471563252.0,-73436.41305053861,2266095631561047.5,1.1895340457105952e+16,-9629244825544904.0,-73037.2583510368
56800.0,4.048866549680769e+16,2.179492321889579e+17,-1.774605666921502e+17,-73458.3449857955,0.002336113874047791,1788602199835346.5,9916721382520336.0,-8128119182684990.0,-73939.67786621598,1843053671453739.0,9921094248533518.0,-8078040577079779.0,-73458.33403083324,2211664405744486.8,1.190531309824022e+16,-9693648692495734.0,-73458.33403083324,2266117708971198.5,1.1911140085564044e+16,-9645022376592846.0,-73059.58069181824
57000.0,4.048902090832489e+16,2.1824024569505603e+17,-1.7775122478673114e+17,-73480.24446387774,0.002336134380571435,1788616742985256.2,9930046579085444.0,-8141429836100188.0,-73961.08575819545,1843069850365232.8,9934341243906858.0,-8091271393541625.0,-73480.2335193674,2211683820438279.5,1.192120949268823e+16,-9709525672249950.0,-73480.2335193674,2266138650742969.5,1.1926960171191484e+16,-9660821520448514.0,-73081.88136576573
57200.0,4.048861288503038e+16,2.1853095396946125e+17,-1.7804234108443085e+17,-73502.37347202454,0.0023361108384549554,1788554887280738.0,9943319896450528.0,-8154765009169790.0,-73983.03650227869,1843051300972116.2,9947574365992848.0,-8104523065020732.0,-73502.36236320947,2211661561166539.5,1.193708923919142e+16,-9725427678024880.0,-73502.36236320947,2266154442041504.0,1.1942797016417558e+16,-9676642574376054.0,-73104.1850334791
57400.0,4.048778633253328e+16,2.1882172729192573e+17,-1.7833394095939245e+17,-73524.618784246,0.002336063148052409,1788467967205635.5,9956593655825510.0,-8168125688619874.0,-74005.15345069974,1843013681475537.5,9960810431672472.0,-8117796750196934.0,-73524.60764857774,2211616417770645.0,1.1952972518006968e+16,-9741356100236324.0,-73524.60764857774,2266157419615596.5,1.1958643720102698e+16,-9692486300487102.0,-73126.53888495638
57600.0,4.0486732111091896e+16,2.1911272421134554e+17,-1.7862599210025363e+17,-73546.91430017403,0.0023360023216135693,1788370940140348.2,9969879693488656.0,-8181508753348308.0,-74027.32137958339,1842965698102096.2,9974056675542676.0,-8131090977440580.0,-73546.90314076359,2211558837722515.8,1.1968868010651214e+16,-9757309172928698.0,-73546.90314076359,2266147776670819.0,1.1974500536634262e+16,-9708352759963444.0,-73148.94158815974
57800.0,4.0485462847433576e+16,2.1940394625526138e+17,-1.789184834078278e+17,-73569.25474481846,0.002335929087674993,1788264326500217.0,9983177681717580.0,-8194913355217363.0,-74049.53484131924,1842907925691650.5,9987313167049070.0,-8144405241357420.0,-73569.24356400782,2211489510829980.8,1.1984775800458886e+16,-9773286289628906.0,-73569.24356400782,2266126242451397.5,1.1990367965942358e+16,-9724241723490960.0,-73171.38818098932
58000.0,4.048398875652902e+16,2.1969539835334694e+17,-1.7921140959681792e+17,-73591.63610110256,0.0023358440356197703,1788148571502254.5,9996487696778144.0,-8208339125275890.0,-74071.78973258863,1842840829200105.2,1.000058013054516e+16,-8157739301345055.0,-73591.62490143129,2211408995040126.2,1.2000696156654194e+16,-9789287161614068.0,-73591.62490143129,2266093401670889.5,1.2006246435528614e+16,-9740153033857724.0,-73193.87469567228
