M1.L_b.TA Time [a],M1.L_b.TA TA [mol],M1.L_b.TA C^{12}$S [mol],M1.L_b.TA C^{13}$S [mol],M1.L_b.TA $\delta^{13}$C [VPDB],M1.L_b.TA TA [mol/l],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [mol/a],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{12}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{13}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [mol/a],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [C^{12}$S],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [C^{13}$S],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [mol/a],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [C^{12}$S],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [C^{13}$S],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [mol/a],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [C^{12}$S],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [C^{13}$S],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA $\delta^{13}$C [VPDB]
104200.0,6.448488244436637e+16,4.884229376671161e+17,-4.239380552227497e+17,-78241.06287927688,0.00227925578292065,1798196068998066.5,1.3619930429199456e+16,-1.182173436020139e+16,-78241.05493453167,1897528635707383.5,1.3588689400742932e+16,-1.1691160765035548e+16,-77563.52191303682,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14248180724584.943,107918837971676.31,-93670657247091.38,-78241.05493453167,5909484882785.051,44759731357206.54,-38850246474421.484,-78241.05493453167,505600416800.20825,500137634281.7283,5462782518.47998,-28.0
104400.0,6.448403818188132e+16,4.8907760084780454e+17,-4.245935626659232e+17,-78256.94342492202,0.002279225941970672,1798172526615413.2,1.3638186056407666e+16,-1.1840013529792252e+16,-78256.93548888546,1897504297347011.2,1.360674812747982e+16,-1.1709243830132808e+16,-77580.17355789957,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14247414878396.871,108059094474178.58,-93811679595781.7,-78256.93548888546,5909326061902.041,44819107792672.71,-38909781730770.67,-78256.93548888546,507200417600.2087,501720347800.88525,5480069799.323425,-28.0
104600.0,6.4483166456918616e+16,4.8973312808769805e+17,-4.2524996163077946e+17,-78272.80717678263,0.002279195130343403,1798148218482413.5,1.3656465778348758e+16,-1.1858317559866344e+16,-78272.7992490741,1897479165636270.2,1.3624830579801362e+16,-1.1727351414165092e+16,-77596.80782411569,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14246655323184.094,108199623855922.19,-93952968532738.1,-78272.7992490741,5909168541422.845,44878590727378.01,-38969422185955.164,-78272.7992490741,508800418400.20905,503303061320.0421,5497357080.166931,-28.0
104800.0,6.4482267564655224e+16,4.903895212298572e+17,-4.25907253665202e+17,-78288.6541087639,0.0022791633584720453,1798123152706099.8,1.3674769646427828e+16,-1.1876646493721728e+16,-78288.6461898211,1897453292895639.8,1.3642936802725632e+16,-1.1745483509829992e+16,-77613.42439444436,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14245902309986.193,108340428296802.3,-94094525986816.11,-78288.6461898211,5909012373515.417,44938180638021.31,-39029168264505.9,-78288.6461898211,510400419200.2094,504885774839.19904,5514644361.010376,-28.0
105000.0,6.448134554601014e+16,4.910467812129779e+17,-4.265654356669678e+17,-78304.48349450536,0.0022791307691852375,1798097442081690.2,1.369309768682018e+16,-1.189500024473849e+16,-78304.47558403516,1897426752932574.0,1.3661066840515476e+16,-1.1763640087582902e+16,-77630.02281087212,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14245154866992.254,108481494157392.27,-94236339290400.02,-78304.47558403516,5908857356734.541,44997873368631.52,-39089016011896.984,-78304.47558403516,512000420000.20996,506468488358.3561,5531931641.853882,-28.0
105200.0,6.4480395229223864e+16,4.917049100893167e+17,-4.272245148600928e+17,-78320.29630535735,0.002279097179684123,1798070942388736.8,1.371144995674129e+16,-1.1913379014352554e+16,-78320.2884030779,1897399401998578.8,1.3679220736667168e+16,-1.178182133466859e+16,-77646.60403344953,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14244413529507.107,108622834988642.84,-94378421459135.73,-78320.2884030779,5908703602195.312,45057673666138.6,-39148970063943.29,-78320.2884030779,513600420800.2103,508051201877.513,5549218922.697327,-28.0
105400.0,6.447942415574484e+16,4.923639090226802e+17,-4.2788448486693536e+17,-78336.09118857012,0.002279062856525596,1798043863724331.0,1.3729826488674762e+16,-1.1931782624950432e+16,-78336.08329552367,1897371522791858.2,1.3697398535865936e+16,-1.1800027013074078e+16,-77663.16624877368,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14243677659310.465,108764433820802.92,-94520756161492.45,-78336.08329552367,5908550977623.254,45117575471281.41,-39209024493658.16,-78336.08329552367,515200421600.2107,509633915396.6699,5566506203.5407715,-28.0
105600.0,6.447842749491277e+16,4.930237794028862e+17,-4.2854535190797344e+17,-78351.8690371467,0.0022790276289671512,1798016071686432.2,1.374822732134064e+16,-1.1950211249654208e+16,-78351.86115237678,1897342872445186.5,1.371560028030759e+16,-1.1818257407862404e+16,-77679.71105741974,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14242946932640.3,108906296912055.5,-94663349979415.2,-78351.86115237678,5908399415952.86,45177581866444.2,-39269182450491.34,-78351.86115237678,516800422400.2111,511216628915.8269,5583793484.384216,-28.0
105800.0,6.4477406488596424e+16,4.936845232776797e+17,-4.2920711678908326e+17,-78367.62966019424,0.002278991540903365,1797987600612147.5,1.3766652511867346e+16,-1.1968664911255198e+16,-78367.62178466456,1897313589658156.8,1.3733826014076388e+16,-1.1836512424418232e+16,-77696.23758486896,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14242221960917.78,109048427623242.39,-94806205662324.61,-78367.62178466456,5908249044087.032,45237693249845.8,-39329444205758.766,-78367.62178466456,518400423200.2115,512799342434.9838,5601080765.227661,-28.0
106000.0,6.4476365982558616e+16,4.943461411598023e+17,-4.298697751772437e+17,-78383.37218296272,0.002278954763610549,1797958585900499.5,1.3785102074543478e+16,-1.1987143488642978e+16,-78383.36431586671,1897283714365156.2,1.3752075779784694e+16,-1.1854792065419538e+16,-77712.74559485319,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14241501289515.184,109190807013156.58,-94949305723641.39,-78383.36431586671,5908099560389.819,45297904048078.15,-39389804487688.33,-78383.36431586671,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
106200.0,6.4475251878419304e+16,4.950085925321135e+17,-4.3053334065369414e+17,-78399.10537143254,0.0022789153849499073,1797927519668729.0,1.3803574880228402e+16,-1.2005647360559672e+16,-78399.09750817751,1897253081502893.0,1.3770349565301752e+16,-1.187309648379886e+16,-77729.23613184351,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14240795246744.021,109333597373630.97,-95092802126886.95,-78399.09750817751,5907953107336.774,45358265121292.05,-39450312013955.27,-78399.09750817751,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
106400.0,6.447410229338787e+16,4.956719125714995e+17,-4.311978102781116e+17,-78414.82316178984,0.002278874752196438,1797895463199244.8,1.3822071908473062e+16,-1.2024176445273818e+16,-78414.81530718118,1897221736722465.8,1.378864731739331e+16,-1.1891425580670844e+16,-77745.70883736313,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14240106317112.074,109476761874231.36,-95236655557119.28,-78414.81530718118,5907810200528.684,45418757143984.56,-39510946943455.875,-78414.81530718118,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
106600.0,6.447292598725437e+16,4.96336109182628e+17,-4.318631831953736e+17,-78430.52414676448,0.0022788331749700303,1797862661656870.2,1.3840593380379532e+16,-1.2042730718722662e+16,-78430.51630041083,1897189611618503.0,1.380696908457972e+16,-1.1909779472961216e+16,-77762.16417953456,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14239428886616.498,109620244856113.14,-95380815969496.64,-78430.51630041083,5907669675651.227,45479365888234.125,-39571696212582.9,-78430.51630041083,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
106800.0,6.447172202375084e+16,4.9700118389776096e+17,-4.325294618740101e+17,-78446.20851388936,0.002278790620177747,1797829088857960.0,1.3859139338674122e+16,-1.2061310249816162e+16,-78446.2006758832,1897156708471238.8,1.38253149180115e+16,-1.1928158209540262e+16,-77778.6021725775,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14238761746696.514,109764039463286.72,-95525277716590.2,-78446.2006758832,5907531282164.01,45540090375941.02,-39632559093777.016,-78446.2006758832,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
107000.0,6.447049241916971e+16,4.9766713821139514e+17,-4.331966457922254e+17,-78461.8759208425,0.0022787471590866195,1797794800969998.2,1.3877709825036046e+16,-1.2079915024066048e+16,-78461.86809165085,1897123105043374.8,1.3843684867899654e+16,-1.194656176285628e+16,-77795.02234451969,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14238104216432.645,109908137829558.62,-95670033613125.98,-78461.86809165085,5907394878959.96,45600928375072.31,-39693533496112.35,-78461.86809165085,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
107200.0,6.446924032434731e+16,4.983339730985597e+17,-4.3386473277421235e+17,-78477.52581251989,0.0022787029030647966,1797759885978819.0,1.389630486664716e+16,-1.209854498066834e+16,-78477.51799181332,1897088846704204.0,1.3862078982454628e+16,-1.1964990135750424e+16,-77811.42443073727,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14237455046002.336,110052525583365.61,-95815070537363.28,-78477.51799181332,5907260206895.114,45661875872223.6,-39754615665328.484,-78477.51799181332,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
107400.0,6.446796250849043e+16,4.990016906158393e+17,-4.3453372810734886e+17,-78493.15879984126,0.002278657737918007,1797724253771092.8,1.3914924520850918e+16,-1.2117200267079826e+16,-78493.15098742128,1897053850467529.5,1.388049730918359e+16,-1.198344345871606e+16,-77827.80899127366,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14236814540073.652,110197211461609.78,-95960396921536.12,-78493.15098742128,5907127329294.186,45722935956256.266,-39815808626962.08,-78493.15098742128,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
107600.0,6.446665886406484e+16,4.9967029282074784e+17,-4.35203633956683e+17,-78508.77493416076,0.0022786116598453913,1797687901189252.5,1.3933568845031562e+16,-1.213588094384231e+16,-78508.76713085237,1897018169680202.2,1.3898939896866562e+16,-1.200192172718636e+16,-77844.17571257133,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14236183100151.74,110342199658358.03,-96106016558206.3,-78508.76713085237,5906996329576.21,45784109672791.37,-39877113343215.16,-78508.76713085237,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
107800.0,6.4465338011335944e+16,5.0033978020316045e+17,-4.358744421918245e+17,-78524.37267823466,0.0022785649735352575,1797651068795682.8,1.3952237852857e+16,-1.2154586784061318e+16,-78524.36488370645,1896981981899833.8,1.3917406793104746e+16,-1.2020424811204912e+16,-77860.52348432459,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14235558973969.967,110487462345105.66,-96251903371135.69,-78524.36488370645,5906866844325.6,45845388244559.6,-39938521400234.0,-78524.36488370645,519999999999.9999,514381636535.05817,5618363464.941711,-28.0
108000.0,6.4463993523510376e+16,5.010101547814237e+17,-4.365461612579133e+17,-78539.95321077658,0.0022785174518288463,1797613577380812.5,1.3970931600590678e+16,-1.2173318023209866e+16,-78539.94542465122,1896945107080968.0,1.393589804321156e+16,-1.2038952936130592e+16,-77876.85348587134,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234942424486.373,110633013375774.66,-96398070951288.28,-78539.94542465122,5906738928198.704,45906776955172.33,-40000038026973.625,-78539.94542465122,519998703999.3519,514380354537.10767,5618349462.244263,-28.0
108200.0,6.446247974757045e+16,5.016812905501932e+17,-4.372188108026228e+17,-78555.53948262117,0.00227846394653529,1797571367750204.2,1.3989646576627432e+16,-1.2192075208877228e+16,-78555.53169088178,1896907380820700.5,1.395441353212443e+16,-1.205750615130373e+16,-77893.16665165647,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234362477824.451,110779301384624.1,-96544938906799.64,-78555.53169088178,5906618603566.773,45968415056728.1,-40061796453161.33,-78555.53169088178,515198701599.35077,509632213979.6369,5566487619.713867,-28.0
108400.0,6.446090073319477e+16,5.0235329079430746e+17,-4.378923900611127e+17,-78571.11531564617,0.0022784081353511695,1797527336522972.0,1.4008385656969432e+16,-1.221085832044646e+16,-78571.1075318233,1896868635033847.0,1.3972953018739996e+16,-1.2076084383706148e+16,-77909.46382621423,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14233827291405.74,110926236292128.88,-96692409000723.14,-78571.1075318233,5906507563406.882,46030251753533.23,-40123744190126.34,-78571.1075318233,510398699199.3496,504884073422.16614,5514625777.183472,-28.0
108600.0,6.445928846063146e+16,5.030261763393084e+17,-4.38566887878677e+17,-78586.67548588163,0.0022783511486370086,1797482377960108.0,1.4027149424413264e+16,-1.2229667046453156e+16,-78586.6677094363,1896828896557852.8,1.399151656995047e+16,-1.2094687673392618e+16,-77925.74487449946,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14233320381000.096,111073640686488.0,-96840320305487.9,-78586.6677094363,5906402388012.34,46092239831237.516,-40185837443225.17,-78586.6677094363,505598696799.3481,500135932864.69495,5462763934.653137,-28.0
108800.0,6.445763643995831e+16,5.0369994865811046e+17,-4.392423122181521e+17,-78602.22115394709,0.002278292757002721,1797436310998074.2,1.4045937919996644e+16,-1.224850160899857e+16,-78602.21338487543,1896788020750064.2,1.4010104258253596e+16,-1.2113316237503532e+16,-77942.01075916477,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14232837874110.738,111221496963154.78,-96988659089044.05,-78602.21338487543,5906302274197.704,46154378084222.89,-40248075810025.19,-78602.21338487543,500798694399.3469,495387792307.22424,5410902092.122681,-28.0
109000.0,6.4455948814066264e+16,5.043746095268739e+17,-4.399186607128077e+17,-78617.7516050559,0.0022782331068812033,1797389251121795.8,1.4064751193268442e+16,-1.2267361942146646e+16,-78617.74384363428,1896746144072083.0,1.4028716153835516e+16,-1.2131970009763432e+16,-77958.26065077321,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14232378129620.03,111369786570542.14,-97137408440922.11,-78617.74384363428,5906206881701.729,46216661324339.734,-40310454442638.01,-78617.74384363428,495994702597.35077,490635705451.4323,5358997145.918457,-28.0
109200.0,6.4453785894752424e+16,5.050497700953503e+17,-4.405959842005978e+17,-78633.33554766796,0.002278156657236462,1797328945108405.5,1.4083578407352178e+16,-1.2286249462243772e+16,-78633.32775059859,1896702773357186.5,1.404735182902237e+16,-1.2150649055665184e+16,-77974.49728733754,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14232026258086.076,111519851859483.03,-97287825601396.95,-78633.32775059859,5906133870750.863,46279508088610.484,-40373374217859.625,-78633.32775059859,476554692877.34607,471405736193.67566,5148956683.67041,-28.0
109400.0,6.445145013449658e+16,5.057257438072018e+17,-4.412742936727052e+17,-78648.9265293734,0.00227807409842781,1797263812377843.8,1.410242829010084e+16,-1.2305164477722996e+16,-78648.91873560876,1896656907521094.8,1.4066010470708356e+16,-1.2169353563187262e+16,-77990.72627917858,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14231808509768.6,111671451661802.12,-97439643152033.53,-78648.91873560876,5906088689003.41,46342774854766.81,-40436686165763.41,-78648.91873560876,457114683157.3414,452175766935.919,4938916221.422363,-28.0
109600.0,6.4449030156480264e+16,5.0640259412634925e+17,-4.41953563969869e+17,-78664.51029248619,0.0022779885628932918,1797196331116696.2,1.4121302617575946e+16,-1.232410628645925e+16,-78664.50250255378,1896608612954980.5,1.4084692212390992e+16,-1.2188083599436012e+16,-78006.94727144529,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14231678705395.28,111824088595887.94,-97592409890492.66,-78664.50250255378,5906061755044.573,46406329613000.234,-40500267857955.664,-78664.50250255378,437674673437.3367,432945797678.1624,4728875759.174255,-28.0
109800.0,6.444653038874129e+16,5.0708031998776666e+17,-4.4263378959902534e+17,-78680.085984238,0.0022779002071444863,1797126624812974.5,1.4140201360007018e+16,-1.2343074735194044e+16,-78680.0781985437,1896558028412569.8,1.4103397204532046e+16,-1.2206839176119476e+16,-78023.15946838276,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14231621301686.012,111977635914301.84,-97746014612615.83,-78680.0781985437,5906049843934.127,46470144553201.805,-40564094709267.68,-78680.0781985437,418234663717.33203,413715828420.40576,4518835296.92627,-28.0
110000.0,6.444395543509648e+16,5.077589236729458e+17,-4.4331496823784934e+17,-78695.65280025695,0.002277809193905984,1797054821853845.0,1.4159124580999196e+16,-1.2362069759145352e+16,-78695.64501914666,1896505290201815.2,1.4122125582861584e+16,-1.2225620292659768e+16,-78039.36208077762,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14231630380192.635,112132042435970.33,-97900412055777.69,-78695.64501914666,5906051727700.669,46534207625381.234,-40628155897680.56,-78695.64501914666,398791287995.64453,394482529529.0834,4308758466.561157,-28.0
110200.0,6.444094060204564e+16,5.084380821489688e+17,-4.439971415469232e+17,-78711.26736048506,0.002277702632873302,1796970758993060.2,1.4178063277964456e+16,-1.2381092518971396e+16,-78711.25954823877,1896450078711465.2,1.4140877062861212e+16,-1.2244426984149746e+16,-78055.55683758229,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14231775158197.564,112288420799766.03,-98056645641568.47,-78711.25954823877,5906081768679.414,46598866799641.875,-40692785030962.46,-78711.25954823877,367111272155.6369,363144801849.7763,3966470305.8605957,-28.0
110400.0,6.443774192939332e+16,5.091180594493533e+17,-4.4468031751995994e+17,-78726.8905101158,0.002277589573922675,1796881563807924.5,1.4197024803019284e+16,-1.240014323921136e+16,-78726.88269937912,1896391646526045.5,1.4159651036305576e+16,-1.226325938977953e+16,-78071.74787624541,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14232076235416.639,112446553730833.19,-98214477495416.55,-78726.88269937912,5906144240762.145,46663997207816.35,-40757852967054.2,-78726.88269937912,335431256315.6269,331807074170.46686,3624182145.160034,-28.0
110600.0,6.443443858444136e+16,5.097989101745602e+17,-4.4536447159011885e+17,-78742.50952475208,0.0022774728152685636,1796789449631939.0,1.4216010684027462e+16,-1.2419221234395524e+16,-78742.5017164983,1896330207595628.2,1.4178447683720152e+16,-1.2282117476124524e+16,-78087.93394349999,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14232493580692.783,112606004473660.92,-98373510892968.14,-78742.5017164983,5906230836817.71,46729482241635.12,-40823251404817.41,-78742.5017164983,303751240475.61926,300469346491.1597,3281893984.4595337,-28.0
110800.0,6.443103069648674e+16,5.1048063570797254e+17,-4.460496050114858e+17,-78758.12434866572,0.0022773523614810446,1796694420275805.0,1.4235020959478302e+16,-1.2438326539202496e+16,-78758.11654251267,1896265708345571.5,1.41972671972256e+16,-1.2301001488880028e+16,-78104.1154769084,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14233013781755.016,112766671512635.17,-98533657730880.16,-78758.11654251267,5906338772909.995,46795301013539.5,-40888962240629.51,-78758.11654251267,272071224635.61157,269131618811.85257,2939605823.7590027,-28.0
111000.0,6.442752961270291e+16,5.11163240056544e+17,-4.467357104438411e+17,-78773.73303091027,0.0022772286136325836,1796596791828772.5,1.4254055741097554e+16,-1.2457458949268782e+16,-78773.72522854627,1896198581214169.5,1.4216109757531946e+16,-1.2319911176317776e+16,-78120.28986228484,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14233631267777.656,112928495927353.42,-98694864659575.77,-78773.72522854627,5906466892018.77,46861437521595.41,-40954970629576.64,-78773.72522854627,240400954600.4773,237803531638.4303,2597422962.046997,-28.0
111200.0,6.4425131906665016e+16,5.118476490976907e+17,-4.4742251719102566e+17,-78789.14773971062,0.0022771438653141334,1796529910509121.5,1.4273140832483764e+16,-1.2476610921974642e+16,-78789.1400611652,1896134840606617.2,1.4234976712250216e+16,-1.2338841871643598e+16,-78136.42058837101,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234115542465.791,113087755775735.94,-98853640233270.14,-78789.1400611652,5906567369824.786,46926726581563.555,-41020159211738.766,-78789.1400611652,243840956320.47812,241206365704.6177,2634590615.8604126,-28.0
111400.0,6.442305076433553e+16,5.125331114270634e+17,-4.481100606627279e+17,-78804.48930329757,0.002277070306124603,1796471875984189.8,1.4292255310049022e+16,-1.2495783434064832e+16,-78804.48163992379,1896073301685044.5,1.4253870259713812e+16,-1.2357796958028768e+16,-78152.51693335864,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234388034267.734,113245028039532.6,-99010640005264.86,-78804.48163992379,5906623905950.207,46991538254964.75,-41084914349014.55,-78804.48163992379,247280958040.47894,244609199770.80505,2671758269.673889,-28.0
111600.0,6.44211470746781e+16,5.132194863206315e+17,-4.487983392459534e+17,-78819.77897867182,0.0022770030191032716,1796418787228768.8,1.4311395235021346e+16,-1.2514976447792578e+16,-78819.77134661545,1896017761995785.0,1.4272790348276994e+16,-1.2376772586281208e+16,-78168.55525850064,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234558727111.426,113401394701552.56,-99166835974441.14,-78819.77134661545,5906659320729.057,47056141172949.81,-41149481852220.76,-78819.77134661545,250720959760.4798,248012033836.9925,2708925923.4873047,-28.0
111800.0,6.441935186094502e+16,5.1390677998482e+17,-4.4948742812387494e+17,-78835.02897129547,0.0022769395662267586,1796368726117574.2,1.4330560780051194e+16,-1.253419205393362e+16,-78835.0213532278,1895964357057835.2,1.4291736851040208e+16,-1.2395772493982372e+16,-78184.55962784894,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234656914887.863,113557207457543.5,-99322550542655.64,-78835.0213532278,5906679692303.473,47120633480294.086,-41213953787990.61,-78835.0213532278,254160961480.48062,251414867903.17987,2746093577.3007507,-28.0
112000.0,6.441761595572219e+16,5.1459501111306675e+17,-4.501773951573446e+17,-78850.24826579796,0.002276878209644134,1796320316964644.5,1.4349752466773022e+16,-1.2553432149808378e+16,-78850.24067343194,1895913329659636.0,1.4310709712132722e+16,-1.2414796382473086e+16,-78200.52856724343,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234716218949.035,113712822956785.77,-99478106737836.73,-78850.24067343194,5906691996419.092,47185107937378.85,-41278415940959.76,-78850.24067343194,257600761600.38068,254817502547.46387,2783259052.916809,-28.0
112200.0,6.4416062869852904e+16,5.1528414174074464e+17,-4.508680788708917e+17,-78865.4147520231,0.0022768233149181956,1796277007446541.0,1.4368969237069502e+16,-1.257269222962296e+16,-78865.40717569788,1895867607151872.8,1.4329708861100792e+16,-1.243384125394892e+16,-78216.44385629623,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234721238997.178,113867889380918.64,-99633168141921.47,-78865.40717569788,5906693037952.871,47249444380411.53,-41342751342458.66,-78865.40717569788,260320762960.38153,257508115530.03082,2812647430.350708,-28.0
112400.0,6.441451899137625e+16,5.159741997965646e+17,-4.5155968080518835e+17,-78880.55910646303,0.0022767687456329206,1796233957330019.8,1.4388211868473768e+16,-1.2591977911143748e+16,-78880.55152921617,1895821235116067.5,1.4348734182851436e+16,-1.2452912947735368e+16,-78232.34245554598,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234692453831.592,114022881079885.9,-99788188626054.31,-78880.55152921617,5906687065752.213,47313805974998.61,-41407118909246.4,-78880.55152921617,263040764320.38217,260198728512.59756,2842035807.784607,-28.0
112600.0,6.441284038558996e+16,5.1666522178274323e+17,-4.522523813971533e+17,-78895.70691129712,0.0022767094143323024,1796187148585908.2,1.4407481379347044e+16,-1.2611294230761136e+16,-78895.69934337636,1895771692322376.5,1.4367785699602826e+16,-1.247201400728045e+16,-78248.24001512535,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234676706119.973,114178436108902.9,-99943759402782.94,-78895.69934337636,5906683798494.05,47378379757082.25,-41471695958588.2,-78895.69934337636,265760765680.38284,262889341495.16437,2871424185.2184753,-28.0
112800.0,6.44112813348332e+16,5.173571897184842e+17,-4.52945908383651e+17,-78910.81394409476,0.002276654308773937,1796143670561931.5,1.4426777269107048e+16,-1.2630633598545116e+16,-78910.80640527628,1895726617054513.5,1.438686347992489e+16,-1.2491136862870376e+16,-78264.08925933948,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234651132246.113,114333917021297.81,-100099265889051.7,-78910.80640527628,5906678492547.966,47442939230777.01,-41536260738229.04,-78910.80640527628,268480767040.38348,265579954477.7311,2900812562.6523743,-28.0
113000.0,6.4409848680042696e+16,5.180500805386278e+17,-4.536402318585851e+17,-78925.87861773622,0.0022766036707547238,1796103719814597.0,1.4446098893891204e+16,-1.2649995174076608e+16,-78925.87109150687,1895684174623224.2,1.4405967488342692e+16,-1.2510283313719468e+16,-78279.90156396212,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234581343988.602,114489028411802.8,-100254447067814.19,-78925.87109150687,5906664013186.966,47507419268802.15,-41600755255615.18,-78925.87109150687,271196022398.01105,268265872736.32162,2930149661.6894226,-28.0
113200.0,6.440793389901774e+16,5.187434626162032e+17,-4.543355287171855e+17,-78940.99621952971,0.002276535991702538,1796050333613458.8,1.446543422489869e+16,-1.2669383891285232e+16,-78940.98865671306,1895641811569387.8,1.4425097125556094e+16,-1.2529455313986706e+16,-78295.69227409418,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234585480087.074,114645706819713.67,-100411121339626.6,-78940.98865671306,5906664871327.49,47572426332176.62,-41665761460849.125,-78940.98865671306,257116015358.00763,254337993767.74066,2778021590.266968,-28.0
113400.0,6.440584299268939e+16,5.194376999074395e+17,-4.550318569147501e+17,-78956.1218017161,0.0022764620873987726,1795992030520621.2,1.448479339661481e+16,-1.2688801366094188e+16,-78956.1142308569,1895596378108472.2,1.4444251392460178e+16,-1.2548655014351706e+16,-78311.47997108656,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234706242923.844,114803838483896.6,-100569132240972.75,-78956.1142308569,5906689926644.129,47637841255066.6,-41731151328422.47,-78956.1142308569,243036008318.00424,240410114799.15973,2625893518.844513,-28.0
