M1.L_b.TA Time [a],M1.L_b.TA TA [mol],M1.L_b.TA C^{12}$S [mol],M1.L_b.TA C^{13}$S [mol],M1.L_b.TA $\delta^{13}$C [VPDB],M1.L_b.TA TA [mol/l],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [mol/a],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{12}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{13}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [mol/a],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [C^{12}$S],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [C^{13}$S],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [mol/a],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [C^{12}$S],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [C^{13}$S],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [mol/a],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [C^{12}$S],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [C^{13}$S],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA $\delta^{13}$C [VPDB]
19200.0,6.381068738809198e+16,2.762431201509131e+17,-2.1243243276282112e+17,-69433.89221400324,0.0022554259654102337,1779395536468074.5,7703184535667070.0,-5923788999198996.0,-69433.88072705964,1880314520798252.5,7737193355947110.0,-5856878835148858.0,-68363.49305138436,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14315372393796.049,61972705329523.3,-47657332935727.25,-69433.88072705964,5923402488740.552,25643012761719.785,-19719610272979.234,-69433.88072705964,-1077186041593.021,-1065547536398.7297,-11638505194.29126,-28.0
19400.0,6.382712242259402e+16,2.7662226923145517e+17,-2.1279514680886115e+17,-69456.78019914201,0.0022560068712909813,1779853828219043.2,7713757295864846.0,-5933903467645803.0,-69456.76878859925,1880489068999267.2,7747405315536656.0,-5866916246537389.0,-68389.99437883521,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14311942570102.662,62026920226699.37,-47714977656596.7,-69456.76878859925,5922692851482.062,25668520903202.957,-19745828051720.895,-69456.76878859925,-786385896192.9454,-777889354291.9532,-8496541900.9921875,-28.0
19600.0,6.3844113808946664e+16,2.7700275060537594e+17,-2.1315863679642928e+17,-69479.52544280865,0.0022566074417523997,1780327634284393.2,7724367207365710.0,-5944039573081317.0,-69479.51410578482,1880680317644984.8,7757660375427060.0,-5876980057782075.0,-68416.35424533322,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14307488432042.432,62076379839295.75,-47768891407253.32,-69479.51410578482,5921771154641.754,25692987085955.68,-19771215931313.926,-69479.51410578482,-495585750792.875,-490231172185.18195,-5354578607.693054,-28.0
19800.0,6.38615654517574e+16,2.773845853473135e+17,-2.135230198955561e+17,-69502.16059044108,0.002257224280246789,1780814276777577.0,7735014858139937.0,-5954200581362360.0,-69502.14930432067,1880884716602134.5,7767957892641134.0,-5887073176039000.0,-68442.61159373018,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14302202147767.457,62122000906959.016,-47819798759191.56,-69502.14930432067,5920677075203.63,25716620617967.195,-19795943542763.566,-69502.14930432067,-204785605392.8047,-202572990078.41064,-2212615314.394043,-28.0
20000.0,6.387935266655044e+16,2.7776777886688022e+17,-2.138884262003298e+17,-69524.72610970472,0.0022578529797286258,1781310279605643.2,7745700399185735.0,-5964390119580092.0,-69524.71484317596,1881098405943382.8,7778297340342528.0,-5897198934399145.0,-68468.80907166461,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14296175587129.58,62164292330123.336,-47868116742993.76,-69524.71484317596,5919429537285.348,25739551528357.832,-19820121991072.484,-69524.71484317596,86000140000.06999,85070947606.69255,929192393.3774414,-28.0
20200.0,6.388867927943718e+16,2.7814418678328205e+17,-2.1425550750384486e+17,-69549.43763524208,0.0022581826343011607,1781570506326440.2,7756196858793554.0,-5974626352467114.0,-69549.42500700867,1881308429334876.0,7788668079039593.0,-5907359649704717.0,-68495.06530121602,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14291167861029.53,62217639368519.2,-47926471507489.67,-69549.42500700867,5918392704814.856,25766153370401.926,-19847760665587.07,-69549.42500700867,88800141400.07068,87840696265.21718,959445134.8535004,-28.0
20400.0,6.389547338214622e+16,2.785197722023149e+17,-2.146242988201687e+17,-69574.83124200894,0.002258422775824295,1781759976619095.0,7766670253885675.0,-5984910277266580.0,-69574.81847533747,1881494545742681.5,7799050395703862.0,-5917555849961180.0,-68521.55632911499,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14287752870420.877,62280142482564.195,-47992389612143.32,-69574.81847533747,5917685538568.646,25795119908048.1,-19877434369479.453,-69574.81847533747,91600142800.0714,90610444923.74184,989697876.3295593,-28.0
20600.0,6.3901436006845496e+16,2.788959553238807e+17,-2.149945193170352e+17,-69600.46546005075,0.0022586335282721876,1781926257379535.2,7777160317263700.0,-5995234059884165.0,-69600.45259618404,1881657803161743.5,7809443998437778.0,-5927786195276034.0,-68548.2684592094,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14285048997410.219,62346640739333.13,-48061591741922.914,-69600.45259618404,5917125568521.637,25825105821969.684,-19907980253448.047,-69600.45259618404,94400144200.07208,93380193582.26646,1019950617.8056183,-28.0
20800.0,6.390675039438238e+16,2.7927267631312134e+17,-2.1536592591873894e+17,-69626.27639983656,0.0022588213683994696,1782074460055328.0,7787665379855389.0,-6005590919800061.0,-69626.26345921127,1881803108140331.5,7819849400452327.0,-5938046292311996.0,-68575.14619675536,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14282727820044.578,62415520488748.41,-48132792668703.83,-69626.26345921127,5916644812175.443,25855737794058.92,-19939092981883.477,-69626.26345921127,97200145600.0728,96149942240.79114,1050203359.281662,-28.0
21000.0,6.391171180752289e+16,2.796499031978785e+17,-2.1573819139035562e+17,-69652.16691456489,0.002258996732440828,1782212813933257.0,7798184550165911.0,-6015971736232654.0,-69652.1539664356,1881940412706490.5,7830266922401635.0,-5948326509695144.0,-68602.07659809761,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14280632542779.39,62485808199261.016,-48205175656481.625,-69652.1539664356,5916210810134.26,25886753464247.78,-19970542654113.523,-69652.1539664356,100000147000.07349,98919690899.31577,1080456100.757721,-28.0
21200.0,6.391652959678601e+16,2.800276050961543e+17,-2.161110754993683e+17,-69678.06777265298,0.002259167020012467,1782347162563448.5,7808716966703894.0,-6026369804140446.0,-69678.05482015897,1882073659874563.5,7840696738958167.0,-5958623079083604.0,-68629.01498254767,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14278645169796.428,62556779700859.68,-48278134531063.25,-69678.05482015897,5915799129258.56,25917959195903.277,-20002160066644.72,-69678.05482015897,102800148400.07422,101689439557.84044,1110708842.23378,-28.0
21400.0,6.392120780759957e+16,2.8040577463268858e+17,-2.1648456682508902e+17,-69703.97698324035,0.002259332374102392,1782477618946536.2,7819262423626567.0,-6036784804680031.0,-69703.96402685692,1882202946540420.8,7851138944775754.0,-5968935998235333.0,-68655.96035243897,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14276722097822.883,62628240290636.64,-48351518192813.76,-69703.96402685692,5915400740950.395,25949313608629.117,-20033912867678.723,-69703.96402685692,105600149800.07489,104459188216.36505,1140961583.7098389,-28.0
21600.0,6.392574940495543e+16,2.8078441099415866e+17,-2.1685866158920323e+17,-69729.8933847327,0.002259492899509971,1782604265753456.5,7829820898210462.0,-6047216632457006.0,-69729.88042492719,1882328376280283.2,7861593612149171.0,-5979265235868888.0,-68682.91157516424,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14274848822322.672,62700124629498.305,-48425275807175.63,-69729.88042492719,5915012642802.748,25980802634408.957,-20065789991606.21,-69729.88042492719,108400151200.07556,107228936874.88966,1171214325.1858978,-28.0
21800.0,6.393015770932376e+16,2.8116351520420682e+17,-2.1723335749488307e+17,-69755.81584170579,0.0022596487135991576,1782727195547493.5,7840392418987166.0,-6057665223439672.0,-69755.80287924752,1882450058880507.5,7872060805772877.0,-5989610746892370.0,-68709.86743364818,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14273019936994.527,62772407124073.23,-48499387187078.7,-69755.80287924752,5914633716675.747,26012420447239.984,-20097786730564.24,-69755.80287924752,111200152600.0763,109998685533.41435,1201467066.6619415,-28.0
22000.0,6.393443612846009e+16,2.8154308882913126e+17,-2.1760865270067117e+17,-69781.74323577093,0.0022597999368190597,1782846503390323.0,7850977029629938.0,-6068130526239615.0,-69781.7302710241,1882568080180952.0,7882540587180929.0,-5999972506999977.0,-68736.82697817897,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14271232879545.34,62845074608916.07,-48573841729370.734,-69781.7302710241,5914263433401.487,26044163799024.336,-20129900365622.848,-69781.7302710241,114000074800.03738,112768355847.61978,1231718952.4176025,-28.0
22200.0,6.393854464696937e+16,2.8192309290650704e+17,-2.1798454825953766e+17,-69807.68525923022,0.002259945154802198,1782961074153942.0,7861573644342587.0,-6078612570188645.0,-69807.67228615475,1882682497300217.2,7893032965293963.0,-6010350467993746.0,-68763.78944463686,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14269494519459.562,62918189106011.04,-48648694586551.48,-69807.67228615475,5913903218111.132,26076051994997.785,-20162148776886.652,-69807.67228615475,115360075480.03773,114113662338.90318,1246413141.134552,-28.0
22400.0,6.394251612696099e+16,2.8230355905599475e+17,-2.1836104292903376e+17,-69833.63363290993,0.0022600855290789983,1783071822809861.5,7872183143519317.0,-6089111320709456.0,-69833.62065795284,1882793287918268.8,7903537902290582.0,-6020744614372313.0,-68790.75484189758,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14267806248588.695,62991732810931.56,-48723926562342.87,-69833.62065795284,5913553361083.677,26108076237817.973,-20194522876734.297,-69833.62065795284,116720076160.03806,115458968830.18657,1261107329.8514862,-28.0
22600.0,6.39463622426399e+16,2.8268449614365114e+17,-2.1873813390101123e+17,-69859.585160212,0.0022602214722810426,1783179075562097.0,7882805775042494.0,-6099626699480397.0,-69859.57218397429,1882900547560985.0,7914055456174610.0,-6031154908613625.0,-68817.72211184126,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14266162363395.533,63065672207049.17,-48799509843653.64,-69859.57218397429,5913212682122.017,26140227708197.285,-20227015026075.27,-69859.57218397429,118080076840.0384,116804275321.46997,1275801518.5684357,-28.0
22800.0,6.395008656392893e+16,2.8306590571000394e+17,-2.19115819146075e+17,-69885.53868598171,0.002260353110589336,1783282931981520.0,7893441581868546.0,-6110158649887026.0,-69885.52570881243,1883004371264843.2,7924585687950107.0,-6041581316685264.0,-68844.69021329953,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14264560193526.305,63139993412898.42,-48875433219372.12,-69885.52570881243,5912880629361.146,26172502967077.125,-20259622337715.977,-69885.52570881243,119440077520.03873,118149581812.75336,1290495707.2853699,-28.0
23000.0,6.395369261828821e+16,2.8344778945162547e+17,-2.1949409683333728e+17,-69911.49308507897,0.002260480568684014,1783383490394593.5,7904090611307267.0,-6120707120912674.0,-69911.48010776074,1883104873194282.2,7935128656829068.0,-6052023783634786.0,-68871.65788970419,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14262998071640.871,63214687000498.22,-48951688928857.34,-69911.48010776074,5912556858666.386,26204899511021.65,-20292342652355.26,-69911.48010776074,120800124200.06206,119494933807.05043,1305190393.0116272,-28.0
23200.0,6.395720732875062e+16,2.838301716900617e+17,-2.1987296436131107e+17,-69937.44150096232,0.0022606047981753785,1783481501153408.8,7914753541191684.0,-6131272040038275.0,-69937.42852791697,1883202158581330.2,7945684448956863.0,-6062482290375533.0,-68898.62406516155,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14261469967578.096,63289706035912.73,-49028236068334.63,-69937.42852791697,5912240121465.626,26237403307790.5,-20325163186324.875,-69937.42852791697,122960125280.06262,121631597057.91231,1328528222.1503143,-28.0
23400.0,6.3960617517237384e+16,2.8421303752363357e+17,-2.202524200063962e+17,-69963.38689741139,0.0022607253332765473,1783576597629292.5,7925429956722566.0,-6141853359093274.0,-69963.37392538812,1883296359518282.0,7956253174563196.0,-6072956815044914.0,-68925.58742929828,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14259973141000.684,63365048893311.33,-49105075752310.64,-69963.37392538812,5911929850841.955,26270016103700.688,-20358086252858.734,-69963.37392538812,125120126360.06314,123768260308.77415,1351866051.2889862,-28.0
23600.0,6.396392210068165e+16,2.8459638469048995e+17,-2.2063246258980832e+17,-69989.32933405561,0.0022608421357058917,1783668749197644.2,7936119794470545.0,-6152451045272901.0,-69989.31636365496,1883387595356381.2,7966834888974395.0,-6083447293618014.0,-68952.54667319679,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14258508920439.686,63440722911156.16,-49182213990716.47,-69989.31636365496,5911626323220.318,26302739621539.062,-20391113298318.742,-69989.31636365496,127280127440.0637,125904923559.63605,1375203880.427658,-28.0
23800.0,6.396712307871333e+16,2.8498021495868285e+17,-2.2101309187996954e+17,-70015.26819089508,0.002260955276141497,1783758011612492.8,7946823103737374.0,-6163065092124881.0,-70015.2552227871,1883475924527172.8,7977429644243514.0,-6093953719716341.0,-68979.5011693147,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14257077089516.178,63516726410838.484,-49259649321322.305,-70015.2552227871,5911329494781.4375,26335573265606.46,-20424243770825.023,-70015.2552227871,129440128520.06422,128041586810.4979,1398541709.56633,-28.0
24000.0,6.397022403907021e+16,2.853645299375138e+17,-2.213943058984436e+17,-70041.20234431216,0.0022610648813940477,1783844484981883.5,7957539929402825.0,-6173695444420942.0,-70041.18937847902,1883561425882024.8,7988037491886743.0,-6104476066004718.0,-69006.45005938775,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14255676810970.822,63593053317713.58,-49337376506742.76,-70041.18937847902,5911039192952.011,26368515191871.324,-20457475998919.312,-70041.18937847902,131600153600.07678,130178273802.06256,1421879798.0142212,-28.0
24200.0,6.397323897837793e+16,2.8574934252112266e+17,-2.2177610354274474e+17,-70067.12822138346,0.0022611714461824414,1783928559320663.5,7968270630833616.0,-6184342071512952.0,-70067.11526054618,1883644196862394.0,7998658496741993.0,-6115014299879599.0,-69033.39232071214,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14254304890469.219,63669679163008.07,-49415374272538.85,-70067.11526054618,5910754756405.118,26401558114781.54,-20490803358376.42,-70067.11526054618,134160154880.07741,132710615432.71365,1449539447.3637543,-28.0
24400.0,6.3976163129775976e+16,2.8613464591480768e+17,-2.221584827850317e+17,-70093.04673028551,0.002261274802019213,1784010102182440.2,7979015018929236.0,-6195004916746796.0,-70093.03377273308,1883724334950834.5,8009292735420888.0,-6125568400470054.0,-69060.32696193141,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14252959568346.56,63746600044980.24,-49493640476633.68,-70093.03377273308,5910475821135.043,26434701960578.844,-20524226139443.8,-70093.03377273308,136720156160.07808,135242957063.36479,1477199096.7132874,-28.0
24600.0,6.397899570165259e+16,2.8652043968404022e+17,-2.2254144398238765e+17,-70118.95798327832,0.0022613749209243823,1784089091245451.8,7989773081390416.0,-6205683990144964.0,-70118.94502960569,1883801905984658.0,8019940256766255.0,-6136138350781597.0,-69087.25327924323,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14251641259756.77,63823819259691.875,-49572177999935.11,-70118.94502960569,5910202474003.541,26467947628891.1,-20557745154887.562,-70118.94502960569,139280157440.0787,137775298694.01587,1504858746.0628357,-28.0
24800.0,6.3981740123166056e+16,2.8690672535285382e+17,-2.2292498522968778e+17,-70144.86091856286,0.0022614719241035495,1784165622131875.0,8000544860720924.0,-6216379238589049.0,-70144.84796939485,1883877006872568.8,8030601107707881.0,-6146724100835312.0,-69114.17021777398,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14250349424028.834,63901332047672.586,-49650982623643.75,-70144.84796939485,5909934603671.897,26501293564947.47,-20591358961275.57,-70144.84796939485,141840158720.0793,140307640324.66696,1532518395.4123535,-28.0
25000.0,6.3984397827533976e+16,2.8729350437516224e+17,-2.2330910654762826e+17,-70170.7550929949,0.002261565862214627,1784239734882489.5,8011330397460046.0,-6227090662577556.0,-70170.74214811403,1883949651720460.2,8041275334571850.0,-6157325682851390.0,-69141.077646672,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14249083370970.74,63979134930160.375,-49730051559189.63,-70170.74214811403,5909672067759.571,26534738886185.008,-20625066818425.438,-70170.74214811403,144400130000.06497,142839952279.43958,1560177720.6253967,-28.0
25200.0,6.398695672128697e+16,2.876807646606222e+17,-2.2369380793933523e+17,-70196.64331778057,0.0022616563078068854,1784311092429087.0,8022129354694920.0,-6237818262265833.0,-70196.63037571871,1884019921789149.2,8051962966074536.0,-6167943044285387.0,-69167.9746461261,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14247845189763.11,64057247428948.52,-49809402239185.414,-70196.63037571871,5909415300230.29,26568289661038.88,-20658874360808.59,-70196.63037571871,146480131040.0655,144897479854.34363,1582651185.7218628,-28.0
25400.0,6.398942950550581e+16,2.880685175615654e+17,-2.240790880560596e+17,-70222.52234255636,0.002261743709807433,1784380048489165.2,8032942048549087.0,-6248562000059922.0,-70222.50940584432,1884087855351601.5,8062664015148119.0,-6178576159796518.0,-69194.86073283391,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14246634958753.338,64135660509877.07,-49889025551123.734,-70222.50940584432,5909164318084.319,26601941981315.336,-20692777663231.016,-70222.50940584432,148560132080.066,146955007429.24762,1605124650.81839,-28.0
25600.0,6.399182054640142e+16,2.884567668132226e+17,-2.244649462668212e+17,-70248.39098047899,0.0022618282225425417,1784446725117433.0,8043768583393853.0,-6259321858276420.0,-70248.37804883519,1884153469401450.5,8073378526299731.0,-6189225056898280.0,-69221.73574363237,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14245450428870.016,64214361237653.78,-49968910808783.766,-70248.37804883519,5908918655608.907,26635692494932.21,-20726773839323.305,-70248.37804883519,150640133120.06653,149012535004.15164,1627598115.9148865,-28.0
25800.0,6.399413198620102e+16,2.8884551374462285e+17,-2.2485138175842182e+17,-70274.24857079456,0.0022619099217304813,1784511181978136.2,8054608996290441.0,-6270097814312305.0,-70274.23564474536,1884216851215354.5,8084106544695584.0,-6199889693480230.0,-69248.59874388023,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14244290389694.207,64293343004678.42,-50049052614984.22,-70274.23564474536,5908678062420.472,26669539512215.285,-20760861449794.812,-70274.23564474536,152720134160.06708,151070062579.05566,1650071581.0114136,-28.0
26000.0,6.3996365701355544e+16,2.892347597050786e+17,-2.2523839400372304e+17,-70300.09453909138,0.0022619888736955056,1784573471414252.0,8065463324863799.0,-6280889853449547.0,-70300.08161896851,1884278048007219.5,8094848114583212.0,-6210570066575992.0,-69275.44924272892,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14243153956467.549,64372600907957.375,-50129446951489.83,-70300.08161896851,5908442355627.531,26703481750527.348,-20795039394899.816,-70300.08161896851,154800192400.09616,153127646735.968,1672545664.1281738,-28.0
26200.0,6.399855103919724e+16,2.896245308586389e+17,-2.2562597981944166e+17,-70325.92155777877,0.0022620661157361907,1784634411277879.8,8076332298294009.0,-6291697887016129.0,-70325.90864855582,1884337189425315.5,8105603310501343.0,-6221266121076028.0,-69302.28591912509,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14242035106326.516,64452084637491.65,-50210049531165.13,-70325.90864855582,5908210286543.292,26737503917205.75,-20829293630662.457,-70325.90864855582,157760193880.0969,156055666746.40833,1704527133.688568,-28.0
26400.0,6.400067157441881e+16,2.900148102520491e+17,-2.2601413867763027e+17,-70351.73345500925,0.0022621410672904684,1784693544529505.2,8087215444643157.0,-6302521900113652.0,-70351.72055273544,1884394346552432.5,8116372233911957.0,-6231977887359524.0,-69329.10817251612,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14240931447640.85,64531796566691.445,-50290865119050.59,-70351.72055273544,5907981359501.549,26771609189532.145,-20863627830030.594,-70351.72055273544,160720195360.09766,158983686756.84866,1736508603.248993,-28.0
26600.0,6.400272387368103e+16,2.904055948875154e+17,-2.2640287101383437e+17,-70377.53100586316,0.0022622136070049627,1784750774944433.2,8098112679921346.0,-6313361904976913.0,-70377.5181109646,1884449594287527.0,8127154926455212.0,-6242705332167685.0,-69355.91521081884,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14239845051461.186,64611749377132.67,-50371904325671.484,-70377.5181109646,5907756004481.168,26805800833037.832,-20898044828556.664,-70377.5181109646,163680196840.0984,161911706767.289,1768490072.8093872,-28.0
26800.0,6.400470983838836e+16,2.907968861650088e+17,-2.267921763266204e+17,-70403.31364613822,0.0022622838020859223,1784806155573115.2,8109024043170014.0,-6324217887596899.0,-70403.30075872965,1884502975114448.0,8137951426712748.0,-6253448451598300.0,-69382.70659064196,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14238776129002.727,64691942940056.945,-50453166811054.22,-70403.30075872965,5907534265706.536,26840078541236.63,-20932544275530.094,-70403.30075872965,166640198320.09915,164839726777.72937,1800471542.3697815,-28.0
27000.0,6.400663074503903e+16,2.911886853754788e+17,-2.2718205463043974e+17,-70429.08099797643,0.0022623516976519225,1784859722004413.8,8119949570387773.0,-6335089848383359.0,-70429.06811824799,1884554527468836.0,8148761773132694.0,-6264207245663858.0,-69409.48191631222,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14237724379260.643,64772375403735.555,-50534651024474.914,-70429.06811824799,5907316081140.535,26874441774804.79,-20967125693664.254,-70429.06811824799,169600221400.11066,167767768154.8022,1832453245.3084717,-28.0
27200.0,6.400849809517441e+16,2.9158100277368205e+17,-2.2757250467850765e+17,-70454.8301651389,0.0022624177002316505,1784911794777129.8,8130889547382631.0,-6345977752605501.0,-70454.8172949717,1884604322213489.0,8159586015058461.0,-6274981692844972.0,-69436.24046630846,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14236687414066.625,64853027036465.97,-50616339622399.34,-70454.8172949717,5907100955726.3955,26908884549248.492,-21001783593522.098,-70454.8172949717,172880223040.1115,171012330869.0739,1867892171.0375977,-28.0
27400.0,6.401030696554015e+16,2.919738329104556e+17,-2.2796352594491546e+17,-70480.56222026977,0.002262481635809811,1784962236936074.5,8141843822498295.0,-6356881585562220.0,-70480.54935861638,1884652424535983.2,8170424211391577.0,-6285771786855594.0,-69462.98160874253,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14235664090226.2,64933896826367.39,-50698232736141.19,-70480.54935861638,5906888652622.121,26943407480199.297,-21036518827577.176,-70480.54935861638,176160224680.1123,174256893583.34564,1903331096.7666626,-28.0
27600.0,6.4012056748076136e+16,2.923671753992055e+17,-2.2835511865112938e+17,-70506.2772562793,0.002262543482894163,1785011031404042.2,8152812384809954.0,-6367801353405912.0,-70506.26440307221,1884698860215665.2,8181276399039436.0,-6296577538823771.0,-69489.7050875682,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14234654885843.166,65014987921679.055,-50780333035835.89,-70506.26440307221,5906679271326.782,26978011378727.984,-21071332107401.203,-70506.26440307221,179440226320.11316,177501456297.6174,1938770022.495758,-28.0
27800.0,6.401374879530032e+16,2.927610314602407e+17,-2.2874728266494038e+17,-70531.97487674108,0.002262603289290244,1785058215854172.2,8163795268347776.0,-6378737052493604.0,-70531.96203237966,1884743682399950.2,8192142613554915.0,-6307398931154965.0,-69516.41034849321,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14233659625463.75,65096298859939.58,-50862639234475.83,-70531.96203237966,5906472775747.506,27012695760288.66,-21106222984541.156,-70531.96203237966,182720227960.11395,180746019011.88907,1974208948.224884,-28.0
28000.0,6.401538458718738e+16,2.931554022500493e+17,-2.291400176628619e+17,-70557.65464419154,0.002262661107308621,1785103831568494.5,8174792505362271.0,-6389688673793776.0,-70557.6418089442,1884786928569403.5,8203022890204402.0,-6318235961634998.0,-69543.0970077522,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14232677914545.02,65177827020194.5,-50945149105649.484,-70557.6418089442,5906269084323.357,27047459868345.965,-21141190784022.61,-70557.6418089442,186000156800.07837,183990509712.6957,2009647087.38266,-28.0
28200.0,6.4016934061650584e+16,2.935502595977331e+17,-2.2953332553608253e+17,-70583.32374646091,0.0022627158743873054,1785147040802699.5,8185803310790875.0,-6400656269988176.0,-70583.31091576432,1884828595508340.5,8213917227222256.0,-6329088631713916.0,-69569.76503265409,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14231715460099.965,65259623363650.83,-51027907903550.86,-70583.31091576432,5906069381531.231,27082319378777.9,-21176249997246.668,-70583.31091576432,188240157920.07895,186206308639.5154,2033849280.5635376,-28.0
28400.0,6.401841979540687e+16,2.939456262241104e+17,-2.2992720642870352e+17,-70608.97676219184,0.0022627683885135244,1785188472082648.2,8196828317253549.0,-6411639845170901.0,-70608.96394048943,1884868642299468.8,8224825589899211.0,-6339956947599742.0,-69596.41471714327,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14230773766399.475,65341677480567.875,-51110903714168.4,-70608.96394048943,5905873979917.399,27117268475435.605,-21211394495518.207,-70608.96394048943,190480159040.07947,188422107566.3351,2058051473.7443542,-28.0
28600.0,6.4019849141802376e+16,2.943415083428389e+17,-2.3032165920103654e+17,-70634.61180846934,0.0022628189095955866,1785228330964229.5,8207867698488137.0,-6422639367523908.0,-70634.59899582782,1884907098266569.2,8235748013014340.0,-6350840914747771.0,-69623.04576663583,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14229849151977.732,65423966885957.45,-51194117733979.72,-70634.59899582782,5905682115966.57,27152301269496.453,-21246619153529.883,-70634.59899582782,192720160160.08008,190637906493.15485,2082253666.925232,-28.0
28800.0,6.402122344736103e+16,2.9473790692166074e+17,-2.307166834742997e+17,-70660.22848010753,0.002262867485227166,1785266654997875.8,8218921481478064.0,-6433654826480188.0,-70660.21567656672,1884944002095564.2,8246684533812901.0,-6361740531717337.0,-69649.65779428548,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14228940118114.287,65506484013489.67,-51277543895375.38,-70660.21567656672,5905493479013.61,27187415996100.223,-21281922517086.613,-70660.21567656672,194960161280.0806,192853705419.97455,2106455860.1060486,-28.0
